,分词,计数
2707,电视剧,4
2757,看得出来,4
2866,当成,4
2868,子,4
2910,名,4
2933,误解,4
2945,空,4
2961,男孩,4
2972,小时候,4
3088,味,4
3096,起码,4
3099,认同,4
3108,见面会,4
3131,受不了,4
3145,儿戏,4
3170,阿姨,4
3178,31,4
3202,越往后,4
3204,级别,4
3209,打分,4
3218,反思,4
3228,之心,4
3329,寓意,4
3341,探索,4
3355,几段,4
3362,这位,4
3370,一张,4
3385,爹味,4
3412,老妈,4
3416,回魂夜,4
3484,牵强,4
3498,贼,4
3532,赤子之心,4
3537,标签,4
3549,编排,4
3643,稍显,4
3652,温柔,4
3660,建议,4
3680,淋漓尽致,4
3689,火,4
3691,一度,4
3693,普普通通,4
3701,三姑六婆,4
3705,诗词,4
3728,创意,4
3744,张导,4
3762,好戏,4
3763,无关,4
3804,狠狠,4
3834,一同,4
3840,那一刻,4
3855,目前为止,4
3860,层次,4
3917,转,4
3930,鸡血,4
4033,全新,4
4042,太难,4
4064,男友,4
4127,见到,4
4166,常规,4
4204,远超,4
4260,求,4
4266,讨好,4
4313,动,4
4334,心态,4
4351,伴随,4
4357,劲,4
4363,剪,4
4445,框架,4
4491,主旋律,4
4494,别扭,4
4563,合作,4
4576,拙劣,4
4606,团建,4
4623,去世,4
4627,杨子,4
4631,无力,4
4672,固执,4
4680,满满的,4
4689,30,4
4700,贴近生活,4
4722,错过,4
4742,极限,4
4773,厅里,4
4807,种种,4
4844,抛,4
4846,退场,4
4847,流水线,4
4917,九十年代,4
4935,戏剧化,4
4941,意料之外,4
5007,偷懒,4
5015,日,4
5065,二,4
5100,插,4
5123,图,4
5128,型,4
5160,答案,4
5189,羁绊,4
5244,丰满,4
5264,亵渎,4
5269,保守,4
5340,近乎,4
5345,离异,4
5347,千万别,4
5348,穿,4
5356,真不错,4
5362,无论如何,4
5378,感染力,4
5406,客观,4
5414,爱喝,4
5465,在线,4
5499,敷衍,4
5519,晚上,4
5527,敬业,4
5538,猴子,4
5561,膈,4
5644,眼里,4
5653,要死,4
5767,有个,4
5844,绿叶,4
5935,抖音,4
5953,真情流露,4
5990,妨碍,4
5996,传承,4
6025,比前,4
6144,痛苦,4
6148,笑果,4
6150,模板,4
6157,恭喜,4
6162,微雨,4
6181,司机,4
6231,生存,4
6278,直播间,4
6309,高于,4
6321,父权,4
6325,差别,4
6328,光,4
6337,跳舞,4
6397,修改,4
6413,摸爬滚打,4
6426,骨灰,4
6438,首映礼,4
6448,展开,4
6457,还行,4
6484,是从,4
6490,来得,4
6558,洗澡,4
6578,童话故事,4
6594,功力,4
6600,透,4
6659,顺畅,4
6687,消失,4
6770,称之为,4
6796,他妈的,4
6805,观察,4
6808,接近,4
6816,贩卖,4
6844,绑架,4
6848,不靠,4
6869,摩天大楼,4
6879,太快,4
6904,破,4
6907,情况,4
6935,好些,4
6947,人心,4
6949,中年,4
6952,已然,4
6970,20,4
6983,老百姓,4
6986,龅牙,4
7043,传达,4
7064,中后,4
7116,至极,4
7127,挡住,4
7157,谣,4
7164,当代,4
7177,总有,4
7217,古装,4
7227,李焕英,4
7244,度,4
7257,远,4
7262,看吧,4
7280,编,4
7307,杂糅,4
7332,正好,4
7340,对手戏,4
7344,葬,4
7346,风情,4
7369,出品,4
7448,打开,4
7497,面子,4
7527,求婚,4
7537,不值,4
7563,这年头,4
7572,油腻,4
7619,软肋,4
7639,独特,4
7703,坐在,4
7704,专业,4
7797,谈,4
7820,熟练,4
7830,樱桃,4
7831,老家,4
7880,串联,4
7889,抽,4
7998,服务,4
8032,工程师,4
8078,一看,4
8085,巅峰,4
8100,没演,4
8112,常见,4
8119,流,4
8151,逃,4
8159,集合,4
8178,笨拙,4
8182,李茶,4
8264,不失,4
8270,堆,4
8291,六岁,4
8325,货车,4
8343,25,4
8362,愿,4
8386,送给,4
8440,嫌弃,4
8465,离开,4
8473,痕迹,4
8476,有时候,4
8500,大学生,4
8527,还原,4
8538,气氛,4
8545,发出,4
8591,绝,4
8609,笑一笑,4
8623,技术,4
8691,放到,4
8738,女鬼,4
8758,北京,4
8777,收,4
8783,过得,4
8788,那条,4
8791,男主是,4
8799,说真的,4
8817,补,4
8845,擅长,4
8901,社會,4
8949,中心,4
8960,沒有,4
8986,消解,4
9079,藏,4
9088,为啥,4
9144,之下,4
9163,英文名,4
9168,扬名立万,4
9171,武侠片,4
9177,武打,4
9222,短片,4
9252,糊弄,4
9262,讨巧,4
9263,尘,4
9265,结婚,4
9268,外貌,4
9315,传奇,4
9325,原型,4
9355,事实上,4
9364,一块,4
9400,對,4
9403,生动,4
9412,水,4
9471,转型,4
9486,硬伤,4
9633,人能,4
9661,缺陷,4
9714,听说,4
9760,是因为,4
9788,血,4
9802,笑笑,4
9803,打卡,4
9823,黄才伦,4
9831,执拗,4
9850,早期,4
9859,无数,4
9877,美女,4
9896,黑帮,4
9897,通,4
9901,散场,4
9905,两幕,4
9925,在尬,4
9939,讨厌,4
9966,砸,4
9975,道,4
10005,娶,4
10030,说实话,4
10031,人数,4
10033,跳戏,4
10051,人物形象,4
10058,对话,4
10079,最早,4
10110,菜,4
10122,香港电影,4
10128,进一步,4
10146,夜,4
10163,交融,4
10205,鼓掌,4
10215,次,4
10220,丢掉,4
10247,温馨,4
10248,背诵,4
10276,那部,4
10319,粉色,4
10320,同一个,4
10336,感同身受,4
10344,看似,4
10363,高尚,4
10394,想不通,4
10407,以往,4
10447,毁掉,4
10454,两次,4
10484,掩盖,4
10500,眼神,4
10522,赚,4
10555,恰当,4
10571,啊啊啊,4
10574,低成本,4
10614,初心,4
10625,感叹,4
10641,一大,4
10651,之上,4
41,利益,3
55,自证,3
58,执念,3
59,著,3
78,涉及,3
85,平,3
132,杨迪,3
143,得益于,3
171,搭配,3
186,犹豫,3
191,post,3
199,安志杰,3
216,燃点,3
262,难安,3
266,宋茜,3
269,标准,3
293,捋,3
310,立场,3
325,横漂,3
334,態度,3
344,很能,3
389,角色定位,3
391,支撑,3
392,闯,3
394,商业性,3
397,牌坊,3
416,一是,3
422,甚,3
428,68,3
437,恶搞,3
453,潦草,3
457,老友,3
509,放映,3
543,吐,3
556,实力,3
558,锦上添花,3
559,谢幕,3
565,最爱,3
570,原创,3
579,山河,3
595,可信,3
613,谄媚,3
616,大家庭,3
631,科普,3
677,自嘲,3
686,一曲,3
694,刀子,3
728,规则,3
752,熟,3
756,英雄主义,3
784,情侣,3
825,婧,3
832,隐藏,3
834,落后,3
850,逗,3
866,驯马,3
872,功底,3
886,莫等闲,3
919,发声,3
929,架空,3
945,!,3
987,使劲儿,3
1019,逃出,3
1026,剧情片,3
1040,正常人,3
1079,急先锋,3
1092,王,3
1094,幸福,3
1135,滥用,3
1147,刺客,3
1159,开年,3
1214,空有,3
1220,审,3
1250,操,3
1256,不杀,3
1260,一层,3
1269,三观,3
1270,高中,3
1282,沉浸,3
1287,考验,3
1325,解开,3
1343,描写,3
1360,恶俗,3
1380,可行,3
1399,非常适合,3
1401,没笑,3
1427,一脸,3
1430,白纸,3
1444,爆米花,3
1449,儿媳,3
1492,多个,3
1501,不可否认,3
1503,故事情节,3
1516,新鲜感,3
1537,新作,3
1567,火车,3
1577,从来不,3
1584,盘,3
1594,一会,3
1601,得以,3
1623,人才,3
1635,档期,3
1650,贞操,3
1651,频繁,3
1657,不佳,3
1666,暴露,3
1670,区别,3
1684,沐浴,3
1687,义气,3
1695,残缺,3
1696,韭菜,3
1700,鸡,3
1716,卖弄,3
1718,尖锐,3
1720,娱乐性,3
1721,点子,3
1756,品质,3
1775,没看,3
1839,那匹马,3
1841,对白,3
1848,派,3
1877,人生路,3
1914,又臭又长,3
1947,摸索,3
1953,失落,3
1954,代表作,3
1961,可言,3
1972,群众,3
1974,面,3
1982,打不动,3
1983,活在,3
2009,好坏,3
2030,幽默感,3
2042,隐喻,3
2045,渗透,3
2052,乔杉马丽,3
2061,爸妈,3
2067,平复,3
2080,喜爱,3
2091,碟中谍,3
2100,揭露,3
2111,說,3
2128,手段,3
2135,慢慢,3
2154,一只,3
2211,真想,3
2224,聊天,3
2228,介入,3
2234,全部都是,3
2238,lhc,3
2245,平常,3
2264,好尬,3
2278,前仰后合,3
2295,不禁,3
2312,后续,3
2318,接纳,3
2334,掺杂,3
2354,拿到,3
2366,审查,3
2373,从影,3
2377,坐立,3
2379,浪漫主义,3
2389,心意,3
2431,奋斗,3
2432,最难,3
2454,一想,3
2455,之内,3
2466,实话,3
2494,名譽,3
2495,没用,3
2505,多些,3
2519,岳武穆,3
2524,信,3
2557,揭晓,3
2559,相当于,3
2562,喝,3
2565,肆意,3
2588,转过,3
2589,性病,3
2594,娘,3
2610,卡司,3
2612,身后,3
2618,诙谐,3
2644,悲伤,3
2649,至上,3
2690,多处,3
2693,枷锁,3
2701,儿媳妇,3
2732,想不到,3
2786,帅气,3
2795,动力,3
2796,421,3
2826,准,3
2839,和谐,3
2877,显,3
2900,劲儿,3
2922,與,3
2931,张口,3
2949,穿梭,3
2954,哽咽,3
2973,苦情,3
2991,一眼,3
2997,草草,3
3004,机器,3
3022,同事,3
3033,诸多,3
3047,状况,3
3061,今时,3
3065,只能靠,3
3076,讲究,3
3101,交织,3
3106,冒险,3
3115,昨晚,3
3126,圆,3
3142,米兰,3
3144,玷污,3
3164,关心,3
3168,透露,3
3181,这方面,3
3193,义,3
3203,无力感,3
3226,城市,3
3237,投入,3
3245,包裹,3
3267,一幕幕,3
3277,不愧,3
3290,渲染,3
3343,两句,3
3373,小演员,3
3399,一辈,3
3417,岳母,3
3419,挂钩,3
3429,打光,3
3449,恐吓,3
3450,4.5,3
3455,9.9,3
3460,坎,3
3471,绝命,3
3472,碍于,3
3473,大片,3
3478,贫瘠,3
3490,自洽,3
3495,熬,3
3499,家族,3
3503,电影片,3
3521,谈不上,3
3524,亲切,3
3574,属性,3
3591,契合,3
3612,里算,3
3624,惹,3
3625,江湖,3
3635,一家,3
3642,要素,3
3653,缅怀,3
3659,笔,3
3665,电话,3
3694,龙套,3
3721,面临,3
3726,预算,3
3741,龙兄虎弟,3
3786,不惜,3
3794,只想,3
3806,致命,3
3812,两条线,3
3850,闽南,3
3854,错误,3
3856,一帮,3
3857,运动,3
3867,天朝,3
3873,冲淡,3
3884,吃饭,3
3890,精妙,3
3922,咋咋呼呼,3
3925,毛,3
3949,被造,3
3961,死后,3
3979,营销,3
4016,不可避免,3
4019,摆在,3
4020,养成,3
4022,母親,3
4024,将军,3
4031,释放,3
4055,戏比,3
4097,广告,3
4107,活该,3
4135,影城,3
4151,讲故事,3
4169,级,3
4181,三年,3
4208,持续,3
4211,安欣,3
4224,友情,3
4234,太大,3
4243,垮,3
4247,同性恋,3
4273,日常,3
4278,名声,3
4310,名号,3
4319,开端,3
4328,工夫,3
4353,第三幕,3
4366,功德无量,3
4375,两人,3
4380,众所周知,3
4382,拔高,3
4397,拼贴,3
4405,受,3
4411,铺陈,3
4416,民工,3
4429,一团,3
4439,侠到,3
4444,很久,3
4449,摇头,3
4455,网上,3
4466,鲜肉,3
4488,懂得,3
4495,拍成,3
4499,三部,3
4515,厅,3
4565,幕,3
4580,啼笑皆非,3
4596,实打实,3
4674,陈明昊,3
4695,迎来,3
4702,维护,3
4790,胶片,3
4793,多一些,3
4794,堆叠,3
4823,不乏,3
4830,在意,3
4832,几位,3
4834,透着,3
4845,老婆,3
4848,那股,3
4856,美国,3
4873,一方,3
4878,均,3
4883,惊,3
4890,越发,3
4904,可悲,3
4911,贴近,3
4912,如戏,3
4914,苛责,3
4928,阙,3
4929,仔细,3
4942,主流,3
4948,洗,3
4964,｜,3
4968,一番,3
4979,完好,3
5014,灵动,3
5023,费劲,3
5030,录像,3
5031,请问,3
5085,婆媳关系,3
5088,诗萌,3
5090,短板,3
5124,沈阳,3
5129,网剧,3
5136,最妙,3
5150,逝去,3
5169,轻喜剧,3
5179,佩服,3
5203,爱看,3
5227,外地,3
5239,通俗,3
5240,翻译,3
5255,矫情,3
5309,子女,3
5310,想着,3
5321,刚看,3
5323,小聪明,3
5400,世俗,3
5424,功不可没,3
5442,两张皮,3
5445,臭,3
5456,污蔑,3
5470,赶紧,3
5501,套,3
5556,几分,3
5569,回望,3
5625,并存,3
5642,100,3
5652,打鸣,3
5655,刻,3
5668,数据,3
5675,心虚,3
5679,街头,3
5685,几十年,3
5692,人生大事,3
5701,尤为,3
5704,原,3
5728,還有,3
5768,虚伪,3
5800,撤档,3
5803,堆积,3
5806,塞,3
5830,镜像,3
5837,C,3
5845,外来,3
5858,生死,3
5860,回味,3
5874,预告片,3
5880,某种程度,3
5885,竟是,3
5894,背诗,3
5896,挑剔,3
5928,玩意儿,3
5937,再见,3
5974,联合,3
5981,没意思,3
5985,失控,3
5993,追车,3
6038,爱国主义,3
6078,周妈,3
6087,束缚,3
6089,安,3
6111,很俗,3
6135,犹如,3
6154,半天,3
6189,外衣,3
6191,自信,3
6196,拍下去,3
6204,男方,3
6212,分开,3
6228,增加,3
6248,二是,3
6256,选得,3
6259,慰藉,3
6279,如芒刺背,3
6283,韩寒,3
6289,坚守,3
6296,向前,3
6312,顺便,3
6322,汲取,3
6323,参与,3
6326,驾驭,3
6327,最烂,3
6342,带有,3
6346,秒,3
6369,敬业精神,3
6381,在家,3
6408,血性,3
6409,乏力,3
6430,猪,3
6443,逗笑,3
6446,信心,3
6449,股子,3
6476,怂,3
6486,否认,3
6495,那张,3
6523,21,3
6531,江边,3
6536,刺秦,3
6550,看个,3
6587,甩,3
6598,功能性,3
6618,加分,3
6626,做人,3
6631,至死,3
6643,私货,3
6649,赤兔马,3
6681,对照,3
6693,照搬,3
6694,金陵,3
6701,相声,3
6717,偏向,3
6725,太棒了,3
6732,交出,3
6733,生日礼物,3
6749,一波,3
6773,肉身,3
6776,凝,3
6778,这时候,3
6821,虎,3
6825,某种,3
6830,一点点,3
6837,悬崖,3
6839,去过,3
6842,脖子,3
6872,代价,3
6886,打拼,3
6927,犯罪,3
6944,轨迹,3
6964,刘,3
7032,背负,3
7045,6.5,3
7051,解决,3
7053,实体,3
7060,社交,3
7066,有心,3
7076,男演员,3
7161,不知,3
7163,duang,3
7195,15,3
7196,爱豆,3
7224,十二,3
7225,跨,3
7258,年龄,3
7271,人情,3
7298,链子,3
7311,冲动,3
7321,多一点,3
7406,贵在,3
7408,反讽,3
7425,做法,3
7428,雨,3
7432,千万,3
7439,类,3
7443,在我看来,3
7469,映照,3
7479,虚虚实实,3
7501,娇弱,3
7513,truth,3
7518,解压,3
7525,一到,3
7530,婚礼,3
7581,小笑点,3
7589,有点儿,3
7608,一家人,3
7626,发光,3
7637,大于,3
7641,众多,3
7669,好奇,3
7691,搏命,3
7774,抉择,3
7784,一个半,3
7794,丽都,3
7796,拍片,3
7803,震撼,3
7806,理想主义,3
7826,PS,3
7836,蝼蚁,3
7840,刘浩,3
7842,非要,3
7846,不带,3
7881,集体,3
7888,vlog,3
7897,未知,3
7917,些许,3
7945,噢,3
7969,条,3
8008,奔走,3
8009,该死,3
8033,性感,3
8036,直白,3
8043,悲凉,3
8058,放下,3
8071,投射,3
8087,贾,3
8125,太重,3
8147,打通,3
8173,爱情片,3
8179,第四,3
8198,着实,3
8204,烂尾,3
8225,卡车司机,3
8227,网红,3
8235,闹腾,3
8248,竟,3
8267,算命,3
8276,匠气,3
8302,迷宫,3
8304,一笑,3
8315,D,3
8326,过气,3
8327,家乡,3
8339,神来之笔,3
8354,深度,3
8357,对得起,3
8358,犯,3
8369,借鉴,3
8388,退,3
8428,可愛的,3
8432,包场,3
8436,红灯笼,3
8455,母题,3
8458,感言,3
8482,桌面,3
8485,真真假假,3
8514,戏内,3
8521,太低,3
8526,恨,3
8529,稍微,3
8543,中有,3
8562,一點,3
8564,胜过,3
8566,女子,3
8593,全家,3
8595,关怀,3
8599,晚节不保,3
8610,澄清,3
8617,乏味,3
8626,重现,3
8657,湿润,3
8658,深思,3
8737,唱,3
8766,家国,3
8794,觀念,3
8796,小山,3
8821,文艺,3
8827,国际,3
8829,作,3
8856,抄,3
8861,肉眼,3
8867,强化,3
8872,免费,3
8880,复刻,3
8894,治愈,3
8900,出众,3
8906,没想,3
8928,浪费时间,3
8969,冗长,3
8972,不太好,3
8974,正式,3
9030,做出,3
9034,令人感动,3
9040,乐子,3
9057,乱象,3
9061,方向,3
9098,耻,3
9104,可期,3
9108,微小,3
9127,避雷,3
9128,长安,3
9187,少见,3
9195,回溯,3
9199,学校,3
9224,电影圈,3
9237,悲切,3
9277,随意,3
9280,倍速,3
9282,单独,3
9294,路子,3
9297,世上,3
9332,無法,3
9336,观点,3
9342,合影,3
9369,一马,3
9374,静珊,3
9376,丑,3
9405,演到,3
9407,平时,3
9415,化学反应,3
9420,hhhh,3
9432,无疑,3
9456,共振,3
9457,反转来,3
9461,无条件,3
9500,潇洒,3
9507,政治,3
9511,傻人,3
9541,草根,3
9542,哈维,3
9550,起步,3
9562,爱情故事,3
9584,情境,3
9632,极差,3
9643,满,3
9657,飞驰,3
9665,单薄,3
9673,牵绊,3
9708,很尬,3
9719,面墙,3
9739,艾伦,3
9768,血腥,3
9779,情绪化,3
9781,是非,3
9784,妙,3
9791,视觉,3
9793,实际上,3
9836,现实生活,3
9854,怎麼,3
9872,星给,3
9875,当作,3
9876,爹,3
9882,八,3
9883,对冲,3
9895,事儿,3
9900,昔日,3
9923,针毡,3
9936,老爷,3
9960,姑娘,3
9982,多余,3
10002,瘆,3
10012,跳下来,3
10023,年前,3
10042,两场,3
10056,背景音乐,3
10073,直,3
10091,忍不住,3
10096,飞,3
10115,普通话,3
10121,屏幕,3
10166,以此,3
10221,朴实,3
10230,堵,3
10242,张婧怡,3
10244,厚重,3
10263,委屈,3
10278,长辈,3
10322,混杂,3
10345,买票,3
10374,春天,3
10376,x,3
10395,相关,3
10397,打星,3
10438,告别,3
10466,灵性,3
10470,课文,3
10486,DNA,3
10512,信服,3
10527,会心一笑,3
10546,插曲,3
10585,满满,3
10593,启发,3
10599,痛哭流涕,3
10606,BGM,3
10613,标志,3
10646,经典作品,3
2,知名,2
3,档次,2
4,幌子,2
5,之处,2
8,臣子,2
37,太太,2
42,首次,2
44,一脚,2
56,拍拍,2
62,楼上,2
65,光景,2
74,活宝,2
83,保佑,2
86,房,2
90,不伦不类,2
92,留在,2
101,制止,2
102,上演,2
106,细看,2
119,並給予,2
128,怀揣,2
139,含糊,2
145,回旋,2
152,动情,2
177,ai,2
178,默认,2
209,這事,2
210,取材,2
212,传统习俗,2
226,说完,2
231,感伤,2
234,调动,2
237,残酷,2
238,這片,2
242,范丞是,2
250,号称,2
251,渐渐,2
252,家里人,2
260,民俗文化,2
261,班上,2
267,即可,2
268,信仰,2
294,痛点,2
296,体系,2
315,近景,2
316,碟中碟,2
317,后段,2
319,遥远,2
320,实拍,2
327,四十块,2
330,饱含,2
340,词条,2
348,判断,2
349,正视,2
363,骂名,2
378,老公,2
379,班底,2
385,太子,2
393,造梦,2
400,投资人,2
404,学,2
406,部门,2
408,约会,2
421,擾亂,2
430,重男轻女,2
448,或者说,2
450,资格,2
456,敬佩,2
460,更正,2
467,服老,2
478,齐活,2
486,几句,2
488,看好,2
493,吃了亏,2
495,车站,2
501,雨中,2
502,戏眼,2
508,人脸,2
510,時候,2
514,滚动,2
515,番,2
519,女主角,2
522,終於意識化,2
524,格局,2
525,拥抱,2
529,后期合成,2
530,拍案惊奇,2
535,岳丈,2
540,雜,2
551,合理化,2
557,落網,2
567,草率,2
575,免不了,2
576,XX,2
585,意象,2
590,弄死,2
633,中气足,2
635,周末,2
640,现状,2
643,挽回,2
644,腾讯,2
646,一夜,2
650,着手,2
661,弱智,2
679,这层,2
680,掉线,2
685,摇摇欲坠,2
703,西虹市,2
724,找回,2
736,默默,2
739,可塑性,2
748,浆糊,2
760,入土,2
770,赔,2
777,有多远,2
780,承担,2
783,一乐,2
786,朝天,2
789,窗外,2
799,喜人,2
800,长度,2
811,含义,2
830,倒胃口,2
833,胆怯,2
835,惹事,2
843,气儿,2
844,影史,2
851,嫁接,2
852,一头,2
853,圈钱,2
858,憨,2
863,懷疑,2
873,从始至终,2
875,相比之下,2
883,飙车,2
884,冷漠,2
894,布局,2
904,生态,2
906,還,2
910,高等,2
913,slut,2
914,压榨,2
917,男朋友,2
921,街,2
927,观,2
931,暂时,2
933,扯淡,2
943,来回,2
965,带个,2
968,本该,2
971,高阶,2
977,极少,2
986,后排,2
990,邪门,2
995,精力,2
1004,警惕,2
1010,楞,2
1011,神奇,2
1023,筷子,2
1028,润物细无声,2
1029,转接,2
1030,汤,2
1031,乱,2
1044,血馒头,2
1048,一遍,2
1051,打造,2
1074,一计,2
1084,吃瓜,2
1087,分不清,2
1095,木头,2
1097,绝大部分,2
1102,高中生,2
1103,车上,2
1115,过硬,2
1120,学历,2
1123,視覺,2
1128,第四次,2
1134,人学,2
1142,顺利,2
1143,天花板,2
1145,這種,2
1158,憋着,2
1171,花瓶,2
1173,總,2
1175,榜单,2
1180,沾,2
1188,长得,2
1192,缺點,2
1209,結局,2
1228,买单,2
1229,停下来,2
1237,较劲儿,2
1244,无人,2
1245,拿来,2
1248,小孩子,2
1251,略有,2
1253,过后,2
1261,尖笑,2
1262,伪装,2
1265,陈凯歌,2
1268,从生到死,2
1272,定律,2
1277,理想主义者,2
1311,不辱使命,2
1312,李茂,2
1316,纹身,2
1317,覆盖,2
1320,五分钟,2
1339,嗓子,2
1346,欢快,2
1347,裹挟,2
1348,扣地,2
1353,恐,2
1362,母子,2
1364,不太高,2
1366,谴责,2
1379,muji,2
1394,太像,2
1415,合集,2
1428,蒋诗萌,2
1434,青涩,2
1435,误导,2
1443,总算,2
1446,拉着,2
1452,篡改,2
1461,幸好,2
1462,差爆,2
1470,中段,2
1472,女主太差,2
1474,搞头,2
1476,上天,2
1486,正义感,2
1493,漫长,2
1495,不在乎,2
1505,眼眶,2
1511,搜索,2
1517,过高,2
1518,烘托,2
1531,开明,2
1534,先看,2
1538,不凉,2
1544,贫穷,2
1546,算得,2
1547,神经病,2
1549,满溢,2
1554,观后感,2
1561,前段时间,2
1563,外放,2
1564,惨烈,2
1578,白客,2
1588,练,2
1603,陪衬,2
1605,自行车,2
1608,市井,2
1616,教化,2
1639,无名,2
1641,位置,2
1643,煽风点火,2
1645,奏效,2
1646,张弛,2
1648,污名,2
1655,合,2
1658,眼看,2
1669,筹拍,2
1673,精巧,2
1677,疯,2
1678,敬,2
1722,获取,2
1725,式微,2
1727,牽帶,2
1729,文字,2
1731,人笑点,2
1742,含腾量,2
1757,破碎,2
1760,对面,2
1770,握手言和,2
1774,验证,2
1784,作配,2
1789,名利,2
1794,乡里,2
1797,脱口秀,2
1808,类型化,2
1809,祝福语,2
1821,留,2
1825,浓浓的,2
1826,許多,2
1827,比鄰,2
1831,新片,2
1833,嘀咕,2
1842,自动,2
1845,叛逆,2
1846,不负,2
1847,捍卫,2
1852,花来,2
1859,同类,2
1861,王迅,2
1876,心之作,2
1880,荤段子,2
1883,老天,2
1885,自成一格,2
1887,恐怖电影,2
1888,滑稽,2
1898,当魏,2
1908,造黄谣,2
1915,肄業,2
1917,马来,2
1924,青春,2
1927,认知,2
1937,陨落,2
1949,已逝,2
1951,取代,2
1958,对象,2
1967,青,2
1968,猛,2
1979,触碰,2
1981,哥们儿,2
1985,打断,2
1989,调性,2
1992,为荣,2
2006,戏是,2
2029,金逸,2
2031,前有,2
2035,世间,2
2036,鲜活,2
2038,随随便便,2
2044,垮掉,2
2057,不爽,2
2058,剧集,2
2070,上層,2
2071,金钱,2
2075,座,2
2084,差生,2
2097,看得懂,2
2103,做错,2
2104,跟随,2
2112,余皑磊,2
2113,小万,2
2114,會,2
2125,鲜有,2
2127,范丞丞是,2
2132,算不上,2
2139,蒋龙演,2
2142,走亲戚,2
2145,外地人,2
2147,信条,2
2151,与其说是,2
2152,后边,2
2153,恰如其分,2
2161,时常,2
2163,替身演员,2
2169,仪酱,2
2174,欲,2
2181,不说,2
2193,一刀,2
2199,付出,2
2205,們,2
2209,不赖,2
2210,看不出,2
2219,嘲讽,2
2233,跳脱,2
2237,歌女,2
2241,指导,2
2248,乔杉头,2
2250,时不时,2
2254,因為,2
2259,中式,2
2276,移墓,2
2279,渐入佳境,2
2281,光辉,2
2288,一座,2
2300,纠结,2
2302,girls,2
2305,各種,2
2314,泪眼,2
2316,当大,2
2317,最惨,2
2319,脸上,2
2320,加班,2
2323,必然结果,2
2325,第二部,2
2330,感要,2
2331,电影史,2
2335,国家,2
2351,赤诚,2
2356,T,2
2365,坐牢,2
2369,风土人情,2
2375,日版,2
2390,感性,2
2405,避而不谈,2
2417,皮肉,2
2436,做戏,2
2440,好歹,2
2441,挺好玩,2
2449,還一人,2
2457,tm,2
2484,持有,2
2489,着急,2
2491,十面埋伏,2
2497,媳,2
2499,打一星,2
2502,生,2
2504,一模一样,2
2506,尖酸刻薄,2
2515,调配,2
2525,事物,2
2527,命,2
2531,收束,2
2532,陪伴,2
2535,热泪盈眶,2
2538,碰到,2
2561,哭泣,2
2571,无节制,2
2572,剔除,2
2577,裤裆,2
2600,长空,2
2603,肉,2
2616,連在,2
2647,看法,2
2654,压根,2
2670,神态,2
2682,包容,2
2691,干瘪,2
2698,弱,2
2708,最起码,2
2709,短剧,2
2719,没救,2
2725,第二,2
2745,原片,2
2751,硬是,2
2753,揪,2
2756,傳謠,2
2774,牛马,2
2778,冰雪,2
2793,小学,2
2798,私心,2
2802,一大堆,2
2805,特伍德,2
2815,外省人,2
2819,古有,2
2823,如果说,2
2825,合同法,2
2827,没有污点,2
2830,杨紫琼,2
2832,会演,2
2833,厝,2
2838,露出,2
2849,引起共鸣,2
2859,这群素,2
2872,边缘,2
2873,道歉,2
2874,稀里糊涂,2
2878,共通,2
2888,特有,2
2894,揭开,2
2909,致辞,2
2912,演吧,2
2918,係,2
2924,从群,2
2929,夹,2
2944,十恶不赦,2
2955,亲身经历,2
2962,智障,2
2966,趾,2
2967,当代人,2
2988,一宿,2
2989,同行,2
2992,中是,2
3005,热点话题,2
3007,充足,2
3009,辛酸,2
3011,带货,2
3017,活路,2
3038,心全,2
3039,经典影片,2
3041,脱节,2
3045,比人,2
3048,定位,2
3053,心知肚明,2
3056,真切,2
3057,标配,2
3064,明天,2
3067,推理,2
3071,强大,2
3080,坐如,2
3081,趣味,2
3082,抹除,2
3089,下功夫,2
3109,做好,2
3114,权力,2
3124,人少,2
3130,棒棒,2
3136,個,2
3146,阴险,2
3147,空洞,2
3152,真特,2
3156,例子,2
3158,23,2
3166,死者,2
3182,六六六,2
3184,回收,2
3187,当初,2
3189,过长,2
3200,伦理,2
3201,捐给,2
3210,社群,2
3211,来源,2
3217,大爷,2
3221,絕對,2
3231,多尬,2
3232,坏,2
3240,处于,2
3251,长镜头,2
3254,热情,2
3255,辛苦,2
3257,赞美,2
3259,温茶,2
3266,追忆,2
3270,镖,2
3287,爽感,2
3294,底色,2
3300,男子,2
3317,大街,2
3328,赢,2
3330,夹子,2
3335,最初,2
3344,噱头,2
3345,精髓,2
3346,饱和度,2
3348,Do,2
3352,网文,2
3356,原罪,2
3364,夹带,2
3365,粗制滥造,2
3379,就够,2
3381,重温,2
3394,小卖部,2
3400,说不过去,2
3403,一支,2
3404,地步,2
3411,自由,2
3413,徐江,2
3414,院里,2
3421,脸蛋,2
3426,太好,2
3431,载体,2
3434,电影版,2
3440,爸,2
3447,降低,2
3452,凑合,2
3463,街坊,2
3468,小事,2
3481,放过,2
3482,坐满,2
3486,人情味,2
3506,张力,2
3515,深恶痛绝,2
3519,中好,2
3526,想来,2
3534,太满,2
3535,浅尝辄止,2
3547,第五代,2
3570,他們,2
3575,止,2
3577,宣泄,2
3587,便宜,2
3592,还吵,2
3596,326,2
3604,婚禮,2
3613,fcc,2
