,分词,计数
20151,模拟,10
20155,各类,10
20176,各怀鬼胎,10
20445,东海,10
20574,地步,10
20618,出发,10
20868,偏向,10
20892,前有,10
20915,契合,10
20957,照顾,10
21037,道路,10
21119,两颗,10
21146,歌曲,10
21186,吵,10
21320,影评,10
21347,共振,10
21364,歌舞,10
21453,白姐,10
21826,四大,10
21864,救救,10
21865,语音,10
21868,乏味,10
21981,来得,10
22045,搁,10
22344,知识,10
22631,监制,10
22833,拍点,10
22963,揭露,10
23108,巧合,10
23383,赚钱,10
23418,帅气,10
23523,流,10
23607,递进,10
23637,真有,10
23717,路上,10
23739,解读,10
23853,奈何,10
23865,刘丹,10
23870,好烂,10
23901,未必,10
24118,交通站,10
24195,城,10
24391,套,10
24477,闹,10
24559,浓,10
24580,机场,10
24600,远山,10
24724,起到,10
24747,群众,10
25051,太像,10
25069,拔高,10
25090,不太好,10
25119,诗,10
25288,墨镜,10
25522,天下,10
25589,通病,10
25638,重生,10
25845,一雄,10
25888,身材,10
25939,零碎,10
26021,狗屎,10
26058,访客,10
26188,包含,10
26351,老家,10
26434,不输,10
26707,换来,10
26788,九十年代,10
26865,第二次,10
27052,参考,10
27109,剑戟,10
27180,阿姨,10
27208,全球,10
27351,礼物,10
27353,落泪,10
27354,全方位,10
27530,概括,10
27748,猜到,10
27891,势力,10
27948,燃点,10
28101,达成,10
28191,抽,10
28234,拖,10
28507,五分钟,10
212,小谷,9
262,扯淡,9
267,合,9
427,摄影师,9
641,小岳岳,9
671,嫌弃,9
677,s,9
720,留在,9
831,美化,9
833,局部,9
846,别看,9
995,停留,9
1016,五彩斑斓,9
1078,六年,9
1363,荒唐,9
1441,开端,9
1445,横,9
1606,emo,9
1625,聊,9
1715,疼,9
1847,转型,9
2029,报仇,9
2497,太大,9
2692,目前为止,9
2719,耐心,9
2801,糙,9
3031,依赖,9
3037,情结,9
3089,今日,9
3104,同学,9
3274,变态,9
3354,乡土,9
3420,浅薄,9
3425,观点,9
3577,之光,9
3728,无效,9
3742,遥远,9
3758,猜出,9
3763,信心,9
3892,国际,9
3952,这套,9
4140,支线,9
4173,很燃,9
4242,电话,9
4359,掌控,9
4386,配得,9
4419,传播,9
4446,全新,9
4481,头发,9
4531,研究,9
4554,熟人,9
4639,世上,9
4682,控,9
5005,约会,9
5007,贪婪,9
5060,劝,9
5092,女配,9
5202,微妙,9
5266,表扬,9
5346,導演,9
5358,开玩笑,9
5482,废,9
5549,眼镜,9
5557,母女,9
5572,初中,9
5590,范儿,9
5690,憨,9
5703,无病呻吟,9
6113,神秘,9
6124,轻盈,9
6184,浓重,9
6216,问问,9
6311,攻击,9
6533,热度,9
6715,接到,9
6858,两代,9
6922,硬汉,9
6926,S,9
7034,卷,9
7189,多线,9
7241,忧郁,9
7244,脉络,9
7388,学会,9
7390,近乎,9
7522,匪夷所思,9
7876,两条线,9
7954,进一步,9
8020,卡,9
8216,看不见,9
8551,猎人,9
8639,单,9
8705,脑海中,9
8792,亮,9
8833,许愿,9
8862,短片,9
8959,颗星,9
9034,好戏,9
9042,改成,9
9078,共产党,9
9181,指望,9
9231,深渊,9
9369,几天,9
9379,千里,9
9542,喜感,9
9577,敬业,9
9661,找回,9
9702,非常适合,9
9722,轰炸,9
9784,舍不得,9
9881,意料之外,9
9938,告白,9
9950,绝望,9
9955,意味,9
10094,片方,9
10121,孙燕姿,9
10241,解密,9
10319,种,9
10440,哐,9
10679,客人,9
10841,蜡烛,9
10891,天空,9
10922,醒醒,9
11012,琢磨,9
11018,国家,9
11133,无需,9
11159,杂乱,9
11292,经理,9
11294,本该,9
11434,小莲,9
11534,罪恶,9
11586,拍成电影,9
11716,撤档,9
11889,恐惧,9
11964,如芒在背,9
11982,好坏,9
12004,双,9
12056,告别,9
12183,夹,9
12300,带点,9
12335,选片,9
12382,格格不入,9
12422,打光,9
12573,最差,9
12700,兴趣,9
12730,端,9
12777,sa,9
12847,大于,9
12953,提醒,9
12956,透,9
12976,日记,9
12981,越往后,9
13177,一番,9
13331,主体,9
13343,学校,9
13386,最初,9
13480,yyds,9
13705,有钱,9
13760,做法,9
13804,这块,9
13807,普普通通,9
13829,对象,9
13887,互文,9
13964,具象化,9
13997,特,9
14104,烧,9
14409,世间,9
14529,向东流,9
14735,女孩子,9
14840,心意,9
14851,鬼故事,9
14885,诙谐,9
14908,韭菜,9
14977,膈,9
15055,怒火,9
15209,新闻,9
15234,家里,9
15490,恰当,9
15515,德国,9
15530,猥琐,9
15550,文字,9
15561,一处,9
15583,4.5,9
15669,冲击力,9
15788,..,9
15802,南方,9
16369,晚,9
16427,人工智能,9
16483,想不到,9
16506,标记,9
16561,母爱,9
16630,全篇,9
16664,25,9
16702,推,9
16796,投射,9
16809,烘托,9
16850,隐忍,9
16855,联想,9
16871,李焕英,9
16893,闺蜜,9
16986,小小,9
17106,OK,9
17125,竞争,9
17597,被迫,9
17626,起点,9
17632,上天,9
17946,军事,9
17948,這,9
17975,继,9
17978,最惨,9
18262,港产,9
18341,坑,9
18464,鼠,9
18526,從,9
18569,酒,9
18782,月亮,9
18998,捕捉,9
19192,爽感,9
19213,好好笑,9
19362,束缚,9
19368,眼里,9
19582,无所谓,9
19646,地狱,9
19688,黑社会,9
19770,太快,9
19901,副,9
19954,蓝天,9
19967,耳,9
20128,讲完,9
20334,火星,9
20368,太尬,9
20374,煽,9
20405,教,9
20495,负责,9
20496,今年春节,9
20728,切换,9
20751,犯,9
20979,无人,9
21003,内在,9
21040,装逼,9
21142,主任,9
21150,对不上,9
21301,大学生,9
21494,一惊,9
21504,留白,9
21553,算不上,9
21572,打死,9
21627,好些,9
21650,激烈,9
21861,赛博,9
21879,艰辛,9
21900,阿凡,9
21929,毛,9
22020,梦境,9
22037,沉默,9
22143,女鬼,9
22156,杨,9
22314,注意力,9
22452,幸好,9
22678,一团,9
22738,迟到,9
22877,糖精,9
23035,唔,9
23083,啥时候,9
23140,火车,9
23281,一个半,9
23303,长夜,9
23346,一味,9
23422,陌生人,9
23621,摆烂,9
23636,搬,9
23719,留给,9
23732,底子,9
23818,带泪,9
24012,描绘,9
24038,重启,9
24325,口型,9
24418,意境,9
24419,演成,9
24420,实则,9
24463,堆,9
24474,麒麟,9
24544,担心,9
24565,四,9
24627,朋克,9
24742,面具,9
24791,这位,9
24802,检察,9
24825,属性,9
24873,怀旧,9
24955,匮乏,9
24982,八月,9
25002,一体,9
25039,小熊,9
25054,不尬,9
25074,太满,9
25084,刘,9
25108,写出,9
25174,封建迷信,9
25200,做题,9
25220,男孩,9
25281,盲侠,9
25318,这段,9
25492,心动,9
25549,快节奏,9
25762,看不出来,9
25846,恶俗,9
25921,哥哥,9
25974,嘴里,9
25988,岁月,9
25994,就够,9
26500,翅膀,9
26557,音,9
26592,家族,9
26648,功能,9
26738,熊妈,9
26983,黎明,9
27085,第三幕,9
27229,焦迈奇,9
27233,饭,9
27266,冷,9
27338,坟,9
27346,叹息,9
27362,會,9
27470,精品,9
27492,采访,9
27522,架构,9
27683,迎来,9
27798,歌舞片,9
27846,分裂,9
28068,天才,9
28150,叠加,9
28208,违和感,9
28280,喜剧演员,9
28282,既视感,9
28313,D,9
28391,无论如何,9
28456,猜出来,9
28565,混合,9
28640,顶级,9
27,侠气,8
86,开枪,8
149,恶魔,8
556,回顾,8
665,戏剧性,8
747,删减,8
836,稳,8
935,金好,8
979,代码,8
986,完完全全,8
1119,亲切,8
1384,难熬,8
1501,清醒,8
1526,关联,8
1564,新片,8
1568,一通,8
1675,五个,8
1744,中学生,8
1755,远远,8
1776,落魄,8
1781,处于,8
1800,赵,8
1871,维度,8
1934,画,8
1974,一道,8
2052,引导,8
2170,去掉,8
2173,生日,8
2213,客户,8
2322,凹,8
2327,罪犯,8
2373,黑钱,8
2401,很酷,8
2550,提到,8
2578,CG,8
2597,悲情,8
2827,太假,8
2862,国语,8
2871,说服,8
2921,明年,8
3114,闹腾,8
3159,东拼西凑,8
3297,没用,8
3342,战,8
3353,复活,8
3417,梁,8
3868,乐队,8
3954,海贼王,8
4019,洗脑,8
4075,二舅,8
4101,桎梏,8
4266,坨,8
4295,百合,8
4429,插科打诨,8
4430,路过,8
4478,kk,8
4509,命题,8
4529,常理,8
4754,正面,8
4808,慢,8
4847,社交,8
4855,不多,8
4916,弱化,8
4917,跳跃,8
4926,智障,8
4957,隐秘,8
4990,吴京,8
5188,借着,8
5291,相当于,8
5528,回溯,8
5544,运动,8
5567,古,8
5607,透露,8
5671,摆,8
5878,电影工业,8
5955,中二,8
6076,裹挟,8
6138,匠气,8
6316,平时,8
6345,叨叨,8
6421,案中案,8
6489,解开,8
6523,宗族,8
6538,一波,8
6539,干瘪,8
6553,私心,8
6669,执着,8
6847,破坏,8
6869,缘分,8
6871,工作者,8
7065,犹如,8
7210,1.5,8
7316,录音,8
7377,看头,8
7469,正式,8
7724,冷漠,8
7820,无味,8
7907,老罗,8
7997,看一遍,8
8093,慢镜头,8
8224,在我看来,8
8367,废土,8
8382,公园,8
8553,怪兽,8
8660,改为,8
8828,克服,8
8876,向往,8
8907,愣,8
8919,可悲,8
8939,追杀,8
8946,祝你平安,8
8968,宏大,8
9036,空中,8
9167,师傅,8
9218,多个,8
9226,深夜,8
9259,调动,8
9316,甩,8
9357,金发,8
9407,造,8
9447,2021,8
9465,审,8
9497,洪流,8
9518,好似,8
9519,火花,8
9531,统一,8
9553,不幸,8
9699,国外,8
9711,宇文,8
9732,舞,8
10232,轻飘飘,8
10377,战士,8
10658,很会,8
10715,最起码,8
10776,革命,8
10819,高能,8
10853,爹味,8
10948,衍生,8
11046,预想,8
11085,已然,8
11096,人去,8
11157,不难,8
11171,嫌,8
11243,脑电波,8
11252,尿点,8
11310,为数不多,8
11312,迷雾,8
11363,看作,8
11377,男一号,8
11444,带给,8
11512,古仔,8
11530,文工团,8
11673,谱,8
11682,愿望,8
11804,奇,8
11813,高手,8
11849,主观,8
11868,脑袋,8
11901,强求,8
12039,枷锁,8
12206,在乎,8
12303,电子,8
12322,正经,8
12383,恐怖感,8
12480,工程师,8
12512,来个,8
12549,奋斗,8
12650,寻梅,8
12835,蒙太奇,8
13012,捋,8
13032,青春校园,8
13047,两场,8
13290,单身,8
13316,我弟,8
13451,指向,8
13482,亮眼,8
13536,借用,8
13624,较真,8
13637,谐音,8
13646,飙戏,8
13655,這種,8
13814,新加坡,8
13874,需,8
13972,草率,8
14133,谷雨轩,8
14157,2,8
14202,首部,8
14256,演了,8
14270,小姐姐,8
14479,现状,8
14531,洗澡,8
14545,陈导,8
14695,近,8
14744,坦克,8
14769,终将,8
14805,拳拳,8
14831,整,8
14856,影史,8
14876,惊吓,8
14891,留,8
14988,低成本,8
15015,小学生,8
15018,最爱,8
15050,浓郁,8
15202,杀青,8
15252,昨天,8
15268,干净,8
15327,批评,8
15356,孙子,8
15396,子弹,8
15491,登场,8
15519,比不上,8
15564,一辈子,8
15575,迫害,8
15652,欺骗,8
15787,不禁,8
15846,红烧肉,8
15881,比较简单,8
15890,苦难,8
15936,恶意,8
16084,通俗,8
16328,卻,8
16362,风尘,8
16748,入侵,8
16749,习俗,8
16810,一喜,8
16835,升米,8
16842,盯,8
17099,天生,8
17228,块,8
17372,记忆里,8
17414,问号,8
17418,差劲,8
17488,两点,8
17554,致命,8
17679,歧视,8
17765,舆论,8
17799,人情,8
17829,山庄,8
17988,一帧,8
18022,白马,8
18145,孙均,8
18165,仲达,8
18185,媒介,8
18230,那点,8
18302,风险,8
18323,家乡,8
18355,键盘,8
18369,燃起,8
18776,恐怖电影,8
18806,姿态,8
18894,混杂,8
19035,金句,8
19073,唐诗,8
19137,起伏,8
19189,懵,8
19423,之心,8
19503,导弹,8
19610,架空,8
19616,首歌,8
19637,忍,8
19707,写法,8
19726,军人,8
19798,崩塌,8
19809,某种程度,8
19969,魔警,8
20014,猎奇,8
20038,类型化,8
20123,张含韵,8
20138,原谅,8
20217,节制,8
20288,开局,8
20293,现象,8
20422,耳朵,8
20457,灵动,8
20509,一集,8
20585,挺帅,8
20588,前途,8
20616,观赏性,8
20647,后排,8
20803,妈呀,8
20993,泪流满面,8
21010,素质,8
21106,痛,8
21127,灯光,8
21219,一气呵成,8
21249,消磨,8
21326,考究,8
21396,跟不上,8
21560,有待,8
21792,低配,8
21803,高大,8
21872,抽烟,8
21874,映后,8
21988,本地人,8
22058,技能,8
22061,求,8
22066,春天,8
22189,钢铁,8
22258,特质,8
22284,漫长,8
22287,风声,8
22306,卖点,8
22326,条线,8
22348,上次,8
22356,演员阵容,8
22412,劇本,8
22451,多一点,8
22519,跛豪,8
22569,人生路不熟,8
22634,心境,8
22779,梦幻,8
22845,知名,8
22863,当作,8
22911,再现,8
23198,无奇,8
23349,诗意,8
23459,一帮,8
23532,鸡,8
23537,没头没尾,8
23593,博弈,8
23662,秒,8
23880,外国,8
23923,中心,8
23932,过火,8
24003,差强人意,8
24106,猴子,8
24158,绿光,8
24207,特別,8
24342,大女主,8
24380,过关,8
24417,时机,8
24430,散步,8
24500,气死,8
25078,戏路,8
25080,缝纫机,8
25103,欠,8
25607,原,8
25657,情仇,8
25740,做得好,8
25804,黑色,8
25893,未满,8
25922,這麼,8
26047,羊,8
26109,太好,8
26113,性感,8
26160,格调,8
26207,空镜,8
26337,倔强,8
26345,视感,8
26349,噩梦,8
26366,呐,8
26413,武器,8
26459,顺利,8
26627,三谷,8
26662,进化,8
26720,车上,8
26821,案子,8
26916,这年头,8
26935,本哥,8
27016,一匹,8
27047,亲儿子,8
27214,怎么回事,8
27268,更大,8
27280,一品,8
27378,浓浓的,8
27403,火,8
27456,准确,8
27468,黑色幽默,8
27551,愈发,8
27572,虚幻,8
27694,湘江,8
27931,影视作品,8
28199,帆,8
28285,庭审,8
28380,厚重,8
28431,一小,8
28609,天然,8
96,西,7
210,三观,7
362,愚蠢,7
519,创伤,7
530,之力,7
576,案例,7
725,港人,7
731,肉搏,7
760,调查,7
858,木头,7
905,变迁,7
1007,雄狮,7
1009,干什么,7
1066,说不定,7
1120,照片,7
1152,最强,7
1210,情節,7
1291,猛,7
1292,比前,7
1405,面子,7
1429,太短,7
1512,级片,7
1580,平民,7
1644,13,7
1701,死者,7
1733,妓女,7
1771,大佬,7
1774,隐门,7
1811,动力,7
1823,极强,7
2063,尚,7
2100,真好,7
2144,世俗,7
2176,拽,7
2392,香,7
2486,明,7
2519,辉煌,7
2546,掺杂,7
2635,慰藉,7
2743,想不通,7
2778,真情实感,7
2843,封闭,7
2931,形容,7
2935,堪比,7
2954,前行,7
2966,那句话,7
3123,还给,7
3132,好于,7
3197,140,7
3306,包容,7
3372,正常人,7
3441,眨,7
3492,无非,7
3590,2020,7
3629,刑警,7
3734,已知,7
3769,这帮,7
3812,徐克,7
4099,工作日,7
4141,对立,7
4194,巅峰,7
4222,成果,7
4249,自有,7
4252,星是,7
4259,光头,7
4458,感太强,7
4536,震惊,7
4550,着急,7
4649,化解,7
4699,真想,7
4725,大卖,7
4731,底色,7
4790,出轨,7
4859,故事会,7
5039,短板,7
5069,带你去,7
5134,咣,7
5293,骗钱,7
5531,服,7
5580,干练,7
5618,风情,7
5683,删掉,7
5699,惹,7
5707,轮回,7
5713,神经病,7
5820,集大成,7
5861,被动,7
5936,午夜,7
6035,脖子,7
6068,科普,7
6122,血肉,7
6158,乱飞,7
6172,去过,7
6285,权利,7
6288,高智商,7
6348,绚丽,7
6376,纸片,7
6481,横店,7
6504,眼看,7
6546,感兴趣,7
6554,扎,7
6654,时辰,7
6674,针毡,7
6694,高尚,7
6710,单位,7
6751,家国,7
6790,审美疲劳,7
6828,众多,7
6857,嵌套,7
6893,拉扯,7
6929,彩色,7
7020,周一围,7
7089,翻白眼,7
7255,再见,7
7279,软肋,7
7322,个人风格,7
7430,坚韧,7
7448,短暂,7
7507,接点,7
7509,夹杂,7
7534,没想,7
7566,理智,7
7586,使劲儿,7
7744,不及格,7
7745,打游戏,7
7818,好不容易,7
7856,市井,7
7959,原则,7
7974,亲生,7
8022,下午,7
8105,个个,7
8110,油耗子,7
8190,支离破碎,7
8210,恶臭,7
8215,商业性,7
8274,泡沫,7
8311,初,7
8319,脸谱化,7
8443,真假,7
8448,两大,7
8454,档次,7
8503,揭秘,7
8531,他妈的,7
8577,传谣,7
8578,胜利,7
8630,特供,7
8695,呼吸,7
8727,七七,7
8739,分享,7
8782,针锋相对,7
8900,贺岁片,7
8932,适配,7
8974,中年人,7
9014,延伸,7
9274,一系列,7
9487,救援,7
9507,实话,7
9529,艺术家,7
9561,泡,7
9569,摸爬滚打,7
9628,三遍,7
9695,有情人终成眷属,7
9853,能演,7
9871,一圈,7
9936,皱眉,7
10032,韦生,7
10056,碎,7
10101,含腾量,7
10129,拿出,7
10153,侄子,7
10318,轻松愉快,7
10347,有度,7
10356,口音,7
10470,狂,7
10485,太慢,7
10543,快餐,7
10551,浪漫主义,7
10555,来回,7
10629,出口,7
10717,崩坏,7
11029,科幻电影,7
11033,喜爱,7
11076,泄气,7
11200,俗气,7
11251,蔡卓妍,7
11336,同志,7
11417,指导,7
11449,强制,7
11476,流水,7
11628,圈,7
11763,丧失,7
11851,年会,7
11885,无能,7
11932,谭耀文,7
11984,男主是,7
12074,东方,7
12143,张婧怡,7
12145,传承,7
12149,凶杀案,7
12273,终有,7
12296,战机,7
12353,热情,7
12413,觉醒,7
12472,十几年,7
12505,孕妇,7
12610,HE,7
12615,朴实,7
12651,PPT,7
12757,苦,7
12775,轨迹,7
12810,刑侦,7
13060,风土人情,7
13087,传,7
13164,以此,7
13189,输,7
13281,脑子里,7
13301,二代,7
13309,狐狸,7
13339,真情流露,7
13359,笃定,7
13423,逼真,7
13426,云里雾里,7
13430,认同,7
13456,留下来,7
13502,坐台女,7
13565,神鬼,7
13784,无条件,7
13864,刺客,7
13937,一副,7
13944,不靠,7
14005,CGI,7
14070,空战,7
14101,啼笑皆非,7
14119,取舍,7
14142,emmm,7
14332,感都,7
14369,向前,7
14591,太阳,7
14605,两种,7
14646,杨恩,7
14653,打败,7
14731,那股,7
14741,坐台,7
14765,最为,7
14836,部门,7
14855,放出,7
14901,在家,7
14915,演个,7
15009,差别,7
15053,兼顾,7
15086,暂时,7
15123,5.5,7
15140,许嘉树,7
15220,痛哭流涕,7
15272,盲,7
15324,主导,7
15407,塞进,7
15430,近景,7
15487,监狱,7
15598,歇斯底里,7
15603,伤痕,7
15700,欺负,7
15715,决心,7
15842,精湛,7
15856,幽默感,7
15875,失真,7
15885,令人感动,7
15974,平,7
16066,火候,7
16090,复仇者,7
16093,太拉跨,7
16155,旗号,7
16184,引子,7
16294,活下去,7
16401,火灾,7
16442,霍霍,7
16444,千万别,7
16453,妻子,7
16545,黄才伦,7
16626,颜,7
16691,压迫感,7
16704,出人意料,7
16724,意图,7
16734,收到,7
16804,几分钟,7
16817,首映礼,7
16878,公式,7
16950,出众,7
17126,令人窒息,7
17142,自觉,7
17189,几集,7
17211,神似,7
17215,妇女节,7
17366,盘,7
17380,吻,7
17381,食堂,7
17424,均,7
17430,平常,7
17434,平面,7
17617,调教,7
17671,腻,7
17676,事物,7
17677,纸妻,7
17715,活该,7
17817,渣渣辉,7
17826,不失,7
17831,去世,7
17977,真让人,7
17982,要强,7
18002,谄媚,7
18031,条件,7
18040,厌恶,7
18142,人马,7
18148,荒谬,7
18156,好消息,7
18174,大街,7
18231,精妙,7
18285,头皮发麻,7
18365,厕所,7
18702,未免,7
18703,杭州,7
18745,发力,7
18752,背叛,7
18763,敲,7
18814,大爱,7
18815,萍水相逢,7
18906,本事,7
18949,女子,7
18993,战狼,7
19063,王传君,7
19119,样,7
19138,大失所望,7
19139,座,7
19202,里算,7
19346,变形金刚,7
19489,帧,7
19760,报看,7
19776,细致,7
19818,杜琪峰,7
19846,羽毛,7
19886,相通,7
19912,只能靠,7
19964,君子,7
19983,有心,7
20041,僵硬,7
20071,根深蒂固,7
20107,见面会,7
20167,搞定,7
20225,初心,7
20391,值得一提的是,7
20411,讲真,7
20436,戏谑,7
20535,风暴,7
20579,嚯,7
20725,裤子,7
20796,竟是,7
20884,这么久,7
20896,八卦,7
20950,此起彼伏,7
20999,进影院,7
21229,下线,7
21277,不同于,7
21279,理想化,7
21280,落,7
21365,一本,7
21447,照搬,7
21451,郭敬明,7
21547,承载,7
21634,一口气,7
21687,搞不懂,7
21730,负分,7
21899,私货,7
21908,潜伏,7
22032,带入,7
22046,电影吧,7
22079,板,7
22150,接纳,7
22228,顶,7
22266,上帝,7
22268,沉闷,7
22298,整天,7
22312,意想不到,7
22325,躺,7
22393,跟上,7
22400,加深,7
22424,改名,7
22499,迷惑,7
22558,真能,7
22610,人能,7
22613,风俗,7
22617,罗,7
22632,字数,7
22651,四海,7
22676,简洁,7
22716,庆幸,7
22735,勾勒,7
22739,冲动,7
22815,填充,7
22927,悲壮,7
23003,捕捉到,7
23111,放过,7
23138,一只,7
23181,黏糊糊,7
23203,班底,7
23221,我来,7
23410,揍,7
23503,那味,7
23536,精英,7
23576,敌,7
23699,贵,7
23752,胎记,7
23760,惊心动魄,7
23801,底线,7
23808,过得,7
23824,资金,7
23849,幻梦,7
23862,有幸,7
23909,酷,7
24021,之人,7
24041,憋,7
24133,硬是,7
24170,中央,7
24200,一环,7
24247,拍拍,7
24284,约,7
24290,累,7
24297,拍个,7
24337,又臭又长,7
24402,溢出,7
24503,也子,7
24560,打个,7
24572,爽快,7
24584,更爽,7
24614,不佳,7
24762,西装,7
24775,装神弄鬼,7
24777,踢,7
24840,恶,7
24881,庞大,7
24945,插,7
24956,习惯,7
24976,天天,7
25009,同事,7
25095,击中,7
25104,成精,7
25149,连接,7
25298,选得,7
25385,T,7
25528,治疗,7
25603,骑士,7
25732,娱乐圈,7
25799,便利店,7
25832,戴,7
25979,超前,7
26042,拆,7
26060,屌丝,7
26061,寄托,7
26151,悬疑剧,7
26203,手里,7
26212,不可避免,7
26264,狂飙,7
26306,心爱,7
26329,7.3,7
26359,春光乍泄,7
26543,三人,7
26594,坐飞机,7
26726,带感,7
26791,手环,7
26842,主题曲,7
26872,三枪,7
26908,40,7
26918,故作,7
26948,磕,7
27035,映像,7
27123,互助,7
27133,宝藏,7
27169,惊险刺激,7
27277,死去,7
27332,口罩,7
27389,碗,7
27423,粒子,7
27448,万国,7
27458,酱油,7
27500,污点,7
27523,翁子,7
27532,一线,7
27546,续作,7
27625,父权,7
27742,虎,7
27873,定,7
27919,路人甲,7
27986,获取,7
28048,别来,7
28056,胶片,7
28091,文明,7
28140,捉妖,7
28157,TVB,7
28178,六便士,7
28186,不缺,7
28198,毒品,7
28320,不高,7
28386,作画,7
28593,梁生,7
87,正向,6
187,偷懒,6
189,成品,6
217,三角恋,6
265,踏实,6
288,之战,6
423,层次感,6
680,船,6
703,无视,6
777,爱上,6
792,26,6
863,自传,6
895,漫,6
961,提高,6
1033,外面,6
1062,些许,6
1114,人格,6
1134,难度,6
1160,没事,6
1203,疲劳,6
1206,学学,6
1364,抓取,6
1403,不许,6
1451,收工,6
1469,看不清,6
1478,介入,6
1486,69,6
1489,我愿,6
1495,一头雾水,6
1552,新生代,6
1633,都市女性,6
1718,反杀,6
1853,立得,6
1894,姑妈,6
1905,阻碍,6
1918,多些,6
1961,29,6
2027,算计,6
2064,影评人,6
2097,笑一笑,6
2168,取代,6
2205,翻译,6
2237,古早,6
2298,压缩,6
2308,触发,6
2336,变为,6
2347,千万,6
2350,错骨手,6
2555,一口,6
2563,一大堆,6
2639,仔细,6
2648,小生,6
2691,无数次,6
2774,任性,6
2818,机灵,6
2836,车,6
2852,衬托,6
2863,纯真,6
2878,固执,6
2881,假装,6
2889,虫,6
2971,对面,6
2985,章鱼,6
3025,打拼,6
3049,哽咽,6
3060,伤感,6
3077,村民,6
3191,怎麼,6
3203,利益,6
3212,一代,6
3218,平均水平,6
3222,群戏,6
3229,刺杀,6
3296,对准,6
3310,点心,6
3316,车祸,6
3341,煎饼,6
3356,扬名立万,6
3361,爆破,6
3400,亲,6
3514,张新,6
3522,故事性,6
3569,两地,6
3625,大圣,6
3782,室内,6
3906,收藏,6
3931,耍帅,6
3990,著,6
4021,穿着,6
4166,高晋,6
4186,那個,6
4189,缩影,6
4191,外表,6
4193,功课,6
4213,雪中,6
4218,梦里,6
4236,散文,6
4240,造作,6
4279,仨,6
4375,六岁,6
4394,麻,6
4412,源自,6
4449,套用,6
4493,同步,6
4545,全军,6
4575,黑衣人,6
4658,夹带,6
4672,高明,6
4712,林杨,6
4813,不乏,6
4836,乱世,6
4837,抱怨,6
4881,心声,6
4910,退步,6
4942,失落,6
4943,碰瓷,6
4962,复诵,6
5079,渐渐,6
5081,彰显,6
5161,英文,6
5221,碍于,6
5227,吃力,6
5278,工作人员,6
5315,佳句,6
5496,鸡皮疙瘩,6
5566,李俊,6
5632,女主人,6
5692,多到,6
5714,任何人,6
5772,拜见,6
5775,开房,6
5815,教授,6
5842,身手,6
5843,泛滥,6
5919,远方,6
6006,事实上,6
6125,劣质,6
6265,战片,6
6354,放风筝,6
6449,係,6
6467,营养,6
6532,思辨,6
6650,浓缩,6
6765,绽放,6
6791,首次,6
6820,top,6
6821,画出,6
6959,摄像机,6
6999,道歉,6
7009,摇头,6
7023,爸妈,6
7052,坟墓,6
7133,分屏,6
7204,不去,6
7209,意味着,6
7354,闪耀,6
7373,略带,6
7564,驱动,6
7573,缺钱,6
7628,调,6
7747,p,6
7832,燃爆,6
7860,这方面,6
7897,好点,6
7903,又名,6
7909,哭戏,6
7949,充实,6
7951,撑起,6
7971,惨烈,6
8063,童话故事,6
8082,線,6
8092,色戒,6
8133,出门,6
8271,不顺,6
8295,涌动,6
8324,万,6
8403,混混,6
8408,龙套,6
8438,说不过去,6
8461,不太能,6
8471,12,6
8572,前程,6
8636,释放,6
8698,远超,6
8808,浓厚,6
8818,黄金时代,6
8835,六个,6
8856,搭建,6
8857,郑保瑞,6
8869,机制,6
9045,喜歡,6
9083,张挺,6
9106,弥漫着,6
9141,细碎,6
9147,斩,6
9164,微笑,6
9192,人才,6
9353,一角,6
9391,警方,6
9422,转转,6
9460,景为,6
9508,乡村,6
9555,纯属,6
9566,宝贵,6
9595,就行了,6
9673,近期,6
9697,唤醒,6
9759,美食,6
9768,第二个,6
9846,好几处,6
9934,這個,6
9949,陆战队,6
9989,跳出,6
9998,外星人,6
10002,平行,6
10065,毁,6
10104,智齿,6
10173,莫过于,6
10235,实实在在,6
10261,虐杀,6
10272,三线,6
10280,分析,6
10285,伴,6
10365,人形,6
10405,思念,6
10423,亲切感,6
10442,瞪,6
10497,云,6
10691,恍惚,6
10778,双女主,6
10823,激情,6
10840,肆意,6
10851,太爱,6
10906,比上,6
10959,NAME,6
11034,带娃,6
11138,金刚,6
11167,盘子,6
11242,低龄,6
11347,联盟,6
11366,19,6
11374,邏輯,6
11389,狐仙,6
11503,白眼,6
11577,此刻,6
11585,规律,6
11646,摆脱,6
11752,未知,6
11805,万达,6
11831,宽,6
11835,泪水,6
11838,象征,6
11866,摇摆,6
11955,探案,6
12007,放心,6
12030,偏爱,6
12049,制服,6
12078,点评,6
12108,誰,6
12132,拿来,6
12154,一架,6
12155,一锅,6
12210,黄金,6
12243,笔墨,6
12258,落差,6
12378,回答,6
12384,跟随,6
12483,密接,6
12487,过头,6
12528,清,6
12531,悬崖,6
12562,毫发,6
12632,有泪点,6
12641,星光,6
12653,影射,6
12662,一手,6
12712,魂,6
12800,公诉,6
12948,老谋子,6
13029,绝美,6
13057,张口,6
13122,微博,6
13149,浅,6
13158,改进,6
13159,源于,6
13168,人共情,6
13180,猎罪,6
13190,好差,6
13206,差生,6
13210,0.5,6
13226,光仔,6
13241,民警,6
13242,吸引力,6
13255,着迷,6
13332,扣一星,6
13389,笨拙,6
13478,浑身,6
13501,兜兜,6
