,分词,计数
9944,错乱,4
9946,飞雪,4
9974,攻防,4
9978,涌动,4
9985,功成,4
10026,毛病,4
10056,吹,4
10057,戳,4
10073,目的,4
10077,耐看,4
10087,70,4
10115,一般般,4
10136,玩意,4
10,定位,3
47,实体化,3
52,意识形态,3
55,补,3
72,正好,3
81,这场,3
86,路子,3
92,替身,3
112,武力,3
151,有待,3
175,任性,3
192,无间道,3
207,首部,3
219,人物形象,3
245,不明,3
252,热门,3
291,云里雾里,3
297,摸不着头脑,3
328,小朋友,3
391,剪接,3
419,收获,3
429,撑,3
448,相互,3
459,流泪,3
477,纠结,3
521,人民,3
556,罗曼史,3
557,被雪藏,3
568,工作人员,3
573,影调,3
574,月,3
584,切,3
587,之处,3
593,不多,3
595,两边,3
610,风味,3
616,风险,3
637,多一点,3
641,朋克,3
657,静好,3
707,独立,3
716,四十分钟,3
734,说教,3
748,及格线,3
757,资金,3
770,自觉,3
771,次,3
781,骂,3
820,心疼,3
822,顺畅,3
866,压迫感,3
882,惺惺相惜,3
918,打光,3
936,面对,3
939,抗日战争,3
943,浪潮,3
945,惨,3
946,一碗,3
953,唯美,3
959,初恋,3
994,身手,3
1007,半点,3
1011,劲,3
1032,沧桑,3
1041,太牛,3
1048,斗智斗勇,3
1065,完后,3
1068,匹夫有责,3
1071,退场,3
1078,真有,3
1102,种种,3
1103,成龙,3
1112,智齿,3
1138,记不住,3
1140,记录,3
1154,格格不入,3
1174,久久,3
1201,話,3
1208,P,3
1210,跌宕起伏,3
1217,30,3
1220,扯,3
1231,淹没,3
1239,号,3
1242,融合,3
1253,时代感,3
1256,反杀,3
1257,拉近,3
1258,一个个,3
1350,hkiff,3
1355,某种程度,3
1359,短短,3
1379,可怕,3
1383,刺客,3
1390,观赏性,3
1401,权利,3
1403,答辩,3
1415,浪漫主义,3
1424,BOSS,3
1450,崛起,3
1481,介绍,3
1491,轻松,3
1507,全城,3
1509,演成,3
1551,服务器,3
1558,资本,3
1571,超过,3
1574,雷,3
1578,弹射,3
1581,证据,3
1582,戏里,3
1611,十年,3
1641,聪明,3
1644,创新,3
1662,发,3
1674,雪,3
1675,很尬,3
1706,砸,3
1709,舞者,3
1715,属性,3
1723,爆头,3
1729,於,3
1731,还好,3
1750,使命,3
1755,線,3
1758,抽烟,3
1763,激烈,3
1773,填补,3
1780,王历文,3
1803,重复,3
1806,代价,3
1807,写意,3
1810,转场,3
1818,光,3
1837,离开,3
1879,衔接,3
1921,终结,3
1922,生产,3
1939,不知所谓,3
1949,区,3
1955,拍电影,3
2028,各类,3
2029,气,3
2034,早,3
2056,数字,3
2065,性,3
2072,想念,3
2073,多重,3
2077,迷你,3
2088,解密,3
2093,拖拉,3
2118,偏向,3
2131,假期,3
2174,博弈,3
2176,招式,3
2200,路阳,3
2220,击中,3
2243,交易,3
2265,老爸,3
2281,网络空间,3
2295,搭,3
2307,旁白,3
2313,颗星,3
2332,张弛,3
2362,大可不必,3
2376,剪辑版,3
2381,舞台,3
2409,战狼,3
2412,多个,3
2416,朱砂,3
2427,纪录片,3
2441,历文,3
2466,节奏感,3
2476,王龙正,3
2480,磕,3
2499,堆砌,3
2515,既有,3
2518,潮语,3
2519,借鉴,3
2529,狂飙,3
2533,满,3
2562,花花,3
2564,疫情,3
2589,文艺片,3
2594,悬赏,3
2601,勾勒,3
2602,阴谋,3
2610,五祖,3
2622,打发,3
2635,好奇,3
2667,路线,3
2680,口味,3
2686,黄昏,3
2705,星给,3
2712,手表,3
2756,儿子,3
2783,画幅,3
2814,斗争,3
2825,一番,3
2850,项式,3
2880,真相,3
2894,亲情,3
2910,太燃,3
2932,酿酒,3
2933,一线,3
2971,看成,3
2974,放开,3
2983,贴切,3
2994,对白,3
3010,大队,3
3019,近几年,3
3021,弃,3
3036,搁置,3
3060,身体,3
3065,特,3
3076,时刻,3
3080,系统,3
3106,算了,3
3146,不住,3
3151,经验,3
3197,不通,3
3198,父母,3
3229,踏雪寻梅,3
3243,每一秒,3
3250,调,3
3280,崩塌,3
3334,打打杀杀,3
3368,口型,3
3373,应有,3
3403,黑帮片,3
3410,因果,3
3449,慢镜,3
3468,影评人,3
3482,当代,3
3485,翁,3
3491,问号,3
3528,统一,3
3593,等同于,3
3605,背锅,3
3623,新片,3
3624,千里,3
3626,為,3
3627,影评,3
3635,新作,3
3641,增加,3
3645,师,3
3651,当成,3
3664,几位,3
3666,作文,3
3671,项氏,3
3699,抖音,3
3724,小小,3
3739,科普,3
3743,煎熬,3
3746,深沉,3
3764,模拟,3
3767,拯救,3
3803,这帮,3
3811,干什么,3
3827,诛,3
3853,六个,3
3878,隐秘,3
3893,穿插,3
3894,狙击手,3
3896,霍霍,3
3909,很差,3
3924,迟到,3
3941,车,3
3948,片儿,3
3958,炸裂,3
3964,祝,3
3975,流水账,3
3978,街头,3
3998,走心,3
4001,声,3
4012,低分,3
4019,依托,3
4035,文明,3
4060,大纲,3
4087,法律,3
4121,变,3
4160,共党,3
4162,兼具,3
4167,罪犯,3
4172,港星,3
4183,合集,3
4237,具像化,3
4243,开枪,3
4252,抒情,3
4288,执着,3
4291,美感,3
4311,陈明志,3
4313,小说,3
4315,一分钟,3
4387,不同于,3
4391,盲战里,3
4408,模样,3
4421,无感,3
4440,交给,3
4448,大师,3
4476,疯狂,3
4490,棒,3
4514,比较简单,3
4528,尚,3
4550,原声,3
4572,称得上,3
4582,CP,3
4592,换,3
4649,讨厌,3
4656,滥用,3
4664,是因为,3
4667,演员阵容,3
4707,青涩,3
4764,144,3
4774,创伤,3
4797,准确,3
4814,抓不住,3
4815,主,3
4820,不愧为,3
4834,无力,3
4863,太有,3
4864,文字,3
4897,少林,3
4913,当爽片,3
4914,卓家俊,3
4920,C,3
4923,专家,3
4953,浓,3
4964,逻辑性,3
4971,抖,3
4974,人情,3
4976,新晋,3
5012,无数,3
5014,正统,3
5028,太行,3
5047,随风,3
5062,不敢相信,3
5089,情结,3
5100,公权力,3
5113,魔女,3
5116,正面,3
5135,顶级,3
5146,呼吸,3
5152,贡献,3
5153,动荡,3
5160,云,3
5174,大杀,3
5189,复活,3
5216,鬼,3
5225,期间,3
5230,承载,3
5243,名副其实,3
5256,纠葛,3
5262,爽快,3
5282,时不时,3
5287,没法,3
5306,开篇,3
5320,金鱼,3
5321,层次,3
5330,羡慕,3
5332,教父,3
5343,酋长国,3
5349,猎人,3
5351,楊杏,3
5373,这类,3
5375,意识,3
5407,弧光,3
5412,寄生兽,3
5439,流浪,3
5443,限于,3
5444,坐在,3
5460,舞蹈,3
5506,主导,3
5525,说服力,3
5530,呢喃,3
5538,法师,3
5561,山寨,3
5563,不出,3
5588,军迷,3
5598,尚可,3
5626,无关,3
5675,片场,3
5683,插入,3
5684,平安,3
5700,技巧,3
5701,自行车,3
5710,多点,3
5749,宣发,3
5750,一代宗师,3
5768,绝妙,3
5784,仙,3
5789,承认,3
5791,放假,3
5808,咣,3
5854,方案,3
5871,硬是,3
5878,格调,3
5888,赞,3
5895,红,3
5919,痣,3
5924,想不通,3
5944,打动,3
5968,继续前进,3
5975,枪声,3
5976,加一星,3
5977,上位,3
5991,从容,3
5994,忘,3
6013,晕染,3
6033,不及格,3
6054,电影学院,3
6085,感到,3
6087,三,3
6088,近乎,3
6091,有意,3
6101,情仇,3
6102,消费,3
6107,泛滥,3
6109,巧思,3
6125,超,3
6129,李连杰,3
6136,初,3
6139,皮佳娜,3
6174,时代背景,3
6184,密码本,3
6185,卷入,3
6245,拷问,3
6251,学习,3
6258,穿着,3
6261,加持,3
6283,轮回,3
6323,极强,3
6325,低端,3
6340,受众,3
6345,学学,3
6349,新闻,3
6350,头,3
6354,明牌,3
6386,重,3
6464,小孩子,3
6468,顺便,3
6484,全在,3
6493,通缉令,3
6501,脑洞,3
6503,起点,3
6506,梁,3
6522,好听,3
6614,人文,3
6615,劲儿,3
6627,安心,3
6628,冗长,3
6654,悲伤,3
6665,坦然,3
6676,之心,3
6677,小瑜,3
6723,|,3
6729,节奏快,3
6736,漫画,3
6743,战片,3
6752,情節,3
6781,眼前,3
6791,气息,3
6799,银行,3
6801,杨秉佳,3
6817,慢鏡,3
6819,华语,3
6823,网大中算,3
6834,探索,3
6837,邪恶,3
6840,梦中,3
6865,张挺,3
6883,担当,3
6888,遁术,3
6892,变态,3
6944,惊悚,3
6977,周旋,3
6993,圈,3
7006,矫情,3
7059,怀疑,3
7061,不合逻辑,3
7062,般,3
7071,屏幕,3
7122,掌控,3
7138,王龙,3
7206,几分钟,3
7210,赛博,3
7230,恋爱,3
7235,难以忍受,3
7244,迎来,3
7251,三位,3
7264,男演员,3
7283,起到,3
7295,46,3
7317,男主角,3
7333,豪华,3
7349,构建,3
7358,邪,3
7368,拍到,3
7384,暗示,3
7388,杀戮,3
7413,快点,3
7418,刑侦,3
7421,频繁,3
7423,太拉跨,3
7439,两点,3
7484,人要,3
7494,美人,3
7509,手,3
7527,有限,3
7565,太久,3
7580,差评,3
7582,速度,3
7587,谷子,3
7603,一层,3
7611,听得,3
7614,真够,3
7617,扫黑,3
7640,达,3
7652,开拓,3
7711,承受,3
7765,输出,3
7767,唐朝,3
7776,本土,3
7782,素儿,3
7787,警局,3
7795,落,3
7854,不錯,3
7859,性格,3
7870,一看,3
7876,3D,3
7894,搏斗,3
7905,花钱,3
7910,60,3
7925,多遍,3
7930,揭晓,3
7953,梁朝,3
7957,零,3
7962,叹息,3
7988,纸醉金迷,3
8000,出身,3
8043,大段,3
8048,素质,3
8065,HKIFF,3
8080,唱,3
8103,不必要,3
8109,色彩,3
8111,翁导,3
8128,弹琴,3
8133,英勇,3
8145,镜,3
8166,姐姐,3
8183,吕乐,3
8209,漏洞百出,3
8255,百姓,3
8263,难受,3
8268,改变,3
8288,靠着,3
8289,top,3
8295,唐山,3
8309,亮,3
8310,炖,3
8318,克制,3
8339,抛开,3
8342,起伏,3
8345,权欲,3
8367,体会,3
8378,废物,3
8397,思考,3
8423,泪奔,3
8466,奇观,3
8477,办法,3
8486,附身,3
8495,自信,3
8512,重器,3
8579,这件,3
8581,北京,3
8587,五毛,3
8601,描述,3
8655,深藏,3
8656,網絡,3
8670,八十万,3
8674,讲得,3
8706,浮沉,3
8716,码头,3
8722,国家,3
8742,客串,3
8782,穿,3
8784,HK,3
8788,懒得,3
8878,旁边,3
8889,救命,3
8891,正妻,3
8892,还给,3
8899,西方,3
8900,在意,3
8903,行云流水,3
8910,市井,3
8913,拿到,3
8915,温情,3
8926,會,3
8929,面,3
8946,断裂,3
8947,影坛,3
9016,取景,3
9028,一本,3
9035,自然,3
9042,世上,3
9059,注重,3
9068,注定,3
9089,女孩,3
9092,扯淡,3
9124,恰到好处,3
9149,骨子里,3
9175,下一代,3
9181,重要性,3
9185,周星驰,3
9197,抵达,3
9201,程耳,3
9228,引用,3
9246,掩盖,3
9263,国之,3
9305,剧作,3
9319,港产,3
9338,娱乐,3
9352,广东,3
9384,遭,3
9387,着迷,3
9408,值,3
9455,精湛,3
9458,雷洛传,3
9498,升级,3
9512,杨杏演,3
9524,炸,3
9541,命,3
9542,很难,3
9559,两段,3
9593,酣畅淋漓,3
9599,区别,3
9605,演得,3
9636,混,3
9642,仓促,3
9653,回事,3
9705,脸上,3
9727,伸冤,3
9728,揪,3
9748,规律,3
9752,能量,3
9754,活着,3
9765,不功,3
9771,形容,3
9808,打出,3
9815,停留,3
9820,讽刺,3
9827,派,3
9884,平淡,3
9897,一秒,3
9908,呜呜,3
9917,那位,3
9918,前辈,3
9920,无畏,3
9928,感覺,3
9929,讲完,3
9933,五年,3
9953,童星,3
9969,道路,3
9970,浮夸,3
9977,半天,3
9987,灵魂,3
9993,信息量,3
10013,大队长,3
10016,满分,3
10022,客观,3
10029,太弱,3
10034,参考,3
10102,凑合,3
10119,拙劣,3
10135,忽视,3
10161,都市,3
18,连续剧,2
20,不留,2
24,會大賣,2
39,自嘲,2
43,容量,2
48,托,2
51,一步步,2
54,分给,2
56,眨,2
57,精雕细琢,2
66,火拼,2
68,搁,2
85,过家家,2
116,消失,2
117,制作方,2
118,交通线,2
121,懵,2
123,不合理,2
134,太难,2
139,人间,2
140,去掉,2
148,我学,2
162,十步,2
170,凹,2
180,視角,2
181,出声,2
215,平台,2
218,前线,2
225,情调,2
233,还成,2
235,卸甲,2
237,极,2
249,這哪是,2
250,线上,2
254,好歹,2
256,挂,2
260,差别,2
261,既视感,2
264,终止,2
266,冷兵器,2
270,通篇,2
273,恳请,2
280,现有,2
284,属实,2
292,念瑜,2
302,破坏,2
305,福,2
310,改观,2
311,割,2
314,迷,2
317,不红,2
326,清纯,2
334,遥远,2
347,癫狂,2
352,壮志凌云,2
355,一世,2
356,戏码,2
362,開始,2
387,热爱,2
406,调动,2
410,恋,2
413,100,2
425,气场,2
465,树底下,2
468,虚假,2
493,理论性,2
499,超棒,2
503,揭秘,2
519,均,2
523,研究,2
527,bgm,2
537,王位,2
548,鹏飞,2
552,寡淡,2
565,指导,2
572,坏,2
575,戏挺,2
580,死去,2
592,一刻不停,2
602,白眼,2
608,一封,2
615,集结,2
621,裤子,2
622,踢,2
627,软肋,2
653,当街卖,2
658,多钱,2
692,即可,2
693,偉,2
697,蘼,2
704,混亂,2
712,缺钱,2
715,忐忑不安,2
737,他俩,2
739,Wick,2
742,开机,2
752,一切都是,2
755,岭南,2
760,打女,2
779,没看,2
782,自以为是,2
790,买,2
795,一架,2
799,无论如何,2
801,地面,2
813,玻璃,2
816,不易,2
836,黑入,2
855,认可,2
857,讲个,2
860,讨公道,2
863,看不出,2
868,纠缠,2
869,条件,2
871,心爱,2
875,反贪,2
880,铭记,2
886,救救,2
887,法术,2
893,卡通,2
894,步步,2
896,分享,2
900,医师,2
902,广播,2
907,终须,2
908,幸好,2
914,快节奏,2
919,写成,2
920,试探,2
921,集体,2
924,摸不清,2
931,功与名,2
933,那麼,2
935,正点,2
954,妈呀,2
958,呼唤,2
962,防彈,2
964,充实,2
966,片尾曲,2
968,毒販,2
973,感兴趣,2
975,恰当,2
978,奈何,2
997,无奈,2
1005,斩帅,2
1024,极好,2
1030,浮城,2
1047,冷静,2
1050,输入,2
1053,新型,2
1054,亿,2
1057,词条,2
1058,之爱,2
1061,罗,2
1067,线索,2
1072,三千米,2
1077,缠斗,2
1087,幾次,2
1092,语,2
1106,刚看,2
1108,2013,2
1113,桃花,2
1119,這部,2
1128,感叹,2
1142,八卦,2
1143,续作,2
1158,沉浮,2
1168,救苦,2
1171,女王,2
1185,不失为,2
1196,盲打,2
1202,帅哥,2
1206,太像,2
1215,光辉,2
1219,纹,2
1225,剑雨,2
1233,锄强扶弱,2
1238,虚拟空间,2
1249,貌似,2
1255,调色,2
1261,大馆,2
1265,放眼,2
1267,一头雾水,2
1279,满脸,2
1291,盛唐,2
1314,要素,2
1321,酷刑,2
1325,以暴制暴,2
1336,英雄主义,2
1340,义,2
1347,拖时间,2
1352,比上,2
1356,难忘,2
1360,超长,2
1362,2022,2
1377,牛肉,2
1391,幾,2
1399,晚上,2
1400,可能性,2
1404,暗,2
1407,冒险,2
1413,屏,2
1414,执行,2
1418,匪夷所思,2
1422,概率,2
1429,没头没尾,2
1433,不可或缺,2
1434,激昂,2
1436,痴,2
1439,风筝,2
1445,懂得,2
1457,萍水相逢,2
1461,伤害,2
1469,棋子,2
1474,手中,2
1487,哔,2
1492,中等,2
1502,一对,2
1503,春刀,2
1506,恰是,2
1533,心酸,2
1535,神,2
1536,结婚,2
1537,终了,2
1538,短小精悍,2
1548,卿,2
1555,网大是,2
1557,难以相信,2
1565,波澜,2
1592,技,2
1597,出卖,2
1607,时空,2
1612,补充,2
1619,翻,2
1621,元化,2
1623,火龙,2
1624,集大成,2
1625,监制,2
1626,大女,2
1628,趣味,2
1636,带领,2
1637,西关,2
1645,脑花,2
1646,湊,2
1658,忍住,2
1659,诡异,2
1660,胶片,2
1664,妹妹,2
1665,家具,2
1666,王晶,2
1670,爆破,2
1678,笔墨,2
1679,九十年代,2
1683,侠士,2
1698,shock,2
1713,高管,2
1718,三次,2
1722,差劲,2
1725,一厢情愿,2
1745,純粹,2
1762,男凝,2
1765,风流,2
1767,PS2CG,2
1768,娱乐圈,2
1776,方言俚语,2
1778,敬业,2
1779,兩個,2
1781,失误,2
1783,女生,2
1786,服化道,2
1804,上天,2
1805,空戏,2
1808,燃酒,2
1814,口,2
1823,操控,2
1824,啥时候,2
1825,快餐,2
1829,演个,2
1832,鏡頭,2
1844,子弹,2
1851,满意,2
1861,一明,2
1863,边缘,2
1864,起飞,2
1871,邵氏,2
1881,减分,2
1887,美丽,2
1891,工程师,2
1914,楊杏飾,2
1926,讲话,2
1928,王法,2
1931,各式各样,2
1940,听说,2
1943,着墨,2
1945,上网,2
1963,江湖险恶,2
1966,着急,2
1974,平民,2
1982,堪比,2
1989,双面,2
1991,榜,2
1995,宏大,2
2006,酱油,2
2008,浓厚,2
2012,包装,2
2016,惧,2
2022,小弟,2
2023,置身于,2
2038,弓,2
2039,感恩,2
2050,吧唧,2
2053,车费,2
2064,无意,2
2066,对味,2
2070,脚,2
2086,忘不掉,2
2090,余韵,2
2133,剑拔弩张,2
2134,同类,2
2135,调侃,2
2136,善良,2
2147,正式,2
2156,留不住,2
2165,碰撞,2
2170,一周,2
2179,法,2
2183,办事,2
2197,没钱,2
2205,单一,2
2208,顺序,2
2224,参演,2
2271,走过,2
2278,皮囊,2
2283,老头,2
2292,立得,2
2293,中华,2
2296,拿命,2
2316,调教,2
2319,二人,2
2324,戏外,2
2335,做法,2
2339,差强人意,2
2349,底线,2
2361,恶,2
2366,全新,2
2377,格斗,2
2378,干脆,2
2385,改进,2
2393,變化,2
2404,毛,2
2426,武侠小说,2
2428,欢乐,2
2429,不适,2
2432,颜,2
2442,出事,2
2445,游离,2
2447,有戏,2
2449,下饭,2
2450,犯罪行为,2
2453,道教,2
2459,人去,2
2464,古天乐,2
2474,声光,2
2475,神经病,2
2481,揭示,2
2482,赚,2
2487,赖雅妍,2
2488,传人,2
2493,主打,2
2494,毛钱,2
2497,时辰,2
2498,影射,2
2522,不怒,2
2526,炒,2
2542,身后,2
2553,幻想,2
2555,万分,2
2561,插叙,2
2565,尿点,2
2566,就关,2
2572,警匪片,2
2573,故事片,2
2577,近,2
2583,黑暗,2
2584,不尬,2
2588,大乱斗,2
2593,cg,2
2605,服装,2
2619,两名,2
2628,超前,2
2638,怒火,2
2640,复苏,2
2642,出处,2
2644,持续,2
2645,乱序,2
2661,电影吧,2
2663,情人,2
2669,对不起,2
2671,视觉效果,2
2672,优酷,2
2673,内敛,2
2681,动人,2
2683,长进,2
2685,把柄,2
2692,首次,2
2695,宣传,2
2696,周慕云,2
2707,横跨,2
2711,狗,2
2714,数量,2
2721,慢动作,2
2724,爆棚,2
2729,当今,2
2737,两男主,2
2744,演活,2
2746,秦,2
2748,蛮有意思,2
2753,模版,2
2762,探究,2
2766,不用说,2
2772,疼,2
2773,爽感,2
2804,BGM,2
2813,唐版,2
2816,一战,2
2818,较大,2
2828,厕所,2
2830,语调,2
2838,加点,2
2841,铺陈,2
2845,绕,2
2860,片有,2
2871,去世,2
2876,荡气回肠,2
2884,大街,2
2892,深深,2
2893,略,2
2904,集,2
2907,地点,2
2908,心事,2
2909,水準,2
2913,指挥,2
2915,裁缝,2
2920,浪客剑心,2
2922,铤而走险,2
2935,对不上,2
2942,黑客技术,2
2959,办公室,2
2973,花絮,2
2978,读者,2
3002,各種,2
3008,夸,2
3012,几处,2
3031,春天,2
3054,映像,2
3061,咖位,2
3067,敌机,2
3069,問題,2
3083,北上,2
3097,hhh,2
3104,标签,2
3112,白牙,2
3120,真情流露,2
3131,刀尖,2
3139,位置,2
3163,演职员,2
3173,限度,2
3181,提前,2
3191,深得,2
3193,开到,2
3206,香江,2
3209,像样,2
3222,期望值,2
3232,渣,2
3247,明日,2
3270,预告片,2
3271,伪,2
3291,是非,2
3297,无情,2
3300,天花板,2
3308,爱奇艺,2
3310,95,2
3315,挺酷,2
3318,幕府,2
3338,当属,2
3343,美术组,2
3353,一道,2
3355,陈导,2
3361,愿,2
3375,豪情,2
3379,金钱,2
3381,人面桃花,2
3383,二次元,2
3384,太碎,2
3389,持枪,2
3391,反击,2
3394,指,2
3397,强国,2
3400,打乱,2
3402,国产电影,2
3414,一百件,2
3423,盛世,2
3428,一大,2
3447,流畅性,2
3450,摆烂,2
3452,舒服,2
3453,大胆,2
3462,改良,2
3469,2017,2
3472,国产片,2
3498,自主,2
3500,7,2
3504,救人,2
3519,摆,2
3531,這是,2
3532,調度,2
3535,媲美,2
3540,爱看,2
3542,打架,2
3547,這個,2
3548,过年,2
3551,改编,2
3553,灭门,2
3554,之味,2
3564,智力,2
3565,颇具,2
3567,炫酷,2
3568,暧昧,2
3569,无疑,2
3570,孙子,2
3573,陈伟霆演,2
3577,乱炖,2
3583,琐碎,2
3588,碗,2
3591,踏上,2
3604,拉低,2
3610,影视作品,2
3612,最恶,2
3625,成立,2
3633,一棵,2
3692,没到,2
3696,漢尼拔,2
3697,狼,2
3704,小队,2
3707,跳跃,2
3708,见识,2
3709,部门,2
3711,拆弹,2
3721,帅气,2
3723,猎奇,2
3730,澎湃,2
3732,深究,2
3736,精心设计,2
3740,标志性,2
3744,凸显,2
3755,漫天,2
3761,好人,2
3773,港味,2
3782,羔羊,2
3786,来历,2
3787,四个,2
3792,鼓点,2
3793,怪怪的,2
3797,纸巾,2
3802,外,2
3806,情侣,2
3819,模特,2
3825,小学,2
3833,面前,2
3834,放大镜,2
3837,解除,2
3843,拼命,2
3859,卧底,2
3864,知识,2
3875,实际上,2
3898,几条,2
3918,血浆,2
3920,扎,2
3926,遭遇,2
3930,航空事业,2
3946,以网,2
3949,肆意,2
3970,带有,2
3980,枪斗术,2
3985,扁平,2
3991,源自,2
3996,爽剧,2
4002,辱骂,2
4010,主动,2
4021,眼光,2
4029,联盟,2
4041,目标,2
4048,打击,2
4052,偶然,2
4053,M200,2
4059,女主笑,2
4065,虫子,2
4067,百年,2
4078,兵器,2
4081,没头没脑,2
4095,饱满,2
4100,无双,2
4108,4.5,2
4109,判官,2
4110,好几场,2
4111,短板,2
4123,天才,2
4133,分歧,2
4135,哪有,2
4138,过渡,2
4156,wkw,2
4165,忘不了,2
4166,频道,2
4168,暴击,2
4174,微弱,2
4188,几下,2
4206,友好,2
4208,界限,2
4223,黑客攻击,2
4224,能耐,2
4226,记住,2
4240,光明,2
4244,武戏,2
4251,重现,2
4253,拔高,2
4260,大牌,2
4272,劣质,2
4276,莫过于,2
4277,领导,2
4279,迷妹,2
4282,原,2
4286,获取,2
4303,鸡皮疙瘩,2
4340,弥漫,2
4341,群像,2
4358,眼都,2
4362,太满,2
4366,兴趣,2
4368,很稳,2
4373,分支,2
4374,很强,2
4375,菜,2
4379,落泪,2
4384,价值,2
4385,研发,2
4398,怎么回事,2
4403,一波,2
4404,夹杂,2
4405,感動,2
4406,曾經,2
4407,5.5,2
4409,美轮美奂,2
4415,進大銀幕,2
4418,音,2
4424,封神,2
4427,戏剧,2
4428,忧郁,2
4439,西部,2
4444,不美,2
4446,沈默,2
4458,疯女人,2
4461,可言,2
4462,真是太,2
4465,讲好,2
4466,非凡,2
4475,专业人士,2
4482,犀利,2
4485,女主是,2
4502,病床,2
4504,计划,2
4509,拿手,2
4513,发动机,2
4516,拼贴,2
4517,鸦片,2
4519,倾向,2
4521,刺杀,2
4522,脖子,2
4525,美好,2
4527,仅,2
4531,完满,2
4534,烧脑,2
4544,门槛,2
4545,止不住,2
4560,身临其境,2
4569,加长版,2
4576,打倒,2
4585,口音,2
4597,2202,2
4599,女主用,2
4612,女能,2
4625,对准,2
4628,好些,2
4633,一脸,2
4638,盗梦,2
4640,讨个,2
4652,照顾,2
4686,利益,2
4690,一笔带过,2
4704,摔死,2
4715,头疼,2
4720,留在,2
4724,姑娘,2
4725,员工,2
4754,项目,2
4757,片酬,2
4762,打碎,2
4778,自如,2
4782,便是,2
4792,无法忍受,2
4794,這,2
4802,百合,2
4813,点开,2
4827,弱鸡,2
4832,侠客行,2
4839,甚多,2
4841,米,2
4842,沙雕,2
4847,很快,2
4859,hk,2
4861,喘息,2
4868,密集,2
4870,争夺,2
4900,改編成,2
4905,仔和赛,2
4912,影星,2
4915,相,2
4924,经典电影,2
4933,最差,2
4934,听不懂,2
4949,好于,2
4956,方唱,2
4975,啵,2
4978,烟火,2
4994,科幻片,2
4995,烈士,2
5007,扮演,2
5009,旗袍,2
5011,荼,2
5026,爭奪戰,2
5029,截然不同,2
5030,轰掉,2
5031,细,2
5037,一部分,2
5041,硬朗,2
5050,友邻,2
5053,置景,2
5058,疲劳,2
5060,推手,2
5061,两条,2
5065,惊鸿一瞥,2
5067,无效,2
5070,会演,2
5073,倍速,2
5085,罢,2
5115,颓势,2
5124,太丑,2
5125,画蛇添足,2
5129,无需,2
5143,火,2
5144,偉仔,2
5147,全国,2
5154,武艺,2
5157,摊开,2
5159,机位,2
5163,不值,2
5168,争吵,2
5173,女仆,2
5175,片里,2
5177,过大,2
5180,抗战,2
5181,共产党,2
5184,读懂,2
5198,拍下去,2
5201,金像奖,2
5204,半程,2
5212,迷雾,2
5213,菀,2
5221,工整,2
5226,夫妇,2
5231,溫柔,2
5241,不太好,2
5245,很漂亮,2
5246,警探,2
5272,火刀,2
5277,这份,2
5279,年龄段,2
5288,王國,2
5292,体能,2
5298,爆发,2
5299,尾,2
5300,越来越少,2
5308,服道化,2
5309,国庆,2
5311,构思,2
5313,心态,2
5344,好爽,2
5348,車里,2
5350,越往后,2
5353,我要,2
5357,各有,2
5360,意志,2
5366,伟霆,2
5370,终将,2
5378,请立,2
5381,生搬,2
5390,毫不犹豫,2
5391,将军,2
5401,一厢,2
5410,值回,2
5413,预想,2
5415,真切,2
5423,贪污,2
5425,早已,2
5434,赶紧,2
5436,罪案,2
5440,档次,2
5456,战后,2
5461,拾掇,2
5469,包场,2
5480,友情,2
5481,篇,2
5485,散乱,2
5495,巨制,2
5503,肚子,2
5509,好似,2
5535,幼稚,2
5540,巅峰,2
5541,1.5,2
5543,名句,2
5545,算不上,2
5552,衍生,2
5580,武指,2
5581,老套路,2
5584,破碎,2
5589,要说,2
5596,妈,2
5597,高分,2
5599,杏,2
5600,无常,2
5602,命途,2
5609,无知,2
5631,无所不能,2
5634,引入,2
5641,折磨,2
5650,出轨,2
5653,拍来,2
5655,而生,2
5665,说不上,2
5676,七,2
5679,光污染,2
5681,前世,2
5686,祭天,2
5690,前提,2
5692,一处,2
5694,凛冽,2
5719,徐,2
5723,揍,2
5726,对大,2
5732,感怀,2
5733,☆,2
5736,情愫,2
5742,后脑勺,2
5746,太短,2
5751,play,2
5752,三角,2
5762,脑补,2
5769,所有人,2
5773,美術,2
5779,外壳,2
5795,还特,2
5802,最深,2
5809,最烂,2
5814,笔画,2
5820,最稳,2
5825,偿命,2
5842,生命线,2
5844,负责,2
5847,术语,2
5874,共情,2
5877,战士,2
5882,呈现出,2
5883,只为,2
5896,善恶,2
5899,btw,2
5914,单独,2
5915,原始,2
5916,语音,2
5930,屏住,2
5951,結果,2
5955,间谍,2
5965,打破,2
5971,地球,2
5978,标记,2
5982,带上,2
5998,La,2
6001,32,2
6023,化作,2
6032,品级,2
6036,画风,2
6037,诶,2
6041,回味,2
6042,恐怖片,2
6043,众,2
6046,拉过来,2
6053,剪影,2
6062,时才,2
6074,对手,2
6086,XX,2
6095,超燃,2
6105,接触,2
6108,觉醒,2
6110,样,2
6114,集裝箱,2
6118,艾达王,2
6123,前有,2
6128,直白,2
6132,看门狗,2
6137,欠,2
6138,信,2
6140,踩,2
6149,此类,2
6159,有望,2
6161,观望,2
6169,成乙,2
6179,喷,2
6182,喜感,2
6183,敏感,2
6190,風格化,2
6194,淡去,2
6197,中段,2
