用户名,评论时间,评论内容,评分,赞同数
Jothea,2022-03-17 23:15:47,按我的思路……在知道与别人脑波共振第一天我就会请假去德国找他玩……我们不浪费时间,20,1
岳流蠡,2022-05-21 16:43:17,这部电影也太烂了，扯到离谱，剧情不合理实在没啥好的，白瞎了男女主,10,0
无为而治,2022-03-19 12:08:02,两个不认识的演员，男主没啥表情呀。话说，大家之前还嫌弃国产爱情电影，看看情人节特供的几部所谓“爱情”，别说剧情了，连颜值都🈚。😨中间一小段，欢喜冤家还行吧，也没拍得多好。完全get不到相爱，只有一头雾水的莫名其妙！,10,1
忆,2022-05-10 13:40:12,很土的梗，但我就是喜欢温馨暖心有爱的影片，不需要智商，只要看着笑了就可以了,30,0
榜邦玻璃,2022-06-07 02:01:10,只要施柏宇的眼神声音下颌线一如往昔，我的迷恋就不变。他嘴角若有似无的笑意真是迷人。两个人还蛮有CP感的，花絮里的打打闹闹反而最甜。// 看到最后总算明白了什么叫强行HE，仿佛写稿子写到最后懒得思考逻辑，强行升华主题迅速结尾，OVER.,30,0
正义B胜,2022-02-14 11:32:43,剧情、表演乃至技术层面全是灾难级的。咱就这么骗吧，三四五线观众觉醒的只会更快。,10,35
你个小东西,2022-05-06 22:54:29,女主开会洗澡那点真的笑到抽抽，男二说喜欢女主听话懂事时，突然觉得那俩词变成贬义词了...,40,1
FFF,2022-02-14 19:36:17,"情人节陪看，好久没看到这么狗血的电影..      
                                           ——2022.2.14",20,9
锡熙,2022-04-15 18:54:42,不予置评,20,0
Nefelibata,2022-05-14 12:40:51,嗯，等缘分和命运安排吧,30,0
molo825,2022-02-19 22:18:24,真难看，浪费时间,10,2
番茄炒蛋不加蛋,2022-02-15 22:43:21,为了消磨时间看的，还好。男女主是青春的，女主的台词时行时不行。男女主的感情升温还差一点点。男二出场有尬到我，女主对pua男那一巴掌好爽啊，好感增加,30,0
庞尼西,2022-09-11 19:48:23,奇幻的设定 ，却出了个极度无聊的故事，男女两人之间真的毫无火花。,10,1
剀凯恺,2022-02-14 10:07:31,倒也还行吧，这部电影的高明之处在于几乎不用考虑男女主的档期问题😅,40,56
短腿不利起飞,2022-03-21 05:49:25,可能也就焦迈奇演重病不起的时候觉得挺好，高昂的骗婚gay感也太强了吧！,10,2
海的女儿,2022-04-03 01:36:54,是我的问题，对这片子有误解，看到施柏宇以为是想见你的番外…… 前半段到弹钢琴都挺好笑的，不说我还以为是B站上网友自制的,10,0
三石一声,2022-02-14 22:12:46,一颗星给焦迈奇的插曲《今天也想见到你》；另一颗星给老干妈配吐司的吃法，有点意思。其他所有角色都没在说人话，影院的人全程都当喜剧片在看的，看笑话一样看一部小甜电影？我司楼下的取景真多啊～见笑了。,20,7
禁止犯蠢小螂君,2022-03-19 22:20:09,期待挺久，还是失望了。剧情漏洞太多，对不起演员演技，一看就是应景赚情人节票钱。里面几首英文歌都还不错。周依然很可，有类似周冬雨的灵气；施柏宇普普通通，擅长的戏路。,30,0
嘛哩嘛哩呗呗塔,2022-03-26 14:12:22,NO.2270：1h34m腾讯视频，题材像你的名字，不过三年就咸鱼翻身了也就小说影视里能做到。,30,0
Ukulele,2022-03-18 13:45:15,男女主角养眼，有灵气。剧本过关，台词很舒服。文艺小清新爱情片合格！,40,0
Mr.Candy,2022-03-18 20:00:11,设定还有点意思，一开始调子也拍得轻松愉快。后面展开就有点难看，给我看睡着了，一直睡到女主去德国哐哐敲门给我敲醒。这种片子，怎么说呢，凭良心这种咱也不能说是大烂片，但看了总归让人不太得劲儿吧。男女主都没长在我审美上。,20,1
解忧公主,2023-05-07 16:32:13,飞机上看觉得好甜好可爱,30,0
小雀斑,2022-02-14 21:27:18,哈哈哈哈 挺奇幻 挺中二,30,1
舒农,2022-02-15 17:20:05,诡异到我以为男主和他那个昏迷的朋友才是一对，女主角好想去他的世界爱他其实是想开了之后笑着哭做同妻。,20,5
陈精病,2022-03-16 16:45:55,剧情简单到爆炸，女主从穿高跟鞋开始就变得非常非常非常蠢，并且有非常严重的被虐倾向，大力娇滤镜也拯救不了。,20,1
海淀影评媛,2022-04-24 20:44:11,剧作可圈可点，导表拉胯。,20,0
Yummy的喵,2022-03-20 22:49:57,剧本烂，导演烂，演技也烂，男女主同框不超过五分钟，整个片子没一处能夸出口的。国产电影还能有出彩的爱情片吗？,10,1
ZhangC.C.,2022-07-18 19:44:29,不应该啊，这片至少6分啊，he的结局不好吗。,30,0
爱电影嗜写影评,2022-02-14 22:08:54,还不错吧，可能因为先看了半小时十年一品温如言，至少这部镜头语言是电影版的，有用心思的诚意作品。,30,5
橘子汽水,2022-03-22 10:42:49,故事要接地气，而不是接地府，总在爱情剧本里，搞一些奇幻的设定是让人不解的，写个老老实实的剧本这么难吗。,20,0
噬元兽,2022-03-29 18:55:58,结尾有'向左走向右走'那个味道了,30,1
春风十里不如你,2022-03-22 21:18:56,有的时候也很佩服像这部电影这样的国产爱情片的导演，他们就算是照着7.6分的原版电影拍，也能去其精华，留下并放大所有的缺点，弄出这么个东西，佩服佩服。,20,0
人気小圆头🔒,2022-03-16 23:36:33,确实也就是好一点的网大。,20,1
妖精的妄想,2023-03-03 05:01:38,想见你小分队单飞爱情摆烂片第三部，强行自我感动,10,0
小蔡蔡最棒,2022-02-15 23:44:50,虽然我喜欢施柏宇，但是这还是情人节烂片大礼包之三,10,4
ZHC,2022-03-25 13:40:23,？,10,0
无事小神仙,2022-03-16 21:12:15,？？？？？？,10,2
cDeFgAb_,2022-11-22 22:26:54,平平无奇,30,0
黄杉,2022-04-01 21:33:32,这确实不算一部高分电影，但，我还是打了～,40,0
明光暗影,2022-02-15 11:04:53,"带有奇幻色彩的轻喜剧爱情片，影片除了立意概念的设定有一定想象空间之外，选角、表演、叙事逻辑等都乏善可陈。

片中的奇幻设定是，两个相隔千里的男女，因意外事故而脑电波相通，然后就通感了。片中的浪漫及喜剧笑料均出自此，既是欢喜冤家又相互牵制

、相互慰藉。然而，这一点点有意思的部分也是拾人牙慧，2014年的美国电影《你眼中的世界》就早已演绎过了。然而，该片已经是今年情人节档猫淘平台分数最高的一部新片了。。。",20,6
琼斯黄,2022-02-14 18:03:12,第一，据说片方没有买版权。第二，结尾的阿尔卑斯山感觉是PS的。但是没关系，这片子配抖音用户，天作之合。,10,12
Harvey0077,2022-04-24 20:42:42,我打五星。因为，女主跟她长得好像啊啊啊啊啊啊啊啊啊啊。,50,0
南山南酱,2023-02-10 17:09:09,照顾植物人好友+男主的“小说”（A4纸打出来订一起那种）怎么就到女主手里了，除了这俩，挺可爱的一个小爱情片~,30,0
Selene,2022-03-09 17:59:21,🆘  降智程度是忍不住在电影院就要吐槽的程度 PS 导演真的当观众和男女主一起摔傻了吗？这是电影！不是周播剧！不用一直播重复画面让观众回忆起刚才发生了什么……🆘,10,1
胡晓晨,2022-02-14 14:49:42,受够了这种无脑国产片的弱智剧情了。,20,16
404,2022-03-23 17:25:09,其实设定还行...,20,0
-,2022-02-20 14:29:45,2022.2.17 和朋友一起去看的，比較輕鬆無腦，女主還行，男主我恨你是塊木頭,20,1
晴耕雨读,2022-03-21 23:46:17,前半段相当有趣，后面不行。,30,0
赵奕陶,2022-02-15 10:25:40,最大的BUG难道不是一个人睡着的时候另一个人也应该睡着吗，那还怎么工作，一直睡觉好了,30,3
魏天庭,2022-06-11 22:14:17,类似的电影有《你的名字。》和《你眼中的世界》，只不过这部电影和这另外的两部相比，实在是水平悬殊，有金玉在前，这部电影就显得败絮其中了。故事没讲好，演员也差点意思，周依然做女主，还是没能压住全场，最后的结尾倒是实现了爱情的理想化，成为了加分项。,30,0
玉桴,2022-03-17 19:36:45,都是套路,30,0
老孙,2022-03-17 19:44:05,"烂片上线快？ 
看完了，确实很白开水，比毛晓彤那部有点味道，但也不咋地",10,1
孤独的根号三,2022-03-16 16:27:24,你们自我感觉良好就好，尬！,20,1
PearPlus,2022-03-30 23:42:35,"2022.3.30（3⭐）如果是be，我给再打一星~",30,0
自然醒,2022-06-21 22:48:46,打发时间挺不错的，男女主错过的那段真是集狗血之大成,30,0
Smile&Kevin,2022-03-21 01:29:50,挺有趣的电影,40,0
园丁马小甲,2022-03-17 15:16:45,负分。,10,1
肥界,2022-03-19 08:41:42,女主人设真的不大行，看了一半看不下去，本来剧情设定挺有意思的，但是却奇怪的没有氛围感。,10,2
普莉恩皮察雅,2022-04-16 14:32:46,抱着4分的期待看的，满足期待。女主戴手套那里还有、、感动,20,0
赤椰,2022-04-01 20:35:32,前面那段还蛮好笑的。后面我忽略了。主要是去看施柏宇，结果发现化了妆。,20,0
