用户名,评论时间,评论内容,评分,赞同数
Child1sh_Benny,2023-04-29 13:31:16,本来看的《检察风云》，结果电影院放成这部了😂影厅里就我们三个人，其中一个性子最冲动的急忙找检票员反馈情况，后来看完《检察风云》他都后悔死了，说应该装不知道继续看下去😂,-t,2
雪女,2023-05-03 14:01:10,阿瑟只要一躺在床上，他的床照就会映入我的脑海😳,30,4
肆捕像,2023-04-28 21:08:08,我觉得这个故事的特别之处就在于它把时间穿越与爱情故事完美结合了起来，向我们诉说着一个动人的爱情故事,40,3
特立独行车厘子,2023-04-28 21:50:13,看的国产爱情片不多，挺不错的,50,5
viwl,2023-04-28 22:10:49,路演看的 一坨答辩 毫无演技毫无剧情 意料之中 快睡着了。只有主角的脸打两星,20,15
🌈大灵铲屎官,2023-04-29 12:29:07,塌房流量（劣迹艺人）因为有个“好爹”就可以为所欲为吗？！呸！！！,10,7
你猜我是谁,2023-04-29 09:42:44,谷雨轩韩书妍吵架的那一段好真实，我都瞬间带入了，还好结局是圆满的。,40,10
momo(幂幂),2023-04-28 18:50:56,很好看，很感人的故事。爱可以克服一切，同时也告诉我们珍惜眼前人，珍惜在一起的每一天，要快乐幸福地度过,50,59
安和桥伴奏,2023-04-29 08:47:04,故事的结局是很难改变的，听说初雪的时候爱你的人就会出现，跨过那一天之后的蛋糕店再相遇宿命感真的太强了吧,40,3
豆丁,2023-05-02 09:58:39,没新意没看点。,10,16
南开区演员黄渤,2023-04-29 09:48:30,男女主是真没演技，赵小棠有点模仿杨采钰的味道。,10,24
ITZY-申留真,2023-04-28 19:42:50,本来不看好的，结果看了之后期待值一下拉满了！不得不说男女主真的好搭啊，阿瑟的演技进步好多，男女主的选角超级满足我这个颜狗！感觉剧本还蛮不错的，真的超出我的预期！陈飞宇真的很帅,50,37
Narcissus,2023-05-05 16:13:22,算是近期看过不错的爱情电影了，剧情上是有瑕疵，但是男女主演完成得很好，可以加回来一点分数。。,40,2
牙齿冒汗,2023-05-01 14:32:46,做作,10,3
反感南朝鲜,2023-04-30 09:11:13,要是有关部门的审核方向变为重点审核演员的社会道德和人品，那国内的电影档次就会上升了，小鬼子的演艺圈这方面就做得挺好的，像出轨，约炮这种渣子就没那么好的待遇,10,12
明明_Andy,2023-05-07 14:32:42,演员永远还是作品说话吧，陈飞宇这个演技在新生代里算很不错了,40,1
lltzahd,2023-04-29 11:54:46,配乐还蛮好听的，钢琴+大提琴的搭配上让整个电影的基调就保持在爱情片那种有点悲情故事的基础水准上了，刚开始还觉得儿时的台词会让人有点出戏，小孩子那么小就在期待“爱你的人”，后来才知道谷雨轩小时候的期待其实是爱你和疼你的家人，长大后的这份期待则是对书妍的期待，在每次吹灭蜡烛后希望出现的是本来以为能陪自己度过余生幸福的那个人，陈飞宇和周也在里面表现也可圈可点，在故事足够扎实和演员表现力足够的基础上是值得去看的一部爱情片。,40,8
烧饼加鸡蛋♀,2023-05-01 18:15:14,很赞,40,3
麻婆逗妇??,2023-04-28 22:16:20,男女主人均MTV的演技水平，是怎么生拉硬凑演CP的？！陈飞宇基本全程一张毫无表情的脸，连收音都不是现场收音，而是后制，配音也依然不带一丝丝感情。周也演技忽高忽低，没有对手戏的时候她的演技还勉强过关，一到情侣戏份，肉眼可见的这两人，生分得很，到底是有多避讳、多膈应对方啊？要多尬有多尬。还有孙天宇，自从塌楼之后，看他真的一个字--油！,20,12
魔化大蹄子,2023-04-30 21:40:11,重生之拯救爱人大作战。前面剪辑有点碎，陷入时空循环就开始好看起来了，还挺紧张的，被安利了嗜好，配上剧情很感人催泪,50,2
青橘,2023-04-29 13:45:16,喜欢影片自然、放松的氛围，忍不住姨母笑，甜甜地跟着磕糖,40,3
Lucifer,2023-04-29 21:30:48,前一小时，就是走剧情，有点狗血也有点无聊，后20分钟超级感动。女主跪地点燃蜡烛的一刹那真的震撼到我了。这电影有点循环穿越的意思在的，总体不错,50,7
So,2023-04-29 11:30:16,谷雨轩说：“如果可以，我希望时间永远都停留在最美好的时候，永远都不变。”这可能是每一个人的心愿。,40,3
青苹果,2023-04-28 19:37:00,"前15分钟的剧情老套到让我放弃了，因为赶着看其他。。。
不过男女主有夫妻相，有点星二代选妃记",20,8
居里夫人的布丁,2023-05-07 14:37:17,最后谷雨轩在蛋糕店里出现的一瞬间真的很想哭…阿瑟考虑一下多多接掉悲情男主的本子，很适合你,40,1
Crush,2023-04-29 09:32:06,演员表演不错，阿瑟的台词真的是好啊，声音也很苏，在电影院的音效下听起来更苏了……,40,5
晚焰,2023-04-29 09:31:40,杨丞琳和颜人中的歌，很容易就让人潸然泪下，感动于爱情的甜蜜美好。有一说一导演的ost选的是真的很好,40,4
逆天少帅,2023-04-29 09:21:31,还没有告白的人赶紧表白，去电影院感受这部片子吧，电影超出我的预期很多很多，纯爱战士冲,40,3
