用户名,评论时间,评论内容,评分,赞同数
荡麦,2022-05-29 15:28:32,如果我花钱进电影院看了这部电影，会后悔30天…当弹幕里都在说看哭了好真实的时候，我擦了擦因为太困留下的眼泪,10,3
醉梦·聊生,2022-06-05 14:24:05,爱让距离失效，影片却展示了各种因为距离拉长而造成的心慌意乱，异地恋太苦，熬过异地恋的人屈指可数，不在对方身边，就算视频、信息不停歇，也无法涵盖对方默默的艰辛付出，而克服异地恋的方法，只有让步，但没有距离的爱也并不让人心安。,20,1
Pacy,2022-08-07 13:00:58,我也是真的讨厌,20,1
烈焰红唇龙,2022-06-08 12:38:30,工业糖精，含糖量高，写实度差。,20,3
里昂,2022-06-07 11:12:06,装腔作势，忸怩作态，一言不合就拍mv，浓浓的咖喱味儿!除了打情骂俏就是视奸别人微博，没别的事干了，矫情到每一秒都如坐针毡。,10,8
果冻儿,2022-06-03 18:04:19,好沙雕一诗朗诵，为什么又用这些东西洗钱啊我出离愤怒了……,10,8
风过千山,2022-05-03 00:36:54,老爷们是真的痛恨烂片装逼！,10,22
男娼起义,2022-06-03 20:40:17,分别总在雍和宫~所以总是加班的光线总部才是异地恋源头。,20,1
Chocooc,2022-05-29 01:19:00,我真的栓q，电影开头就开始翻白眼了🙄️,10,3
尘飞扬,2022-06-01 12:00:53,这部爱情片根本不懂异地恋,10,1
橙橙心心,2022-05-03 13:59:25,难看，睡着了,10,8
unidolphie,2022-05-31 21:44:41,谈了四年异地，和男朋友一起看的。尬是有点，但一点没觉得烂，中间高呼7364836次“真实”。甚至羡慕他们的恋爱发生在前疫情时代，得个阑尾炎对方就能从波士顿空降到病床前，这年头等到他隔离完我刀口都恢复了。最后片尾放许多真实异地影像真的绷不住，异地恋的大家都好好坚持下去好吗，让苍天知道我不认输！,30,0
眩晕菇,2022-05-02 20:05:51,如果不是两张票96.8元，我会考虑给两颗星😔,10,17
小小小小宇宙,2022-04-29 20:32:20,三观正，不拖沓，无狗血，积极向上。,50,19
娱乐圈梗姐,2022-06-18 22:20:53,异地恋谈的让我窒息，但是也挺真实的。,20,0
Si月,2022-05-03 13:46:01,任敏说是真的只适合苦大仇深的戏，演技太做作。周雨彤演不了任何情绪激烈的戏，脚趾抠地,10,16
千岍,2023-04-06 22:32:45,我也谈过异地恋，可是对方没有许嘉树这么好,30,0
大表哥,2022-04-30 14:38:41,作为一部描写异地恋的电影，片子中展现的情况太真实了，担心手机没电失联，云看电影，偷窥对方的社交动态等等，相信经历过这些生活细节的人们应该都深有感触。其实不光是异地恋，现在的快节奏生活往往让在同一个城市的恋人也只能周末才能见上一面，所以片中展示的各种困境也是现实中的每个人要学会如何去消化面对的。另外在现在这个大环境下，对于异地恋来讲见上彼此一面会更加的困难，本片会让那些还在苦苦支撑的恋人们相信黑暗终将过去黎明就在眼前，就算找不到战胜距离的方法，那就用爱找到与距离和解的方式，毕竟比起可怕的疫情和无尽的隔离封锁，我更害怕的是永远失去你。,40,5
连城易脆,2022-06-03 19:13:55,分几个部分分别讨论下：①本身因为有过异地恋的经验，所以片中开头一些展示异地恋的情节会有所感触，还是挺熟悉的，一些傻事情也都做过，所以看的过程中多少会有一些代入。②国产爱情片之所以成为烂片重灾区，就在于被彻底局限在青春校园疼痛这个类型里，像《爱情神话》这类太少了。然后这部电影的布光实在是有点夸张，也太假了，以及我并不能get到所谓任敏的演技，反而周雨彤让我觉得好点儿，李孝谦最好不要局限在这类电影里。但是不得不说青春光线对于这种电影真的驾轻就熟，已经做到了流水线量产了。③从市场档期来讲，截止今天已经1.63亿票房，非常高了，而且成为今年劳动节档期的支柱性电影，吃到了红利，在别人撤档的情况下愿意坚守是很正确的决策，我还专门撰文分析了一下当时的情况。最后，还是想说，两个人如果真想在一起，距离真不是问题。,20,4
Rex,2022-05-30 08:31:15,开篇十分钟就把工业糖精、流水线式青春疼痛片的本质暴露无遗，无论剧情还是演技都虚假浮夸，任敏自从在《演员请就位》上被捧杀之后，接片质量如预料般直线下坠,10,3
折翼的蝴蝶,2022-05-06 21:43:09,起承转合就真的平淡了一些。摄影是美的，配乐运用得恰当好处。结尾赵一一和许嘉树晚上散步运用的OST刚好烘托出“不想分开但不得不暂时分开”的氛围。任敏变得更漂亮了，周雨彤美得我心动。,30,1
徐一白,2022-05-03 00:43:15,很久没看过烂的那么彻底的片子，服气。唯一感觉到还有点共情的，就是那句：我们在一起的每一秒都在倒计时，还有一大叠厚厚的车票里面有蓝色的有红色的，还有那些受伤心累的瞬间希望他在身边。曾经谈了8年的异地恋，再也不会选择异地了。,10,19
困在坚果壳里,2022-05-01 11:40:30,咱就是说……不会起名可以不起,10,25
圆脸正义,2022-04-29 22:51:08,电影的名字就是我的心声，我也非常非常讨厌异地恋，可以说是我压根不想接受。但异地恋这种事情也被迫出现在过我的生活里，真的很羡慕年轻人的感情，就算异地也能坚持着爱下去。现实中的我，就算在身边都懒得去解释更何况是异地恋了。如果异地恋那么久还没分开的话，那就一定要真心。不是有那么一句话“熬过了异地，我们就是一辈子”么。,40,1
Keith Lee,2022-05-22 11:38:38,我是真的讨厌大陆的这些屎都不如的片！,10,4
查不理兔,2022-04-30 11:57:21,有很多东西能削减爱意，最难捱的是远距离，正如毕淑敏说的那样，“爱的脚力不健，怕远。”距离赐予的相对自由，也就成了爱情的磨石；猜忌，迟疑，怕爱欲冷却，怕良人变心。万幸在电影中，我看到了爱情的坚韧，原来，勇敢的人总会得到嘉奖。远也好，慢也好，步子小也好，只要在向对方奔赴，就很好。,40,2
金豌豆,2022-05-29 20:06:34,啊这 女主角的夹子音还有笑起来的僵脸，到底是什么让两个人坚持下来，看不到爱情，这种东西真的有必要拍成电影吗？,20,3
Spy Liu🌈,2022-11-06 01:06:25,光线每年孜孜不倦地制作各种烂俗的偶像爱情片,10,1
微果儿,2022-06-03 11:14:52,各部门挺踏实的。,30,0
发呆中,2022-09-28 07:02:25,毫无情绪起伏的流水线爱情片+1。求求任敏别再接这种戏了，我都替你PTSD。两位主角颜值都属于中上等，放普通人堆里算是高颜值，但放在电影里，没有特别亮眼的感觉。解说都没动力看完。,20,1
吸橙,2022-05-28 18:01:51,拍了又好像没拍的电影，电影里的情侣仿佛都不能好好沟通,20,1
金玉宝,2022-04-30 00:48:01,完全是冲着这个电影名字去看了这部电影的。是的，世界那么大，谁的记忆深处还没有个远在千里之外牵肠挂肚的人呢？那时候我们都还很年轻，就像许嘉树和赵一一那么年轻，敢于面对异地恋的无可奈何，努力往对方身边奔赴。后来我们长大了，这个世界也变了，唯有单身不变，介绍的看不上，身边的没兴趣，缺少运气一见钟情，不够条件日久生情……夜深人静的时候想一想，还不如当初勇敢一些，不说放弃，不怕距离，一步一步走向人们期许的结局。,40,2
空条奈奈,2022-05-08 12:59:10,看了15分钟就不行了，电影院玩手机又很伤眼睛。女主声音好像杨幂受不了……唯一的好感，不撤档。,10,10
Bionic Bear,2022-04-30 09:30:15,赵一一和许嘉树在片中也都在因为异地恋而面对自身内部和外部环境的对峙，从而把这个有点沉重的话题通过日常的故事讲出来，全片不夸张不狗血不做作，却又会让观众感觉细腻动人，在目前的青春电影赛道中就已经名列前茅了。全片的文本呈现出的思考也是当代青年男女爱情的一种缩影，通过对赵一一和许嘉树这对从高中就“互相表白”，却又因为一道选择题而让他们到了不同的城市的青年故事的描写，对不得不面对如何将异地恋持续下去的这种孤苦命题的采撷，以超然的事外却又身陷其中的视角铺排了相当完整的故事。同事它又具备当代的切入点，各种即时通讯软件，微信，QQ；各种颜文字，表情包；各种网络梗，冷笑话段子；这些真的能代替的了恋人日常相处中的生活气息和烟火味么？在即时通讯聊天背后的每一次猜忌和焦虑都不仅让观众心碎。,40,3
废话大王-,2022-05-30 13:37:12,"演技都可以，但是剧情也是真的矫情。

从头到尾最喜欢的大概是这部电影的名字。因为异地异国都经历过，所以也很懂那种感觉，就好像是在和一个虚拟的人物谈恋爱，也是真的难熬，希望可以不再经历异地恋了。真的饶了我吧。",20,1
霍儿登达,2022-06-04 22:14:12,😱😱😱 《悲伤逆流成河》里攒起来的一点点好感全给败光了！,20,2
巨星泡饭,2022-05-13 19:15:30,这个任敏是谁在捧？怎么能演了那么多同类型青春电影，最近随机走进影院都看到两部了。男主角我还以为是邓伦呢。就适合20岁左右的小年轻谈恋爱来看，我一把年纪实在看不进去，好幼稚。闺蜜情yyds，好喜欢芋头姐啊～看到一半走了,20,7
虚胖,2022-05-02 12:10:16,木头都比这几个男的会演,10,16
梦里诗书,2022-05-11 14:58:47,《我是真的讨厌异地恋》这一片名便足以含纳电影剧情的全部，然而就是在这样一个尤为需要情绪化作为支撑的电影中，其所展现的情感更多是尴尬做作。当电影丧失了真实的奠基，只是依靠不接地气的谈情说爱试图来感染观众，殊不知虚假的美好如隔靴搔痒，既不感人也难动情。,10,5
宋小卡,2022-06-05 21:14:32,这种电影也就在家健身时候顺便看看就得了，要买票去电影院看可能得被气吐血。从头到尾都是堆砌的70年代言情小说名场面，可以说没有任何实际剧情，过时又尴尬～,20,1
信步瑶池沐天恩,2022-05-01 12:20:43,看到了一一的成长，没看到嘉树的，他像是一个符号，一个美好的梦,40,9
莫选好片,2022-12-21 21:03:02,"不推荐《我是真的讨厌异地恋》（好片指数46分）。
原本五一档电影不少，但因为影院开门率太低都纷纷撤档。只有《我是真的讨厌异地恋》头铁，打死不撤，还取得了1.65亿票房的好成绩。
剧情上，虽然异地恋很辛苦，但除此之外男女主就再也没有别的阻碍了，戏剧冲突全靠俩人的迷惑操作和没事儿找事儿撑着，看着太难受啦！
影片2020年就开拍了，再看看主演：辛云来，《暗恋·橘生淮南》的男主；任敏，《十年一品温如玉》的女主，原来今年差劲的青春片属于是都被这几位给承包了。",20,1
彩戏师wala,2022-06-05 01:09:54,作,10,1
XDD,2022-05-10 10:00:55,人生全是恋爱了，栓Q,10,6
艾皑,2022-05-12 03:54:46,确实有表现出异地恋时会有的纠结、怀疑、惊喜，但感觉男女主的生活都围绕着对方转，过于恋爱脑了，感觉没有看到异地恋所带来的一个人以不同心态面对自己生活中困难的过程。最大的问题在于剧情转折的点设置得太普通太陈旧了，是过去看到过很多次的剧情。如果想要反映真实的异地恋，让人有共鸣，可能不只是这么简单。,20,7
Sun-shine,2022-08-11 15:21:38,师兄说：“异地恋就是，两个人都能在自己的世界里独处，而彼此又都有那份牵绊着的情愫。”影片无疑给异地着的情侣更多的信心与勇气。,30,1
格林童话,2022-11-16 08:36:19,这女主怎么那么像爱情公寓里那个,10,0
酉乾兮,2022-06-08 11:50:23,好难看啊,20,1
小傻瓜De萍萍,2022-06-09 00:33:05,高中升大学，各自奔赴学业，催生一堆异地恋；而大学毕业找工作，又会带来另一批异地恋，感受到两位角色之间的情感，异地的痛是很难有共鸣的，出现了这对情侣在火车站告别的画面，我们在一起的每分每秒，在一起时有多快乐，从跨省到跨国的距离，每一次危机的化解都只是依靠简单肤浅的爱，分开就会有多难受，更无从展现一个人在情感面前真正的成长，纵然有着有情人终成眷属的结局，异地恋中的安全感有多重要，坚信真爱能够战胜一切。,40,0
小飞侠,2022-12-26 17:52:33,这名字看得都无语,10,2
一只特特呦,2022-06-17 23:53:17,"前一半还挺好的展现异地恋的故事，后面发展平平显得无聊。
男生放弃了机会选择女生，女生也愿意去等待，多么美好啊。",30,0
柯诺,2022-05-29 00:07:28,光线公司门口雍和宫那景用了好几处戏，选景是有多敷衍。,10,3
zz,2022-04-30 09:14:39,"看了那么多爱情电影 有校园的 有成长的 甚至有科幻的 但异地恋这个真实且深刻的主题还是第一次遇见 随着时代和科技的发展 异地恋对我们而言是一个不再陌生的词汇
“打字没有语气，电话没有表情，我是真的受够异地恋了。”
看到这句话 这得让多少异地恋的人们扎心啊 看得着摸不着体会不到体温的爱情 就像养了个虚拟电子宠物 电影对新时代生活发展的探索和尝试 也算是开辟了一个新爱情模式电影之路 也让处于后疫情时代洪流中的我们 有了更多的意思心灵慰藉",40,2
西北悍妇,2022-04-29 21:32:19,脚趾抠地，厦门的海边别墅都是我抠出来的。在电影院最后一排一整个抓耳挠腮。女主的配音太奇怪了。剧情尴尬。男主低配版许光汉。这是在干什么，女主傻白甜恋爱脑，一直在哭。,10,46
djfish,2022-09-24 10:35:51,没看出啥感情，就一堆作精。可能最真实的是片尾的思丁格,20,1
yoyonevercry,2022-04-29 22:35:11,好久没看电影了，今天终于疫情中插小甜片。大学恋爱太真实了，想起自己彼时的男友，很帅很优秀，青涩懵懂的年纪恋爱都太甜了，那时候我也骚扰过他室友哈哈。男女主的演技过关，编剧导演以及配乐也可以，陈宥维人设很好很加分，看完之后好想谈恋爱呀……,40,45
繁芜,2022-07-09 03:59:09,其实也就是国产剧经典爱情片，但是为不狗血加一颗星吧。还有就是，正在经历这一切的我后半段真的哭到不行呜呜，希望我们也可以努力奔赴未来。,40,1
今生、唯爱,2022-05-20 23:49:54,什么拙劣的台词和幼齿的剧情，剧里剧外都尴尬的我脚趾抠出了三室一厅,10,3
李湘,2022-05-02 09:57:47,这句话我已经说腻了。辛云来好帅哦。说实话，我个人就非常讨厌异地恋。异地恋不就是等于养了一个手机宠物嘛。,40,2
高詩遠,2022-06-01 13:19:54,大段大段的独白以及毫无意义的插曲段落，导致整部片子很广播剧，看得出来导演的功底还不够格。很罕见地从痴女的角度拍了一出异地恋，不像是一部爱情片，因为根本一点都不甜，对我来说惊悚的成分更多。任敏很可爱，再加上短信轰炸，扒男友微博关注列表，为了去北京于是送外卖攒钱等种种举动，塑造了一个非常成功的病娇形象，拍出了深陷恋爱脑无法自拔的小众群体的辛酸。可是到最后不知道为什么任敏突然就清醒过来了，我看不懂这其中人物变化的弧光，非常莫名其妙。虽然选在2022年上映，但只可惜他们没有活在2022年。今年的北京，异地恋算个屁。,20,1
未洋chaos,2022-04-30 01:38:06,其实战胜异地恋最好的办法真的就是多多见面，我曾经高估了自己，到头来才明白了这一点，电影选的配乐都很好听，演员演技也不错，情到浓时催人泪下，祝天下有情人终成眷属。,50,52
尼克胤,2022-06-27 09:22:41,男二女二比男一女一出彩多了,20,5
木柵永樂町,2022-05-30 02:24:47,（ 圍繞愛情中的「異地戀」狀態展開，核心聚焦，整體呈現也有“流水線/工業化”技術水準… 特別是在COV這三年，很多情侶“被迫”只能“雲見面”… 通俗面的受眾共鳴+可愛活潑視聽畫風，票房22年5月冠軍 確實映證 本片觸動了一定的目標市場受眾…  歸根結底 一部“小品”體量的電影，確實也不能苛求要多麼“有深度”或“高立意”，整體也確實把「異地戀」狀態“去脈絡化”呈現了(抽取核心元素組合在一起…,20,0
小哆啦爱和平,2022-05-01 15:14:47,比十年一品温如言强一亿倍!,30,6
kinder23,2022-05-29 13:45:19,这剧情就一味堆砌，全是老套的事，关键也没觉得男女主角有多喜欢对方，凭着异地恋三个字矫情了一部电影…乔乔是唯一还行的角色。,10,4
华盛顿樱桃树,2022-05-29 09:23:48,就矬子里拔大个儿给的两星。还是类型片一如既往的情节套路和情感渲染。想煽情却完全煽不起来。终究是男女主毫无cp感。,20,2
Entrop1e,2023-04-14 00:12:26,不是必须打分的话我真的一星都不想给… 五倍速都嫌慢的电影 但是我是真的喜欢周雨彤😂,10,1
木木,2022-05-29 00:57:36,在没有手机视频的年代，全靠车票，短信，电话和信念。异地恋其实恋的已经不再是手机对面的那个人，而是坚持的自己。作为几段异地恋的大前辈，觉得电影很浮于表面，女主的演技忽上忽下，就像男主的颜值一样。,30,1
捕风,2022-07-08 16:21:06,要是所有的异地恋都这么美好就好了,40,1
江未,2022-05-28 13:58:52,轻描淡写,-t,0
吴彦祖55555,2022-06-02 22:48:06,这部电影评分还挺低，除了一开始男主女主的演技一直不在线，不像恋人，以及异地恋刚刚见面和分别都没有拍出来那种感觉，不过片子拍得还是挺浪漫和唯美的，也有一些共鸣的地方，最真实精彩的在最后真实的剪辑了。,40,0
嘿，丫头！,2022-05-01 23:12:01,有些情节很生活，就是我跟男票的日常。任敏演技不差，要是能跳出这类同质化的言情电影，就更未来可期。男主蜜汁邓伦，台词演技实在是太出戏了。,20,4
TurboGarden,2022-05-28 16:19:14,国内青春题材纯爱电影十年都没有什么进步…,-t,1
蛮蛮,2022-06-20 18:49:45,你要是讨厌就分， 看到最后也没分是什么意思，明明就是喜爱异地恋。,10,2
已汪销,2022-11-25 14:52:02,学习了,10,1
司徒晓橙,2023-04-21 01:42:53,前2幕其实还行，但一到出国这个梗就真的，不知道该说什么。看在小辛这么怒力的点上，加一颗星,30,0
NortonHill,2022-12-22 22:56:24,片子拍得太蠢了。从第一句台词开始就一直蠢。他妈逼的,10,1
韦恩斯坦_李,2022-07-05 21:00:05,我是真的讨厌这电影，除了漂亮的女2号以外。。。这片子我估计中学生都不见得爱看，俗气的桥段，矫情的演绎，看似感人和热血，其实很自我感动。演员们倒是都不错，以后应该会有更好的发展。,20,2
夏语冰,2022-07-29 21:58:16,男主太丑，负分,10,1
Raven,2022-08-19 22:09:19,我不理解这个，可能就像我不理解爱情吧，爱情都是这样的吗，有了爱情，全世界就只有爱情了？我不理解，来不了这个，为了看马哲快进着看的，马哲就一场戏，淦，,10,2
披着人皮的鬼,2022-06-29 10:10:39,我是真的讨厌异地恋 以年为单位的恋爱 你的婚礼 后里的我们 …… 这些电影能连个剧,20,1
Andrew,2022-08-01 01:43:10,2017年刚毕业没多久给媒体打工的女主角竟然可以一人租一大单间、下楼散步距离到雍和宫，这合理吗？布光和置景也是假得不像话，辛云来是真的毫无感情在念台词，不过关于异地恋倒确实还算能戳到一些点。,20,2
奥奥没有利利,2022-06-04 23:30:47,一般吧。演员演的还行吧。还是国产影视剧强行矫情的套路。邓超客串那段真是给我看笑了哈哈,20,2
爱琳,2022-05-29 08:28:49,万句晚安不如拥你入眠，而后同床异梦更为普遍。,20,5
喵老师2333,2022-05-29 17:35:54,怎么会有如此无聊的mv。,20,5
E,2022-05-31 09:15:43,任敏好好看好会演。。。相比之下男主演技太普了。。。,30,1
缺觉,2022-05-28 16:38:17,"比异地恋更难熬的是看异地恋。
太幼稚了，为什么能有5…光线的青春片工业公式，什么时候能失灵🚬",20,1
zhl,2022-04-29 21:18:16,很平淡，像白开水一样。对我来说挺无聊的。冲着任敏和周雨彤去的，她俩演技倒是好，就是剧情很无聊。,20,31
紅豆生南京,2022-06-29 19:28:17,周雨彤，你如果被绑架了就眨眨眼。,10,1
影子的影子,2022-06-19 00:40:35,任敏再这样接剧本就要被定型了……,10,2
Francesca.L,2022-05-28 12:49:27,我想起来了 去年在光线的时候好像有听到过上级开小会讨论这个电影……那段夜外就是在公司那边拍的哈哈哈哈！这也太省事了笑死 而且取景简直和我之前剪过的一个学生片一样 典中典……李孝谦又帅又憨憨太可爱了吧！！！看着就让人很想揍他 揍完亲亲😘真的很像那种很荷尔蒙很man又很靠谱很能顶的大男孩呜呜！😍,40,2
沛沛,2022-05-28 22:00:50,最好的部分是深夜散步，在星星点点的北京街头，两个人各怀寂寞却不知从何说起，无言的长镜头很打动人。除此之外无甚可圈可点，都是阿斯巴甜。其实它本应该有很多现实的表达进入，比如男主角在美国遭遇了什么，他都抽上烟了，观众很好奇。女主除了生病住院之外，是不是可以有日常无力的崩溃瞬间。最后这个样子相信也是主创团队有意为之，删掉了他们认为并不重要的支线，太可惜了。,30,0
不锈钢老鼠,2022-05-28 13:33:36,对不起周姐,10,3
拉赫玛尼诺妇,2022-06-19 19:21:42,我是真的不懂我为什么要点开,10,2
Yuci,2022-04-30 10:54:16,撇开剧情两星是给演员的，整部电影剧情丝毫不合理，我不大相信人设一个恋爱脑从早到晚只想着女朋友的男生能拿到出国唯一名额。要是现实生活中有这样两个人，我只能说他们两个确实挺适合对方的，不要去霍霍其他人。从头到尾就是把生活中异地恋的情侣会遇到的所有问题全都放在这两人身上，全都是能想到的东西没有任何新鲜感。演员的表演上给我感觉很舒服，可是导演设定的赵一一动不动就哭似乎没有什么必要，男的也是，为什么要把人设设置的这么脆弱呢？还有就是最后两人出门散步的位置在北二环和北三环之间吧，一个刚开始打工的普通女生，能够在这么好的地段租得起这么大的一个屋子吗？有的时候电影，还是要再落地一点，一些细节有的时候也是很影响观感的。这种题材要的是真诚朴实，最后花絮放出的现实中异地恋情侣的片段，要触动人心百倍,20,21
毛栗子爱果果,2022-04-30 20:43:14,没有以前那些青春爱情片离谱，但也绝称不上优秀，女一的可爱程度远远不及女二，周雨彤也太可爱了叭！,30,19
草食夫,2022-04-30 12:08:31,“遥遥万里，心声有否偏差？”张学友的歌这样唱到，每个处在异地状态下的恋人都曾这样踯躅过。为了消除偏差，赵一一勇敢地去追寻自己的爱情，她笃定的不仅是许嘉树对自己的感情，也是她对自己人生的掌控力，爱情需要被肯定，在唯结果论的物质时代，拥有勇气和决心的一一和嘉树得到了被命运祝福的爱情。,40,2
山人阿苍苍,2022-06-03 12:02:49,假到没眼tai，任敏的演技怎么成这样了……,20,1
Lee,2022-06-29 13:38:07,我是真的无语的电影，这是流水账？唯一好点的是演乔乔的演员，两颗星里有一颗星是她的。,20,2
毛病小精灵,2022-06-02 14:11:07,小周值得一颗星儿,10,2
禅达过客,2022-06-04 22:18:59,故事立意还是用了点心的，毕竟这对于青年朋友们来说都是一个普遍的问题。剧情和表演的真就不必较了，太累。只想说一句，将近两个小时的电影还不如结尾彩蛋来的感动。,20,1
必烈,2022-05-02 17:04:02,选角太差了，男性角色和女性角色演技完全不是一个层次，这么一对比任敏的演技真的好太多了。,20,5
墨篌,2022-06-05 13:28:03,真的很烂,-t,0
RealNoémi,2022-08-18 00:28:36,好无聊好无聊难看死了,-t,1
momo(ツ),2022-06-26 17:22:49,“我希望你所有的开心都是因为我”，编剧脑袋有坑？男二女二这才有情侣感，男女主完全看不到爱意，辛云来你是真的钝啊,10,2
审美偏奇C,2022-06-04 10:09:29,是谁和我一样，看这个电影是因为大家都说我长得像女主啊？,30,1
还没熟的一果子,2022-05-28 12:38:05,什么年代了还能这么扭曲,10,1
Super DD,2022-06-12 12:38:24,真的好无聊,10,1
Nirvanania,2022-05-02 20:43:43,呃,10,11
sunking,2022-06-11 21:41:14,这种电影是不是AI写的剧本和台词啊，感觉不到什么情感，也没有什么起伏，就把一个平淡的故事讲的很平淡,20,1
莱克尔博德,2022-05-31 17:46:06,如果你也喜欢我，那就太好了。,20,1
