用户名,评论时间,评论内容,评分,赞同数
泽利格,2023-04-14 23:45:10,喜欢第一次饭局，喜欢方欣女同事羊水破掉时的镇定，《爱》是少见的直接书写当下年轻都市女性和爱情观念的作品，对于约炮和性也直言不讳，轻快大方自然，同时也是少有的把过去三年的元素自然地跟情节融合起来的作品（有限的尝试和有限的妥协）。最喜欢的是对游戏和变音的利用，kk误以为陆斌是夏梦，并因为“最喜欢的情节”与想象中的夏梦实际中的陆斌产生了情感共鸣，这实际上模糊了恋爱的性别界限，真正重要的其实是“人”之间的心灵共振，大有探讨性别议题的空间，但可惜，诸如此类的话题我们没有空间展开，尝试只能止步于此，但好在陈正道一直在尝试。所以尽管年会彩排开始情节就变得有些浮皮潦草，结尾虽然热闹但略显一年一度喜剧大赛，但我还是蛮喜欢的，好消息是第二季肯定在路上了，希望陈正道能一直尝试下去，有限但持续地拓宽创作空间的边界~,40,12
翻滚吧！蛋堡,2023-04-06 11:59:01,《爱很美味》的成功，在于它能精准描摹到当今都市青年生活与爱情现状，用轻盈的姿态探讨女性在事业与恋爱中的种种困境。电影版延续了剧版的优点，一切还是熟悉的味道。陈正道对这类Chick flick题材已经信手拈来，而这些接地气又紧跟当下潮流的细节，其实都源于编剧对生活的悉心观察，和团队间一次次的交换秘密与心事的成果。尤其喜欢整个系列几个修罗场的描写，在抓马悬浮与生活的荒谬间达成一种平稳的自洽。比如年会舞蹈那场戏，将三姐妹积累的矛盾在舞台上爆发，看似不合理，但套用在《芝加哥》选段中又异常和谐，这正是创作者的聪明之处。,40,4
弘与合欢,2023-04-05 23:27:06,这才是我们喜欢看的小时代！但是完全没看够！麻烦陈正道第二季速速拍！,50,23
负一级特工,2023-04-08 20:49:48,7.8/10，没看过剧，但依然看得很开心。事实证明拆那喜剧还是可以做到比开心麻花更好的，爱情电影也可以做到比各种情人节骗钱电影更好的。梗实在是太多了，而且除了个别点有些drama之外，角色间的互动都是自然合理且有爆点。叙事也是非常流畅，尤其是第一幕，借三人聚餐聊天把主角们的现状交代得清清楚楚且不失幽默。所以陈正道请答应我别再拍《秘密访客》那种无聊的东西啦！,40,5
亲切的昊子,2023-04-13 22:46:36,延续了剧版的轻松氛围和生活气息，刘净为平衡心理出去约会、方欣不因怀孕而冲动结婚，夏梦为了工作焦虑而坦然面对，这些都是极接地气和具有现实意义的闪光点，这样的爱情小甜点对于当今社会不容易的我们谁会不爱呢，不得不说两位台湾导演真是轻而易举得把剧版影版都拍得轻松愉快雅俗共赏。,40,7
惘然,2023-04-16 22:06:00,这电影唯一对女性生活表现不真实的地方是：如果约炮真约到了身材那么好的帅哥，那他一定是个杀猪盘。,30,7
晚不安,2023-04-18 19:18:32,国产小妞电影天花板级别的存在，剧作手法和视听技巧都纯熟至极，但也许剧版触及的普通观众太少了，导致电影的票房表现真的过于低迷。陈正道是个太聪明也太勤奋的创作者，能在各种社会议题和人物关系之中左右逢源，不断制造美梦、再将其击碎、最后又缝合如新，徐徐展开一种女性友谊与女性处境的图景。但它的困境可能比《爱情神话》更甚：它无法处理好与现实之间的距离。影版更像是向第二季过渡的特别篇，它不想处理什么或是解决什么，却希望用一场歌舞彻底稀释掉一些真的苦痛，然后让故事再重头来过。它像是一场半真不假的梦，我不想去评判可也不愿意沉沦。,30,3
小A,2023-04-15 11:23:10,好看的电影，节奏够快，没有太多煽情，路人友好。有不少直男get不到的剧情，比如三人吃包子，李纯说她一个人没问题，张含韵马上说她不行我留下陪她，王菊说好你留下吧；李纯做红烧肉，白恩吃完说挺不错的，仅仅几个表情，李纯就把成年人的崩溃、无助演绎出来了。关于台词表面下的潜沟通，没有爹味的教育，反而展示出女性视角的正能量，这真的需要编导有细腻的感知力，很有感染力。原本只想表现几个人物的日常生活，却一不小心在大银幕上记录了一个时代。,40,7
维罗妮卡女士🌪,2023-04-15 22:28:56,算是对剧作有了个交代吧，陈正道依然对《私货》耿耿于怀，满意的是落脚点在姐妹情上，且事业篇幅比较多写的也不错，不满意的还是稍有刻板、以及还是钻不出婚恋作为刻画女性角色必选项的怪圈。当然，如果是想看都市喜剧还是及格的。,30,6
阿卓,2023-04-15 10:54:51,非常悠扬的春季恋歌，故事的轻松、人物的饱满，即便是剧改也完全没有走样。荧幕每年这么多的都市故事，偏偏这一部能让周围人觉得轻松地同时，又泛起一些涟漪，我想这是每个环节尺寸拿捏得当的优势，在猎奇与通俗之间、放肆和狂欢之间，掌握到了一点点精妙，就是刚刚好的舒适感、惬意感。人物之间的吸引力也随之而来，他们明明是我们，却和我们有点不一样，又有点向往，加之美女帅哥的组合，更是让人不得不多想看看。希望还能继续拍下去吧，这样精巧的都市剧，时髦轻松不浮夸，要珍惜地去看啊！,50,28
五加皮,2023-04-16 01:46:00,作为剧场版来说非常成功了，三段非主流关系（女强男弱、未婚先孕、炮友crush）比剧版做得更平衡。最大优点是不回避covid对三个主角生活的影响：餐厅被lockdown（消防整改）、逛商场的男友被隔离、影视行业人员一直住酒店。而且经典美剧（喜剧）的借鉴也很巧妙，比如方欣线就化用了Friends的Rachel故事线（bossy女上司、单身母亲、抽烟融入职场等等）。max如果把欲望都市重启剧给陈正道拍估计会更好（捧杀了）。建议情人节七夕档的国产妖魔鬼怪都看看，这才叫女性向爱情。,40,7
曾于里,2023-04-08 16:13:18,陈正道真有两把刷子，小妞电影复苏有望,40,5
Lilybisity,2023-04-15 19:52:48,笑点泪点都有，节奏也不错，风格延续了剧版的抓马走心，我宣布只要是原班人马，爱很美味系列出一部我看一部,50,12
momo,2023-04-22 21:27:20,想看夏梦的前男友变现上司，第二季快来,40,9
小植野,2023-04-15 10:43:56,"#4.8点映
【B】好看，维持了剧版的水准，依旧是为女性书写的现代爱情都市故事，聚焦爱情和生活，基于现实生活所创作的笑点和台词生活化已是如今国产剧/电影中较为难得珍贵品质了，舞台上那段吵架戏写得精彩，火药味早已埋下只等一个爆发的时机。可惜是山木刘净感情线写得有点潦草，山木简直像没档期一样划水，不像另外两位女主的事业和感情线都有始有终且对话戏内敛且顺畅。",40,3
Suize,2023-04-10 23:45:06,来夸尹浩宇了🥰派派的第一部电影，尽职地在“小妞电影”完美诠释了一个“男花瓶”，外形养眼，人设讨喜，虽然没有感情戏，但看一眼还是会被他深邃的目光吸住，内娱的大荧幕多久没有出现这么好看的男生了🥹只学了一年多中文就能中英双语原声出演的德泰混血，期待接下来更多的影视作品哦🥳🥳,40,17
一匹马赛克,2023-04-19 01:07:42,无功无过，中规中矩。开心观影，轻松愉快。更像是剧版的先导片，作为电影来讲，剧作问题还是不少，不过依旧延续了剧版的高完成度和女性视角下的犀利。第二季快快到来吧！,30,2
凸凸凸噗,2023-04-18 00:33:38,就我自己的观感而言其实相较于十年前看一箩筐的小妞片这一部就仅是接上时代的思潮会往独立女性、权衡爱情与事业的关系上去靠，姐妹同心，其利断金，从剧版中提炼出来的金句被松散的叙事和一场突如其来的争吵冲淡，必要时硬凑出来的岔子/意外（其实也是意料之中）好似是为影版草草收场用的，我可能看不得这样的片子，除了能给我这种生活太无聊的人提供一个窥见他人工作生活新鲜感的契机，毕竟我也不是那种“恋爱脑”的人。,30,4
寻人启事,2023-04-15 17:57:20,这个故事还是适合做电视剧慢慢铺垫，只能说很失望了。太多陈词滥调了，完全丢失了电视剧里打磨很好的都市感，要是没有电视剧打底甚至不如小时代。,20,10
乍暖,2023-04-15 10:54:56,都市爱情轻喜剧，延续了剧版原班人马并做出了电影化的升级，笑点密集、节奏轻松、对白幽默。陈正道真的很擅长chick flick题材，三姐妹的形象现实立体，有瑕疵有缺陷，但都在用力用心地努力生活，正如导演说的“她们并不完美，但她们也非常完美”。初中时被叫停的舞蹈最后在年会舞台上绽放，努力生活的我们被很多爱包围着。电影用轻盈的姿态探讨女性意识表达，它就像身边的闺蜜，陪你八卦，伴你谈心，一起勇敢。方欣说自己暂时不想结婚，事业家庭不是只能二选一，真正的独立是选择自由的权利。,40,7
MinamiFans,2023-04-15 14:23:26,对陈正道黑转路了。该夸的很多人都夸过了，值得一提的是这个系列（也许是不经意地）还原了一部分那三年里的生活，在电影院里看到张挺被隔离的时候真是感到恍如隔世。自黑《秘密访客》笑到头掉，还是那句话，任何玩自反的国片国剧都值得赞美。,40,2
月亮出來了,2023-04-05 16:36:10,可看,30,2
MR.Charles,2023-04-15 11:04:14,对《爱很美味》剧版的热爱便是它打破了传统都市爱情喜剧的套路，真正脱引而出，展现出三个主角的魅力以及友谊。电影版由于篇幅受限，不免让人怀疑是否能起到相同的效果。结果居然是不亚于，甚至是超过剧版的最终成品。“俗套”有吗？有的。“陈词滥调”有吗？有的。但是好吗？好看吗？对！好看的！这才是我们真正期待的女性为主角的作品。在诙谐幽默的同时，也不忘点出一些社会中的困境与问题。,50,9
搬砖侠,2023-04-29 10:37:44,延续了剧版的风格，国产小妞电影的标杆，但又还是止步于电视剧层面，不太够可惜了！但是能够纪录疫情时代的生活，挺难得,30,1
多冰美式,2023-04-15 02:33:25,可以看出陈导渴望不断尝试新花样，甚至不忘自嘲自己2021年的作品《秘密访客》比较好笑的是疫情的段落…居然能过审…但可能这个题材交给女性导演拍会更有意思，不过对于内地市场来说，也能从该片看到一些新的元素。,30,3
此间有城,2023-04-13 23:00:03,初中没有跳完的那支舞，还想要跟你再跳一次。尽管最后突然发现两小时了，并没有实质的故事进展，还落入了girls help girls的窠臼，但就好像跟三个老朋友又见了一面，听她们聊一聊最近发生的故事，听她们仨聊男人，我真的还可以看十季吧。最后那场北舞+超女+创造营的公演，陈正道好爱她们仨，我也好爱她们。,50,14
Hachiko,2023-04-21 16:26:22,剧迷表示看的很享受，依旧是熟悉的味道。唯一表示诧异的还是听到了查看核酸码，让人恍如隔世。,40,1
水猫,2023-04-08 19:18:40,喜欢夏梦！喜欢方欣！刘净！！喜欢那支舞和最后那个凝视！不管不管我不管，如果我给宇宙探索编辑部满分那没理由不给这部满分！女性都市的各种小烦恼和小确幸，我很喜欢主创给出了三个各有缺点的女性角色，真实得像每一个我们。总体来说导演的节奏把握很成熟了，紧凑而有力，剧情上夏梦和方欣的线比较完整，但刘净的线总感觉被删了不少？很仓促。,50,11
水猫,2023-04-08 19:18:40,喜欢夏梦！喜欢方欣！刘净！！喜欢那支舞和最后那个凝视！不管不管我不管，如果我给宇宙探索编辑部满分那没理由不给这部满分！女性都市的各种小烦恼和小确幸，我很喜欢主创给出了三个各有缺点的女性角色，真实得像每一个我们。总体来说导演的节奏把握很成熟了，紧凑而有力，剧情上夏梦和方欣的线比较完整，但刘净的线总感觉被删了不少？很仓促。,50,11
斯 琰 🌈 🍭,2023-04-10 10:31:13,更像是英美剧两季之间加的「特别篇」，人物、故事并未充分展开，但对于剧粉而言依然大满足。陈正道继续双脚着地地描画都市浮华生态，既有彩光金粉也有素颜睡服，虽嫌表面但轻巧、可贵地带出影视业乱象、婚姻焦虑、职业女性两难、约炮软件乃至密接转运等诸多「当下」话题。戏仿小时代起笔，到歌舞片结尾，色而不淫的性玩笑（看剧与doi那段内涵笑飞我），啊，基佬之魂大震动~,40,2
Aphasiamnesia,2023-04-05 16:55:07,特别好！保持剧的水准完全没有掉！就是可能偏重于夏梦那条线，山木是没档期吗怎么就出现了那么一小会儿，就喜欢drama和反转，李纯哭戏太好了，哪怕知道红烧肉是伏笔还是泪目了，电视剧可以再拍一百集吗我想看！,40,1
放开那个浪味仙,2023-04-14 00:18:55,水平在线，剧粉会爱~三个姑娘依旧可爱，很像有些日子没联系的朋友，Update了生活近况。陈正道真的很爱埋梗，开头梦回小时代，自黑秘密访客的低分，都好好笑。有一个无关主线的点触动到我，在大部分影视作品假装口罩三年不存在的情况下，一小段剧情完整呈现了“密接隔离”的情形。创作者够真诚，情绪才有共鸣。,40,2
jellyfish,2023-04-08 20:46:48,很好看，一些很实际的问题，比如女性要照顾家里、职场被边缘化；要不要投身如火如荼的自媒体行业；遇到拿不下的客户怎么办。当然硬伤是有的，比如说方欣对接的艺人，拍摄的时候都有房车，但是没有经纪人出来为她话事；夏梦要争取版权的创作者相互之间的“灵魂”交流太表层了，都没谈到钱。但是比照搬日本和美国生活的悬浮剧已经好太多太多了！,40,2
悲辛無盡獨行夜,2023-04-16 16:27:11,包场，with政政。有点心不在焉，刘净新CP还可以，剧粉看电影，恍惚以为在大银幕追剧，俩小时太短，仨主角故事无法展开，一干男配塞不下，偶有笑点略刻意，早上听深焦播客最近采访陈正道，说在写第二季剧本大纲，请快点交出来，明年必须播出，,50,0
多冰美式,2023-04-15 02:33:25,可以看出陈导渴望不断尝试新花样，甚至不忘自嘲自己2021年的作品《秘密访客》比较好笑的是疫情的段落…居然能过审…但可能这个题材交给女性导演拍会更有意思，不过对于内地市场来说，也能从该片看到一些新的元素。,30,3
道臣岚,2023-04-16 00:59:58,系列感高过电影感，第二季啥时候出啊,30,1
𝓡𝓸𝓸𝓴𝓲𝓮📌,2023-04-18 00:37:28,前半部分的各种“包袱”很有趣。但整体比较松散，像从剧版剪辑出来的感觉。冲着最后年会手松一点三星。PS. 陈正道真是通讯录届的郭敬明，每个男演员都踩在我的点上。,30,2
Howie,2023-04-15 21:53:22,什么玩儿意……这哪是电影……,10,14
你这样无意义哦,2023-04-15 23:15:32,有了剧集和这一部，陈正道以后就是国内小妞电影的icon了，他实在是契合了cute这个词。他有一颗互联网社会学田野调查的心，他竟是最近几年最real的导演，最关键最明显的是，我们早就该发现他有一颗暗合郭敬明的心啊，只是他更热血，他更纯粹的爱啊，我不挑剔他的视听太一般，转场太平凡，他热血可抵万年长，他真是个可爱小钢蛋呀,30,5
Mathilda,2023-04-18 00:30:00,中规中矩吧，和电视剧的剧情和风格都一脉相承，但是如果是剧展开讲可能还更有看头,30,1
刘炅然,2023-04-15 11:41:08,真的很好看，笑点也挺多的，延续了剧版的精彩！三个女主很接地气，给所有的“闺蜜型”电影打了个样。,50,3
方枪枪,2023-04-19 13:37:40,7.5分,30,1
闲人,2023-04-13 22:25:40,剧作上选择了最简单最简单的写法，太偷懒了。,30,2
辣手玫瑰陆1萍,2023-04-14 23:52:11,比想象中的差一点，但能慰藉大多数像我这样恳切的剧迷，再度找到当初追剧的舒爽时光，很亲切自然的笑点，就是由始至终让人放松。姐妹，男人，事业，娱乐，构成爱之整体，这个世界上，爱最美味！很感谢还能有电影从业者、导演、演员一起记录那个处处扫码的社交距离时代，尽管只当作轻浅的背景，这一点已经足够了不起了。,40,4
游牧人·芳汀,2023-04-15 22:09:58,#电影院#对于没看过剧版的人来说还是有一点观影门槛和陌生感的。感受到剧组人员制作和表演的认真，但个人感触没有很深，基本无感。,-t,1
macca,2023-04-15 18:07:36,没看过剧的人表示路人友好，完全不影响观影，不过看完我就很想去看看剧版了，真的好有趣,40,0
Haru24601,2023-04-15 18:12:26,电视剧质感的电影，但是剧本写的是真的好！很难得的摆脱男性视角的一部女性电影，三个女生成了真正的主角（虽然看开头我还以为是小时代😂）很多细节都非常真实，就是歌舞片的结尾的确出乎意料，矛盾解决得有些突然。ps.疫情作为突发事件的介入处理得挺好的，现在来看真是恍如隔世。,40,7
你最特别,2023-04-15 12:01:41,"参加了武汉场的路演  观影氛围很好
拍三个女生的友情  很怕太矫情太假  但是这个电影里非常自然  吵架也吵得真实
方欣未婚先孕  纠结自己到底该不该再次步入婚姻
刘净在爱情与创业中挣扎
夏梦  一个强势的职场人  为了工作很拼命
三个人最后都选择遵从本心  按自己的节奏来
有笑有泪  爱情友情都比较现实
ps：罗kk和陆斌之间仿佛有那么点意思，不知道导演会不会发展一下哈哈哈哈哈哈",40,17
CC🍊,2023-04-19 18:55:04,没看过电视剧的不推荐，另外电影没有电视剧本身好看,-t,1
小溪笑嘻嘻,2023-04-18 23:58:05,三星半。现代，轻盈，电影里终于出现了真实的我们的生活。喜欢最后夏梦和陆斌在便利店的谈话。可能作为电影过于清水，但仍感激导演勇敢的尝试。,30,1
盲忙,2023-04-15 10:58:51,种草！感觉没有看剧版亏了一个亿，谁不想知道三位女主和前男友们都发生了些什么呢！我不想把它称作中国版《欲望都市》，因为看到的并非欲望，而是在现代中国都市中努力生活、努力去爱的她们，但欣喜的是我们终于看到了一部喜剧底色的中国都市女性群像，我想感慨其中真实的一点在于：爱很美味，但在工作面前它似乎只是佐料，男友可以换，唯有友情最长久。而从电影本身的角度来看，开始的饭局，中间的吵架，结尾的年会，三场戏作为起、转、收也相当精彩！（几个男生里最喜欢向东流）,40,5
HarperDie,2023-04-05 23:29:03,陈正道太适合去拍一部纯粹的歌舞片了，片头和结尾的氛围塑充满娱乐性。剧情本身反倒因为电影的篇幅局限，有些填充性质压过解构两性关系、女性生活本身，话题难以展开。P.S. 采访完三姐妹，三姐妹问我最喜欢片中哪个男演员？？？我还乖乖回答了……,30,6
羽生结衣,2023-04-15 17:07:32,我最佩服的角色是夏梦，最向往的角色是方欣，但最让我共情的角色是不怎么特别的刘净，世另我，拧巴又倔强,50,4
秀美,2023-04-14 20:35:58,就是电视剧版换个大银幕而已，一样不错看啦！,40,2
胖丁顿熊,2023-04-13 19:46:07,远不如剧版精彩，对于一部电影来说实在是普通而套路,30,7
Pincent,2023-04-17 12:41:53,2.9 综艺时代，让一切悬浮在舞台上。,30,0
又又,2023-04-16 19:29:21,像是连续看了几集电视剧，哎，要不是之前看了剧可能真的看不下去，节奏好慢（可能因为剧版我两倍速看）。山木这演员是没档期了吗怎么突然就把他们俩写分了好奇怪，最不喜欢张挺了感觉他俩下季肯定分，还是最喜欢王菊的角色。,30,1
kissの樱,2023-04-14 02:54:58,3.5星。对男女相处的细节刻画着实有趣，且表现女性在婚育、工作、竞争方面的不易也确实很能感同身受，尤其是王菊角色试图和男客户打成一片的心路历程真是非常心疼。但，爱情线还真没什么心动的感觉（处于稳定期了？），且部分男友可以说是“工具人”，三个女人在恋情不顺时闹掰的戏码有些过于drama ，只能扣掉半星,30,0
已注萧,2023-04-20 22:38:51,好看！别忘了带纸巾！,40,0
冰博克小姐,2023-04-15 21:14:44,最后的舞蹈是最大的灾难啊……,20,12
Qtn,2023-04-27 03:01:30,不合逻辑剧情不少，但会调教演员的导演能让一切至少看起来更说得通。另外不得不再感慨下最能捕捉到国内都市生活质地并把它包装得让人产生些由衷好感的电影主创居然是台湾人……,40,1
SundanceKid🌈,2023-04-08 21:48:36,选Scissor Sisters的歌品味真不错。作为剧场版对角色的延伸简单、明快，有符合宣传男人不打紧，但能养眼。而女性的一些困境诚恳交谈，摇摆或笃定，都能去体验每种酸甜。饮食冠以情感还是做得贴切，方欣消不下去的过敏，卡在中间慢慢期待，夏梦和男友便利店一通碳水就能聊得通透。刘净的不干脆不坦率，也和剧里一样是最难让人喜欢，但最能感触到的,40,1
今日店休,2023-04-28 09:21:33,挺不错的,40,0
李盒子,2023-04-17 22:18:30,剧粉圆满了！（一开头的小时代什么鬼啊哈哈哈哈）,40,1
下落不明,2023-04-22 19:19:32,既然不能超越时代，便去忠实记录时代；若不能离开过去，便回到未来。,30,1
pagliacci,2023-04-14 22:24:27,陈思诚翻拍小时代，就不能让拍电影的赚太多。,20,4
墨涅涅📚,2023-04-15 18:44:27,又好笑又心酸，方欣同事羊水破了淡定开口：“那我先去生个孩子”，结合我的实际经验看，这事儿还真不夸张。,50,2
Lynchman,2023-04-15 02:20:11,对剧粉异常友好的一部售后式大电影。陈正道在两小时的银幕时间里，几乎精缩了半部网剧的故事量，而三女主最终融汇的各自分线也没有太过潦草，致敬/模仿《芝加哥》式歌舞片的野心也有着趣味表达。也许是接力原剧的鸡贼时间差，《爱很美味》继网剧诠释口罩社会景观后，又惊人地出现了密接隔离情节点，加得理所应当而又满是令人会心苦笑的邪恶冒犯。,40,5
Jouliey,2023-04-08 16:38:53,不会拍电影可以别拍，30岁的小时代是吧，依托答辩。,10,6
百代过客,2023-04-23 02:58:32,市场角度看，这片子走流媒体效果会更好，总比现在炮灰好。,30,1
北纬三十四,2023-04-08 17:12:31,镜头，表演等等太电视剧了，甚至电视剧中间拿出最好的两集都比这更有电影感和张力。人物塑造和情感转变还是浮皮潦草了些，问题与矛盾三两句鸡汤似乎就能解决了。很难不让人怀疑，是不是导演把电视剧剪辑剩下的边角料拿出来拼凑拼凑就上映了？没了多金奶狗宋超，多了神似年轻时段奕宏的向东流算是一个小惊喜了。,20,7
喵一声,2023-04-21 02:12:26,不太像电影的电影，但很好看！快点出电视剧吧，电影不够看！,40,4
McMurphy,2023-04-15 11:42:26,"好喜欢好喜欢好喜欢
美味三姐妹可不可以一直拍下去🥺🥺🥺",50,1
很好很会吃米,2023-04-05 16:20:46,人生好难，最难是过自己这关。,50,5
尾藻鱼,2023-04-25 20:41:35,比想象中差太多了也……没看过剧，看完这个也不想去看剧了。除了刘净其他两个角色的成长困境完全就是自找，导致后期根本无法共情主角情绪的崩塌，更无法体会由崩到喜的转变。比较好的点是虽然情节不够支撑主角这样强烈的情绪转变，但一些细节非常的写实。好友之间的交谈、恋人之间的相处，生活上的小烦恼。观众都能在自己的生活找到对应，尤其是三位主角在餐厅吃饭的片段，节奏快，信息量大，真实而又有趣。也许可以不用强行追求什么大起大落的心境，如同《爱情神话》一般平淡讲述，波折的猜想自然留给观者会是更舒畅的体验。,20,1
山微漾,2023-04-20 12:58:04,发挥了剧版的优点，比如类情景喜剧的剧情推进，无处不在的媒介自反性。大的戏剧结构是对《小时代》的戏仿——就差泼一杯酒了，边角处有对影视行业的吐槽。市场不理想可能还是这个IP没有沉积，你拍个两三季再整大电影，用原班人马是情怀，现在用原版人马，咖位不够，没法卖票，免费的剧集和付费的电影还是两类不同产品——估计这部电影的糟糕票房在第二季会成为新的槽点。,40,1
Miss想想,2023-04-14 20:37:52,太喜欢这三个女主了，有笑有泪，跳舞的那段太欢乐了！,50,4
婋,2023-04-15 19:48:06,给这种弔子导演拍的所谓独立女性电影打一星 人人有责,10,13
星星📷,2023-04-16 15:51:14,真爽！一个人看的，在里面怎么笑都不尴尬！,50,4
光明王后,2023-04-16 11:56:43,彩排大吵一架但是还是会在正式演出的时候排除万难站在姐妹身边，印象最深的是欢乐中夹带着感动的结尾。,40,0
momo（纠结版）,2023-04-15 21:16:05,"4.5点映场
陈正道会拍的！很好看，看过剧的基础上电影仍给人新鲜感。一贯的生活化轻喜剧风格，轻松幽默中也探讨了女性生活职场中面对的种种问题与抉择，同时姐妹情贯穿其中。片子中悲喜情绪的拿捏与转换也很精准。喜欢原剧风格的就放心大胆去看吧",40,15
小莫莫呀呀,2023-04-06 08:08:32,"个人观感还是可以的，这三姐妹三对情侣各种矛盾还是挺有意思的，虽然我最后没看完，就是中间王者荣耀那一段有点尬。
笑点也还是挺足的，主演也很漂亮，男的看起来也挺舒服。",50,3
Morning,2023-04-24 15:55:38,有一点散乱，但自然的对白和相对接地气的桥段可以很好的遮掩这一点不足，让人看得比较舒服，不过它同时会损失一部分认为电影一定要讲些什么的观众，这会令他们觉得失落。开篇提出的友情点成为第一主题，爱情主题依附于这个，甚至某部分成为职场的矛盾，陈正道是一位很会抓社会话题点的导演，比别的导演要准确，但并不深入，话题只是为了话题，而不是在电影里为了人物、精神或者别的。结尾的情感升华写得是很好的，由约定的自我批评变成对相互的肯定，这种主题升华是生长出来的，而不是靠剧本公式，理性逻辑推导出来的，这一节拍得再好一点就更好了。虽然剧和电影对职场环境都有相对真实的描绘，但在某部分处理方式上仍然没有照顾全面，夏梦显然在最后才明白自己的工作态度有问题，这放在矛盾落脚点太轻松，方欣那边还是隐性强调工作外的social等等,30,0
白亦桃,2023-04-09 17:13:15,4.9点映。生日快乐我的女孩张小花。剧版本身就是非常非常戳我点的，三女主的故事，轻喜剧，有笑点有泪点。电影版延续了剧版故事，就是每次都虐刘净，给我们净姐一个完美的爱情和事业吧！结尾的舞台真的很感动，看完竟然也想学着跳一个（就想想算了,50,1
风蚀蘑菇,2023-04-20 20:22:23,确实是纯粉丝向电影，本粉丝看得非常开心，和后排观众的吐槽结合起来每一个小点都在爆笑。也确实不像个电影，更像电视剧第二季，虽然丝滑流畅有哭有笑，轻松愉快没什么负担，但看完出来也就是7.5左右的分数。最触动我的反而是夏梦和方欣不同的职场困境，一个是兄弟会式的潮人社团（有没有让你想起暴雪的那些指控？），一个是非常girly girl的干练精英群体卷生卷死。他们都没做错什么，就是有意无意地在排斥你，夏梦作为现充/女性的格格不入，方欣因为自己怀孕而“被保护”，那种无所适从感真的很能共情。另外有个bug，在疫情期间应该不能办那么多人的年会吧？前脚密接被拉走，后脚不戴口罩开趴体，真的很割裂啊😂,40,0
夏日扬帆,2023-04-15 20:49:44,开头致敬小时代我就瞪大了双眼，最好的还是节奏，节奏太好了，轻松密集，结尾回扣继续教郭导做人，以及，对于疫情的反映使得本片同样是具有“史学”意义的一部电影,40,1
nextme,2023-04-17 01:28:56,看一点就猜到结局的故事，除了方欣，这条线我看到最后也没看懂想表达什么？家庭和事业的平衡也没做到啊，面对婚姻依旧惴惴不安没选择接受啊，所以她到底为什么如释重负了？没懂。还有很多情节我觉得主角的行为真不是正常人能做出来的，答应朋友表演，台下那么多同事，有什么想聊的不能等彩排完了好好聊吗非得在场上说，这合理？夏梦骗kk自己要被拆穿了还恼羞成怒，是你自己选择的从人家爱好下手去接触人家啊，到头来还怪人家不配合你工作，真的很倒打一耙。刘净这条线，我没明白她是怎么从爱情不顺亲情不顺的结果中得出要坚持理想做餐厅的，向东流这个工具人的作用有这么大？我真的报了很大期望去看，感觉想表达的东西主创团队自己都没捋顺吧不然怎么能创造出这么一部四不像呢。,20,4
張德開,2023-04-10 03:17:36,其实没太懂专门拍部电影是为什么 剧情也没有实质性的推进 好看还是好看的 等第二季吧🤔️,40,1
欧富贵&LOL,2023-04-14 21:20:45,点映值得！明明都在笑，为什么最后我哭成一个傻逼！啊啊啊啊啊啊！我需要我的姐妹！陈正道好会！！！,50,3
惠子,2023-04-27 15:19:48,外公出场说想吃红烧肉的时候，我就跟Bork说“这老头后面肯定要死”（午夜观影，全场只有我们两个人），果不其然……充满套路化的电影只能证明比《小时代》强上一点，只有结尾没有强行大团圆，相对松弛，这点还算说得过去。以及现摆着张含韵和王菊在，片尾曲为什么要让毛不易这么一个男的来演唱？况且歌曲跟整部片子的调性一点也不搭。对毛不易、周深等承包影视剧OST的声音彻底厌倦。,20,2
守望电影,2023-04-19 00:19:37,三星半。依旧是围绕三姐妹之间友谊来跟着她们找寻自我的故事。其实没看过剧版也不太影响，电影版除了延续剧集的故事和设定之外，也通过巧妙的情节设计让人不会觉得有割裂感，不过还是有些地方太刻意了，比如吵架的安排和红烧肉……开头戏虐《小时代》简直笑死哈哈哈哈哈哈。第二季快一点吧！！！,40,0
孙突然,2023-04-18 00:59:26,对没有看过剧的观众不太友好，不懂她们的感情路怎么形成的，影片也没有讲述一个完整的故事。应该是要拍剧版第二季吧，割一波韭菜。王菊真的好看，笑起来很可爱。,20,2
连城易脆,2023-04-15 15:40:37,"没有看过剧，但是因为一向非常关注大女主电影和女性主义题材的作品，所以即便路演在工作日工作时间遗憾错过，但还是第一时间买了点映场次半夜看完了。

个人还是挺喜欢这部“小妞电影”的，尤其是王菊扮演的夏梦，真的让我超级喜欢，很喜欢这种干练、直爽又幽默、大方且仗义、善良的姑娘，其实我之前甚至都不知道王菊是以什么出道成名的，但是未来她的作品肯定会吸引我更多的关注。

也是因为王菊，电影中的三对情侣我最有感触的就是“夏梦&陆斌”，他俩之间我觉得还是蛮来电的，能让我磕到，而且最能让我感受到爱情的甜蜜，特别是片尾在便利店那场戏，王菊的表演真心不错，把一个内心有苦楚但是又被男朋友安慰到的那种复杂心情演绎地很到位。

只可惜当下这部电影的票房成绩非常不理想，上座率偏低，排片倒挂，感觉剧粉还是局限呀。",40,3
般若多目,2023-04-18 21:50:35,好看，也挺好笑的,50,0
