用户名,评论时间,评论内容,评分,赞同数
水木莲熙,2022-10-06 21:34:53,剧情无脑 逻辑奇怪 冲着深深多加一颗星,30,0
DKyogre,2022-08-04 17:19:10,结尾真的为虐而虐……张文雯真漂亮,20,5
影像作者,2022-08-04 21:31:00,敬前任lol,40,1
大宝没在学习,2023-01-30 20:28:13,crazy，你俩暧昧三年又三年，都同居了还没能确认关系，拍不出来电影不拍也行，没必要在这玩尬的吧。,20,1
Zoe,2022-09-18 22:41:12,如果不是因为怂，这本就是爱情,30,1
cicimelon,2022-08-04 21:46:59,女主堪称绿茶婊的代表，借着争吵将帮扶自己走出低谷的男主从生活中删除，几个月后便与MV更高的异性结婚，甚至还给男主发请柬？这是出于什么动机呢？炫耀，叙旧，还是就图个份子钱？跟去年的《你的婚礼》一样，为自始至终只喜欢女主一人的男主感到不值！,30,4
电影里的Red,2022-09-15 21:48:46,看到了熟悉的特冶楼，激动翻相册却发现一张照片都没来得及留下😭,30,0
下雪的晴天,2022-10-03 13:40:39,男女主没长的嘴都分给里面的这些配角了吧，丽丽的一句“爱就爱恨就恨，磨磨唧唧的”吐槽到精髓了。不过，也侧面说明了两个人不合适吧，有时候错过真的不能说是一件坏的事情，毕竟连第一关都过不了，怎么过后面更多关。,20,0
blablabla🍃,2022-08-06 13:18:00,"支持深深去看的，结果宝子怎么说呢…你们自己去看吧…

看完就觉得很多时候我们都需要勇气…",30,1
漠,2022-08-04 19:18:26,"难得的一部清爽不油腻也不会令人忍不住脚趾抠地的青春片。回忆滤镜大概就是有如此奇效，能把一个在无数个(师)大学生身上发生过的故事变成一段美好的青春童话，甚至过于美好了。Not bad, unexpectedly.",50,4
不羁的風,2022-11-19 20:57:26,什么鬼扯剧情，女主好好的未来被男主搅和了，男主事业有起色了，把女主嚯嚯成底层了，女主血亏。,20,1
胡天柒月,2022-08-06 21:29:45,梓骏导演拍得还是很清新的，长沙也挺好看。,30,0
自然醒,2022-09-14 22:13:58,不是 he 好评,30,0
鱼骨,2022-09-16 12:41:52,周涛说的不错，男主真的傻叉。这片子里女生形象远高于男生，男的要么智商低要么猥琐要么炫富要么劈腿，没一个正常的。李孝谦毫无主角脸，不如演个配角可能比较出彩。校园部分戏还行，女主颜值可以。,20,0
momo,2022-11-24 18:56:20,唉中段开始就变得很烂俗，全是古早的都市言情剧情，但还是有些被戳中，想起了以前的回忆。另外女主有点像高圆圆？戏中状态还可以,40,0
我想吃糖糖呐,2022-08-05 12:46:43,七夕节看两部爱情片，be率100%，我看你们还是嫌结婚率太高了……,40,6
Zack Zhao,2022-09-15 07:48:08,前半段马马虎虎还能看看，后面啥玩意啊瞎编，墨迹，拧巴,20,0
熊掌与安又琪,2022-08-08 15:42:10,一个“娶”字，耽误了多少真爱,20,0
皆可,2022-11-13 21:39:55,尬的我抠出来三室一厅，这玩意怎么能比我要我们在一起高零点一分啊我天，这指定是导演梦中意淫出来的玩意吧，两个人这就产生感情了？这就分手了？住在一起这么久了感情都这么脆弱吗？！跟这种男的在一起真tm累啊，哦对了看这片子完全是因为这导演和我一个舍友名字一样…,20,0
大浩Colen,2022-08-04 14:46:08,测速仪算命，声控灯遮羞，青春是爱情的草稿纸。撸串嗦粉，唱K抓嫖，浪漫是青春的缩略图。,30,3
Lucifer,2022-08-11 18:20:09,以为是烂片，结果居然还行。本来为着深深的歌去的，结果歌出现得好少😂,30,2
悟饭婆婆,2022-10-23 22:19:38,青春电影经历了车祸、出轨、打胎的大起大落之后，退回到了异地、误会、拧巴这些关于爱情本身的议题，但无论怎么小心谨慎，这种类型片似乎都不再有什么起色。也许像我这等年轻人是真的搞不动如何恋爱了，博士毕业都无法留校，哪里顾得上共情女主因为误当第三者而主动辞去校职。,30,0
郭小鸟👿,2022-10-19 14:19:28,谁能拒绝一个，给生活带来阳光的人啊。哪怕只是曾经，也足够了。男主像极了我的某位故人，所以看电影的倍速也调慢了一点。,30,0
🌈大灵铲屎官,2022-08-10 22:09:09,烂片！,10,2
鹿熊,2022-08-04 23:31:29,演员表现都很好，故事情节也有意思，很真实，所以会感到有一些平淡了,40,1
墨,2022-09-26 23:14:41,比预料中的要好一些，不管你相信不相信男生的怂，但是现实生活中在上学的时候真的有这种男生，莫名的有几个点有被戳到，关注了导演拍的另一部，有时间会去看看,30,1
李元度,2022-10-07 11:32:02,导演把自己感动得热泪盈眶，路人着实尴尬五分钟关闭，可怕。韩剧至少还有音乐和浪漫的镜头，情节夸张点也不违和。,10,3
安文生,2022-08-04 18:14:02,有这么傻的男生吗？互有好感，同居一室那么久了，还不推进关系？,30,2
瓜瓜,2022-10-03 01:53:04,饭桶男主 十分钟结局了 忍不住先来骂一句,50,3
山姆文森特,2022-08-05 11:20:18,"胆小的许一，把爱情当做友情。
遇到过人生太多起落的高晓楠，则经历了、也看透了太多爱情。
两人相爱，却因为一方不够勇敢，把另一方当作朋友，他们的样子像极了爱情，但又永远不是爱情。
青葱岁月，每个人都用一个华丽的盘子盛着各式各样的菜肴。许一装着的是那一份“傻”、幼稚，而又执着，以及遗憾；高晓楠装着的是成熟、伤痛，以及对安全感的渴望。两人终没能走到一起，却也以另外一种方式留在了回忆中，在那个回忆里，许一第一次买整捧花给女生。
全片整体叙事真实自然，一些镜头和小细节的设计还是挺有想法的。",40,3
玉娇龙,2022-09-19 00:38:05,感觉这是一部很多年后回头看会觉得是遗珠的片子，看得出狗哥努力想做多一些个人色彩的东西,30,0
不徐,2022-12-08 16:57:34,有李孝谦滤镜也尬得看不完啊啊,20,0
多冰美式,2022-09-14 21:31:03,我爱你妈卖麻花儿情…,20,1
24岁，是影评人,2023-01-20 23:44:33,"前半段和后半段是一个人导的吗（恼）

看前一个小时：认真笔记如下——
剪辑能突出喜剧感（也擅长领先观众），本身喜剧感也超强
戏剧设计也擅长领先观众，如，男主想半天居然真的发送了问候短信而不是套路地隐忍删掉，就在突然发送的一刹那，女主突然意外地赶回来
剪辑利索不多余【发现赞助人是许一，马上切走】
解构男性自尊的台词设计
内嵌“反家暴”广告，“做更勇敢的自己”台词没拉胯
40min第一次破功，开始爱情片“固定节目”，略生硬
但50min上演固定节目后马上又解构了一下【女孩问男孩喜欢什么样的女孩】
55min开始有点矫情的饭桌戏，但收尾还设计了个节奏——先前景纱布，后突然被压很大声
危机事件骑车摔倒罕见得用了长镜头

——这绝不是一部简单平庸的国产爱情片！
看后一个小时：我感觉，全都回来了（悲）",-t,0
鸟倦飞,2022-08-06 23:39:45,如果能勇敢一点 如果能放下自己的自尊一点，如果能够不错过那些时机,30,0
罗罗车仔面,2022-08-04 15:34:40,超出我预期的青春爱情电影，特别是前半部分，很有意思的拉扯感。两位演员的演技都挺自然的，化学反应也很好。让我对国内的爱情片又多了一点改观吧。,40,6
倾蕙宁,2022-12-14 16:55:46,像女生说的：男生太怂了。俩人都住一起了，却连手都没牵过呢！唉。既然何俊都在医院里能照顾好女主了，还让男主从北京飞回来干什么呢！？林俊毅比男主好看。女主长得跟沈月好像啊。,-t,0
有时间就看电影,2022-10-22 00:37:11,妹子还行可是没什么意思的。,20,0
☞蒙奇D阿辉☜,2023-03-28 22:32:27,男女之间没有纯友谊,50,0
老道,2022-11-06 14:06:20,爱很简单，人会长大，世界会变复杂,40,0
我住在26楼,2022-12-08 15:51:23,"2009年的长沙还没有7-11。
不过师大的堕落街还在。
男主的经历让我想到之前在湖南经视的刘同出现在娱乐新闻中。",40,0
kinkin,2022-09-18 02:02:58,男女主都像日本的演员，男主笑起来真的冒傻气，女主像长泽雅美，演员虽然没听过，也只是冲着简介就看了，没想到竟然让我在半夜一下子看完了。真的很让人唏嘘，每次都差那么一点就会变成另一种关系了，可总是阴差阳错，最后有点致敬《那些年》，总之还是挺真实的，那些不计较后果得失的全心全意对别人好真的在年轻时有过，感同身受,50,0
小有™,2022-09-18 23:15:58,故事细节丰富，表演自然，只是剧情有点虐心，男主角太怂了。,40,0
申报记者何书桓,2023-04-20 11:10:23,刚看完出来，没给我气死。年初的情人节档到今天的情人节档，青春系的爱情片全军覆没，没一部能看的，光线倒是从不缺席。,10,0
Sincerely.,2022-09-21 14:19:48,"你们的样子像极了大冤种
观众看这部电影的样子也好像大冤种",20,0
无复烟火,2022-10-20 21:32:05,青春疼痛文学，女主已经够勇敢了。男主上升期觉得自己趁人之危，平台期觉得自己力有不逮，下降期直接堕入尘埃，这种优柔寡断的性格，就应该孤苦一生不是吗,30,2
好运连连,2022-09-17 00:02:49,此类电影在前半段永远拍得极好，后面总能狗血到wtf，我们其实一直在失去，只不过年轻时的我们觉得那些东西可以一直存在，20岁真好，但想要永远都没有,30,0
太阳186,2022-09-22 01:12:25,虽然有遗憾的剧情才更容易被大家记住，但我更希望能来个大圆满，这样大家走出影院才会有200%的力量，去面对自己真正的爱情。,40,1
Futako,2022-09-25 19:02:10,没有高分的话，我就给5分，虽然还是传统老掉牙的剧情，但每每观影之中的时候却依旧回忆满满，可能是已经过了那个时光，所以还是觉得很美好。。。不管有没有结局，,50,2
Cherryzz21,2022-08-15 18:53:30,剧情狗血到没法看,10,4
荒,2022-09-30 13:01:13,青春的大多数遗憾都是因为不敢勇敢吧,40,2
白马窃玉,2022-09-17 03:20:21,你没那么爱她，你不过是自我感动罢了。爱情不需要那么多预设和安排，但不能没有冲动。,20,0
qiaoqiaoke,2022-11-03 00:55:27,男闺蜜做自己的伴娘，这也许是最好的结局。,40,0
墙井怒欺大西几,2022-08-04 15:51:58,值得静下来的时候再看一遍，很吃女主的颜，非常虐，非常清春，非常美好,40,4
紫色小影,2022-08-06 20:08:26,前半段其实还可以，但后面非常离谱，我不明白男主为什么那么怂，主创说因为男主觉得自己不能趁人之危，后面情敌出现了又认为情敌才更适合女主。我明白了，就是男生彻底的不负责任和自我感动。,20,0
暖洋洋的小暖,2022-10-07 02:21:29,女主美,-t,0
CobraCB,2022-10-10 20:03:58,仍然是常见的基调，不过也变相证明了即使没有大流量加持也可以拍足以及格的青春爱情片，至少比一堆三十多岁的老脸装大学生真诚多了。,30,1
蒋小皮同学,2022-08-05 17:32:02,还阔以，听了原版剪辑后，会觉得啊好可惜，明明可以更好的！火车上那段挺戳我的。,30,1
Yahto,2022-09-16 19:57:17,6.2/10，怂的过于真实，不过女主还挺好看的。,30,0
Harvey0077,2022-09-20 01:14:44,不得不说，至少，这部没有像同类片中那种凑时长 滥竽充数的人物和情节，而且，镜头语言也还不错，没有瞎用BGM，而且，演员演技非常好，女主还是网红出身，演技看着很舒服，导演厉害。但是缺点也很明显，比如情节太公式，不自然，以及一个硬不起来的男主……,30,0
张无情,2022-11-12 22:49:53,你们的样子像极了傻篮子。,10,0
小刀大神,2023-03-15 00:10:18,情节太碎了，衔接和剪辑都一般，演员演技不行，但三个女生都挺好看的。如果是个好结局还能给三星。,20,0
蒿艾离离,2022-09-23 01:11:54,爱，就该说出口……心智不成熟,20,0
你这样无意义哦,2022-10-30 16:06:10,这种内耗式明恋，就是所有人都知道你俩互相喜欢，包括你俩，但就是不敢情侣干的事，怼到一起没办法了，就互相暴力沟通。明知道，但就不，是这种青春伤痛片自找苦吃的唯一存在方式。俩人没一个人做对方希望的事，这是成年感情和非成年感情唯一分界线，导演啊导演，文艺男式内耗的典型,20,0
灵灵零,2022-08-04 21:18:27,"前一个小时的笑点和甜点我都get到了！但是后期剧情太牵强，这样子的两个人强行煽情be我不能接受！所有的虐点都没有虐到我，只是为剧本感到尴尬！人到底要多相爱多互相关心才能在一起呢？都这样了，还差那一句表白吗？两个成年人都有工作如果度过了整个青春还有决心在一起哪有这么困难呢？
然后周深拿着世界上最甜美阳光的笑容说自己演了个毒舌高冷大明星？不是吧不是吧，他平时微博怼粉和采访都比电影里的强好吗[单身狗]请给我高冷A酷的深总好吗[单身狗]求求了[单身狗]而且一个镜头都没有比放出来的花絮多呢[单身狗]
还有抱歉啦虽然周深好听但是歌本身我也没有很get到呢[苦涩]也许这就是大龄青年的泪水不好被赚到吧[苦涩]糖可以砸死我但是虐呵呵不为所动[感冒][/cp]",30,1
梦中吟,2022-11-09 13:06:16,蛮不错的，恋爱未满友达以上，男生太怂了，果然在爱情里一般都是女生比较勇敢点。,30,0
emma,2022-10-01 00:49:20,"恋人未满，友人以上。不过这里不仅仅是crush这么简单。本以为迫不得已的“开房”后便可以在一起，却因为他的“自卑”，她的“骄傲”，错过了。本以为追上了火车便可以在一起，却因为他的“无从谈起”，她的“不敢触碰”，错过了。本以为停电的那几分钟后便可以在一起，却因为他的“不得志”，她的“嗫喏”，错过了。
一次次的错过，这也就是年轻时候的我们会做的。岁数大了，想开了放开了，才发觉，那时候，自己还是怂了。
片子选的男女主配都很不错，算是新人演员，虽略生涩，但符合角色的新鲜和稚嫩。
国产爱情片，基本没有及格的前提下，四星以资鼓励。",40,2
别说多情好,2022-10-08 02:58:01,电影还是值得看看的，总体来说还算是比较满意，故事说圆了，但其中有一些牵强之处。最可恨的是男主角怂货，始终不肯跨出一步，给女友一个明确的身份，导致最终错过的。,30,0
annie姐,2022-08-04 21:13:04,比「遇见你」失败的要好一点点程度，国产爱情片再不加油就真是烂片。七夕节放出来的爱情电影be的无理取闹，做作。避雷。,20,4
薛定谔的猫,2023-02-05 14:56:16,“你问我爱情是什么，我觉得是本能和选择。”或许爱情是一种懂也做不好的事情，有时候你以为幸福是你能给对方你想给的，但实际上是你能给对方想要的。爱不是一味的付出，道德式的自我感动。,30,0
麻子,2022-09-22 23:26:39,小心眼的男主，把一手好牌打的稀烂。致那些年，我们错过的女孩。,40,1
冷漠大王,2023-01-30 18:19:44,为了看母校的取景，看过了。女主还是很美，初恋脸。,20,0
Ann,2022-08-07 14:50:05,剧情太烂，实在对不起我去电影院看。。。。,10,8
苏烨也,2022-10-06 15:25:27,两颗星都是给周深的🤷,20,0
行至水深处,2022-09-25 17:59:39,《那些年》的翻版。年少的倔强，谁又能够逾越，谁先转身谁就输，谁先认错谁就输。可是，转身或认错，又真的那么重要吗？一转身，就是一世，两个人分道扬镳的一生。,30,0
balala,2022-08-05 10:47:20,"作为在长沙实习的编导生有实实在在代入了
希望这样题材的电影可以再多些
感情线的剧情…
害随便吧",30,1
漆雕温度+,2022-09-17 22:10:52,明明就是爱情未进婚姻，还说像，像个婚姻不得了,20,0
小佩,2022-09-18 09:24:42,扎心,40,0
"金子,、",2022-09-29 22:17:29,比预想好看，超出我的预期，女主颜值也很高,40,2
skyandstar,2022-08-04 21:27:25,无中二，不少年。,30,0
任可,2022-09-15 16:50:08,始终觉得打2星有点亏，毕竟还是有诚意的，很用心。男女主也都是好看的,30,0
梨之雀静,2022-09-15 23:17:50,又是一个爱你在心口难开的故事。整体还行的，没有想象中那么差，连我这个不喜欢看青春片的人都看进去了。遗憾的是从长沙同居那段开始彻头彻尾地崩坏，男女主都丧失了基本的人物和情感逻辑。不过，我还是能够理解男主的，或许我就是他那类的人吧。看着评论区里这么多人喷男主怂，我想，人类的悲欢大概并不相通吧。,30,0
漫漫长路,2022-10-03 15:08:43,片名扣一分，0分！,10,0
天才小猫崔然竣,2022-09-16 19:11:57,像极了爱情的是阿香和丽丽。男主真有够没种的 就尼玛活该。光线赶紧倒闭吧 别再拍这种无病呻吟矫揉造作的青春疼痛大礼包恶心人了。女主如果真是80咖的话那这电影就更ex了趁早抬走吧。,20,0
Neil,2022-09-25 13:40:05,看完不生气吗？？？虽然不是青春故意疼痛文学，但这电影着实是：青春故意遗憾的电影！！！！越看越生气！,30,0
布拉格的lisa,2022-08-07 13:21:09,一部青春片，居然看哭了。片名让人不想看，但确实很不错，演员、故事都很棒，有些情节确实触动，可能就这样触发了青春时光的心弦，也说不出具体哪一块，就是经历过那个年龄，会有共鸣，会有遗憾，会有甜有伤。 “对面那栋楼，明年带你看真正的阳光。”现实的挫折与想象的激进冲突后，我们情绪会有波澜，但青春的盘子，颓废又怎样，自己经历的，好坏都是自己独有的故事。,50,2
普蓝深红,2022-10-11 19:10:10,这才是纯真年代！一去不复返！结尾很现实，但其实是不可挽回的错误！爱情就是皇冠上的明珠，从没变过！,50,1
GYYyyszbd,2022-09-30 08:25:11,20220927 男主太幼稚太自卑了，两个人但凡有一个直接说出来也不至于…但他们都已经住在一个屋檐下了，真的培养不出明显的感情嘛，感觉有点扯，还有那个女三，真的好绿茶…不过主要还是男主幼稚，不会拒绝吗？不是什么饭都可以一群人一起吃的…,20,1
电影怪客,2023-02-22 20:56:02,差两点就成好片了,30,0
poet消逝的我们,2023-04-15 00:04:59,我明白这片名的意思了，是像极了爱情，但不是爱情，我说为啥爱一个女孩最后就是为了给她当伴娘呢，可能这就是纯爱战士吧,30,0
桃李春风换杯酒,2022-11-05 07:46:57,#2022084#没有名导没有著名演员，反而作品出乎意料。,40,2
蓓逸mia,2022-08-07 23:46:01,参与了七个城市的路演，虽然有的场次反响平平，但还是在更多人脸上读到了动容与感慨。依稀记得第一次看爱情的时候满脸写着拒绝，然后在影院里哭了三次，笑了无数次，最直观的情绪不会骗我的。虽说还是沿用了光线青春爱情片的老套故事框架，但是能看到更多具有挑战的部分，譬如启用的新人演员，还有那句始终没来得及说出口的爱情，在现如今的速食时代显得尤为珍贵。当视角更替，看到许一对高晓楠的默默守护与爱，本来狗血的结局有了不同意味，满足我个人的观影感受，应该也有人与我感同身受。,50,2
孤独患者,2022-11-01 22:50:35,女主好漂亮，但是剧情给血压都看高了。,30,2
浅语,2022-10-08 16:59:25,"如果我是高晓楠，我也绝对绝对不会选择许一！再等等，再等等，人生能有多少青春？
相比而言男二和女二那对真的哪哪哪儿都超棒👍🏻",30,1
慕思唐,2022-11-02 23:00:10,两个小时诠释什么叫“揣着明白装糊涂”…,20,0
茶涤纶,2022-08-05 23:29:12,雨少下一点，背景虚化少一点。,30,0
青衫仗剑,2022-09-21 20:13:53,前半段大学时光还挺有趣的，后半段从住酒店起就开始胡编乱造了。,30,0
