用户名,评论时间,评论内容,评分,赞同数
NineTS,2023-04-30 08:42:29,总体来说很好看的电影，演技也都不错，让我们能了解到试飞员这个职业，好像是头一次看到以试飞员为主角的电影，他们走在开飞机的起点，用生命和责任去保证飞机的安全，这是一个伟大的职业，需要强大的使命感和责任感，每次看到试飞的画面，一半心情是激动，一半心情是紧张。有笑点，也有泪点，值得一看。,40,471
Augenstern,2023-04-30 08:50:11,真的巨巨巨好看,50,452
HK,2023-04-28 14:29:47,以飞机试飞作为题材的主旋律电影，确实比较新颖。男演员选角方面还是一位实力派男演员和一位有流量有颜值的明星，让一部主旋律电影能吸引更多群众。剧情我就不透露太多，这样的电影必然有牺牲，吸引泪点。,50,2269
午夜米兰,2023-05-10 20:29:27,还挺燃的。爱情戏真的没必要。,40,0
佚名,2023-05-10 23:47:46,二刷了，我忘记了他是王一博，我只看到了雷宇！,50,3
芒果冰🌈,2023-05-04 11:53:36,不错，王一博命好啊，能拍这么好的电影,50,73
金豆豆小朋友,2023-04-28 14:31:18,歼20看完电影我真的只有一种感觉，为什么要让我在而立之年看到这部电影！我要是再年轻个20岁，我高低的去试试这个职业，希望我们的英雄们每一次都能起落平安,50,2965
技安,2023-05-11 09:01:47,整体还不错,40,0
💫,2023-04-28 14:30:01,真的挺好看的，前半段有很多笑点，一群年轻人在一起追梦的感觉真好，后半段泪点过于密集，真的，试飞员太不容易了，致敬中国空军，致敬试飞员！,50,2143
午夜精灵bx,2023-05-04 13:47:34,整部影片看完了以后，我的感受是很惊艳，很震撼，全程有笑点，也有泪点，祖国的强大，人民的安康，是多少英雄拿命换来的，非常感动。,50,90
夏夏夏夏h,2023-05-11 01:40:52,不能过分渲染，有些场景比较降智,20,14
花兮兮,2023-05-11 00:25:40,简单的励志片，故事完整，节奏可以。,30,0
守护你的执着,2023-04-30 08:57:27,试飞员真的是一个伟大的群体，导演的叙事能力很不错，故事紧凑节奏也很好，看得出来很爱战斗机，空战的部分很燃，演员演技很棒，特别表扬王一博，和无名完全又是不一样的角色，完全不违和。整体来说又搞笑又燃还感动，是部高分电影。,50,1139
Tower_张,2023-05-10 23:32:15,英雄类的电影看的太多，剧情都已经可以猜到八九不离十了,30,0
Glockie,2023-04-30 15:58:24,这是我国首部以试飞员为主的电影，里面的很多内容让我们感受到我们国家试飞员的艰苦刻苦，为了我国的航空事业付出了伟大贡献，像我国伟大的所有试飞员致敬！祝电影票房大卖！,50,797
Octoberwinds,2023-04-28 15:01:00,久久不能平静，震撼、热血、真诚、感人这些好像都不足以形容。全网零差评这个说法，我现在信了，真的好看。,50,2913
栗子木马木马,2023-04-30 16:31:06,整体上来说，值得一看。,40,153
板本板,2023-05-10 17:59:46,画面真的很震撼！看得我整个热血澎湃！特别是从张挺牺牲开始，就止不住地流泪，加上最后原型们的音频，很感谢前辈们的付出，致敬😭,50,11
糖栗,2023-05-10 18:26:27,意外的还挺好看 胡军骗我眼泪,40,5
已消失,2023-04-30 09:00:23,各位，我没带纸巾是最大的失误，涕泗横流哭得很丑。故事剧情没毛病，没有开金手指完美人设的主角，雷宇恃才傲物是因为有资本，但年轻气盛也是他屡屡受挫的原因。“第一代试飞员是勇气型，第二代是技术型，第三代得是专业型。”试飞小队的成员都在成长，从嘴炮搞笑男变得惺惺相惜，技术不断提升的同时，彼此的误解也在并肩作战后解决。从电影里可以看到我们国家过去收到的冷眼和欺辱，到后来自主研发隐形战机的胜利，没有办法不感动，也没有办法不自豪。超强推荐！,50,602
乖孙子,2023-05-08 19:23:45,非常喜欢此类题材。,50,110
晨光熹微,2023-05-11 09:31:27,整部电影的剧情都是为了突出男主的形象，丝毫不顾忌剧情里很多不符合常理的情节。胡军是唯一的亮点，其它主演还是踏踏实实的好好磨练演技吧,10,5
鱼爱美丽,2023-05-11 09:21:27,"看了电影，了解到试飞员这个职业
在前线大战的军人，背后不仅有试飞员，有guo家作为强有力后盾
是信念，不愿输的信念
要自强自大
这电影前面还算轻松氛围，中间还是让人泪目了
雷宇和队长试飞的失误，却让他有新的发现，有时候失败是一种经验，后面和邓放试飞时，他终于独挡一面，试出成功的发动机
电影里面有个对话：
功成不必在我
功成必定有我
~致敬默默付出的人",40,0
茉清,2023-04-28 14:30:35,长空之王，电影特别好看，战斗机呼呼飞，效果炸裂。笑的时候是真的觉得好笑，哭的时候，又真的是感动！五一值得看！特别要向英雄试飞员致敬！,50,1068
豆友_Trc8covL8,2023-04-30 10:20:30,喜欢王一博,50,332
毛豆豆,2023-04-30 08:53:47,燃爆了,50,682
Last wilds,2023-05-03 21:52:26,下次，下次一定会飞得更高的。,50,252
尘世漂浮,2023-05-04 13:47:45,前后两段关于飞机试飞时的都挺燃的，整个剧情也有一些小幽默，不过中间大段的硬煽情有点无趣了，就是观众都能猜到…就不太合适了…,30,24
木有鱼丸,2023-05-10 20:32:14,"祖国终将记住那些奉献于祖国的人，祖国终将选择那些忠诚于祖国的人！
所以哪有什么岁月静好，只不过是有人在替我们负重前行，所以才有得我们这万家灯火！
致敬所有为了守护祖国而牺牲的英雄！
感谢长空之王让我了解到蓝天守护者！",50,3
每天都很困,2023-05-11 00:46:28,要写好命题作文其实并不容易，作为新人导演新人演员，我觉得是成功的。,50,7
点缀,2023-05-03 00:27:57,期待王一博的长空之王,-t,5
yuyelizi,2023-05-11 00:27:04,看完之后会留在心里一点位置的电影。想到那些生动的人们的脸庞，就会不自觉微笑起来。导演的第一部作品能够如此，已经很让人惊喜了。,40,1
柠檬精,2023-04-29 18:50:01,呜呜呜呜另一场宇,50,388
momo,2023-05-04 11:51:05,题材不错，电影完成度可以，但是有些没必要的东西比如感情线，有些很尬的台词，有些特效很假，明明可以实景拍摄，演员演技合格，比预期好看,40,62
吹个泡泡,2023-05-10 22:13:00,打开了新职业影片，宣传片效果。,30,0
是下雪天吧,2023-05-11 01:18:41,整体剧情很燃，就是队长死的有点突然，且王一博的感情戏有点莫名其妙,40,1
dolphinliuna,2023-04-29 18:32:14,未接触过的题材，期待,50,352
天生烦,2023-05-11 09:10:18,感情戏和饭桌上的很典的中式家庭饭桌的矛盾都是很累赘 很没必要的存在,30,0
江北,2023-05-04 13:47:23,昨天上午朋友带小孩看完之后力推，下午就去看了，好看，位子太偏了，看不过瘾，今天中午正好去看了第二遍,50,315
一帆丰顺,2023-04-28 12:24:48,好看,50,1928
郫县早日崩塌,2023-04-28 14:57:06,刚从影院出来 很燃 很爽 最后彩蛋很好哭 希望多点这种不纯说教的电影 适合带孩子观看 让他们了解试飞员这个行业 以及祖国的强大和伟大,50,674
豆豆,2023-04-30 08:45:00,长空之王真是又燃又炸有笑点有泪点有情怀的好电影，而且音效特别好，简直爽翻了天灵盖，演员演技特别出色，演出了试飞员英雄无畏不怕牺牲的精神，演出了中华好男儿的精气神。看我们的歼-20飞翔蓝天守护华夏，真的特别感动。电影老少皆宜，适合全家一起去看，是非常难得的适合国防教育的大片，可以满足各个年龄段的观影需求,50,731
Royal慢慢看,2023-05-10 23:49:09,老套的剧情，卖着科技强国，自主研发的爱国情怀，虽心里猜出剧情走向，却依旧抵不住现实中那些巾帼试飞英雄们的置生死度外，前赴后继为伟大事业拼尽全力意外牺牲而淌下的热泪,30,1
废品回收站,2023-05-11 00:20:37,算是这类型电影了推荐的了，我以为会没有什么看点，但在电影院的时候发现很多镜头其实是很震撼的。,30,0
麻烦改下文案,2023-04-28 14:58:23,出乎意料的好看 剧本很成熟 空戏特别特别特别好 紧张刺激 倒数第二段的空戏没忍住卧槽出声,50,2529
风起,2023-05-04 11:53:20,超级好看，全家一起看的！我小侄子喊着还要再看一次！,50,60
七月在野,2023-05-11 09:44:33,挺好看的，张大队死的时候很感人,40,0
无敌溜达🐤,2023-05-10 22:56:16,作为主旋律电影来说，可食用性良好，父母不支持那段稍微显得太老套了，其他部分都不错，军事常识部分陪看业内人士说🉑，还要什么自行车呢？,50,2
肆🦆！,2023-04-30 15:56:31,整个故事很完整，也很写实，虽然不了解各种飞机机型及各种术语，俗话说外行人看热闹，也充分感受出了整个中国航天发展的艰难，或者说每个行业都如此，不断有人试错，才能有如今的进步～,50,448
豆友hCtsTn9xkQ,2023-05-11 00:21:01,很赞！推荐！作为新人，这演技很不错了,50,6
懒得鸟你,2023-04-28 14:57:22,我们在看这部电影的时候，看到的是试飞员的牺牲精神，和高超的飞行技术以及对飞行事业的执着和坚持，致敬勇敢的试飞员们！,50,524
Ehab,2023-05-10 23:44:04,后面节奏有点慢了,30,0
萌神辣辣,2023-04-30 08:53:18,好看,50,267
ZKL,2023-05-01 09:12:19,歼20，试飞员，想想都热血沸腾,50,164
萝卜同学,2023-05-10 19:55:21,真的是很普通的剧情，一开头就知道百分百猜到了后面的剧情，当然热血的地方还是看了觉得热血，鼻酸的地方也还是鼻酸，但是这种毫无出乎意料的俗套情节和主角在队里肆意任性还能这样就真的很一般～,30,1
杰茜,2023-04-28 14:58:45,关于试飞员的电影国内几乎没有，拍成这样挺满意了。拿生命在飞的一个群体，值得敬佩！雷宇好帅！那几段英文太燃了啊！,50,2393
月亮上的坑,2023-05-08 23:55:44,我觉得吧，期待都是值得的,50,7
意欢,2023-05-04 11:58:48,长空之王真的很绝，在IMAX厅看的，这个影厅设施算是很不错的啦，不知道具体有几个音箱，但是声音非常立体，很沉浸，画面非常清晰，屏幕也很大，挺亮的，有几个画面那个飞机划过西北的天空，就觉得超级震撼，身临其境的感觉吧，好像在我脸上划过去的一样。电影各种激烈的镜头IMAX都表现的很好，是一次完美的观影体验，一般的厅绝对比不了。#IMAX励剑蓝天,50,58
Lammmin,2023-04-30 08:59:33,叙述完整，演技在线！,50,879
喂猪小能手,2023-04-28 13:43:12,空军题材,50,846
豆友小蜜蜂,2023-04-28 20:28:34,王一博无条件支持你一定要看长空之王,50,311
momo,2023-04-29 00:14:57,期待王一博,50,241
yibo,2023-05-05 02:26:38,想看很期待,50,36
马三炮,2023-05-04 13:54:05,配乐很好，故事情节合理没有过分强调主角光环，画面质感很好,50,313
等等,2023-05-10 17:07:48,惊喜电影。整体节奏出人意料，值得一看。,40,1
狮子实,2023-05-01 01:13:41,喜欢这种题材，能够更加了解到一些专业领域的东西。想见识一下空军的飞机纤20,50,113
luminger,2023-05-10 19:47:13,现实比电影里更惨烈吧，剧本本该再好好打磨一下，这么英雄的试飞飞行员应该让更多的人看到。另：男女主互动的情节有点多余。,30,0
拈花一笑,2023-04-29 02:27:47,"万万没想到，导演真不爱废话，一上来就是好多飞机咻咻咻！看得好爽！我两边的大姐好激动（观影素质也比较差），不过幸好片子音效很屌。
前小半部分很好玩很轻松，后半部分特别惊险刺激！我朋友还费了两张纸巾。
那些试飞员是真的用血肉在拼，因为外国是联合研究的，我们就靠自己研究，也只能用自己的身体去试出故障和极限，他们比空难去得更孤独……英雄们，让人敬佩，又忍不住流泪。
最后，我会永远记住试飞员！",50,37
小女子喜欢西瓜,2023-05-10 20:46:13,"幸好我们雷宇有主角光环，现实的走向就是影片后很多的“我已无法返航” 
在此之前我不知道有试飞员这个职业，想到最后那段语音，都是真实存在的人啊，倒没有哭，就是觉得，世上有很多人在不知道的角落里守护着什么，相信着什么。",40,5
Outsider,2023-05-04 14:18:44,难看,10,181
一号一zhang,2023-04-28 14:59:48,刚看完从影院出来，虽然说“有笑有泪”这个词被电影圈用烂了，但本片确确实实就是这个基调。讲述试飞员雷宇的成长史，从一线飞行员的骄傲自负，到被试飞的危险吓到认怂，到亲手包伞逐渐了解试飞行业，再到大队长的牺牲，都激励着雷宇不断前进、向死而生。后期一燃到底，心反复提起，又紧张又燃，可冲！ps.有很多飞机上的视角，很美很刺激！,50,4093
怀里的猫33,2023-05-11 00:59:55,很感人在电影院哭的惨了 感觉这部电影的意义已经大于了电影本身 之前完全不了解战斗机飞行员还要试飞员这种特殊职业感觉离我们很遥远 看完才知道原来有这么多伟大的英雄 电影里的战斗机也好酷 飞行员也好帅好帅 太喜欢这部电影了 但是要吐槽一下里面和医生感情线很没必要,50,5
Lzy_2005,2023-04-28 14:58:58,"今早起来去看九点场的长空之王，太燃，太热血了，让我了解了我们祖国试飞员这一群体，向你们致敬，也向中国军人致敬，感谢你们的贡献，才有我们美好的生活。战斗机的每次升空都是我们的骄傲，我们的自豪，中国人民是你们身后的僚机，让你们遨翔蓝天，一飞冲天。
五一假期请带上家人小孩朋友看电影长空之王，绝对值得。",50,1993
candy,2023-04-30 15:56:50,震撼人心，特别值得一看！,50,463
豆友227024319,2023-04-28 14:31:03,张铤牺牲那里 他儿子叫爸爸 哎 泪崩,50,869
Cc._.,2023-04-30 08:54:21,看完了非常好看，画面酷炫，声效逼真，剧情幽默感人，适合个年龄段去观看，热血沸腾呀。一定要带小朋友去看一下，希望他们能了解空军飞行员和试飞员这份神圣的工作，喜欢上喜欢上大飞机和飞行员这份职业。,50,1007
Aria,2023-05-11 01:48:22,后半段看不太进去，只喜欢看空中戏,30,1
小莹～,2023-05-10 23:46:23,哪有什么岁月静好，是有人替我们负重前行。,40,3
