1,16,14,1,13,0,8,1,1,1,0,1,13,2,13,17,12,11,9,1,124,4,2,1
0,14,14,0,16,0,20,0,0,0,9,1,11,3,14,18,14,14,14,0,79,1,1,1
1,13,12,0,14,0,10,1,1,1,3,1,10,3,13,18,14,9,12,1,87,1,1,1
0,7,6,62,9,1,10,0,0,1,12,1,10,2,10,11,11,6,6,0,136,1,1,1
1,15,12,0,14,0,15,1,1,1,1,0,14,3,13,16,14,9,16,1,97,1,1,1
0,14,13,3,11,0,11,0,0,0,7,1,10,3,11,18,15,9,15,0,73,1,1,1
0,16,15,0,12,0,15,0,0,0,4,1,12,2,13,19,16,11,11,1,136,1,1,1
1,16,16,2,12,0,8,1,1,1,0,0,12,2,10,11,12,7,16,1,74,1,1,1
1,12,11,0,11,0,14,1,1,1,2,0,9,3,10,17,14,11,15,1,136,1,2,1
1,10,9,0,12,0,14,1,0,0,6,1,10,3,13,11,14,8,11,0,71,1,1,1
0,11,5,61,7,0,10,1,0,1,1,0,7,3,8,7,7,7,8,0,136,1,2,1
1,13,9,0,7,0,6,1,1,1,1,1,9,3,8,19,14,10,12,1,78,1,1,1
1,12,8,0,12,0,13,1,1,1,1,1,12,3,10,13,12,10,11,1,136,1,1,1
0,10,9,0,11,0,14,1,1,1,0,1,9,3,11,15,12,12,11,1,136,1,2,1
1,14,8,0,11,0,10,1,1,1,0,1,11,2,10,17,11,11,13,1,67,1,2,1
0.5,8,8,24,8,0,10,0.49,0.44,0.47,12,0.47,8,2,8,10,8,8,8,0.5,128,1,1,1
0,9,6,5,13,0,15,0,1,1,0,1,11,3,13,16,13,12,13,0,72,2,2,1
1,11,8,2,11,0,10,1,1,1,0,1,8,3,9,13,8,9,12,0,74,1,1,1
1,15,8,0,9,0,17,1,1,1,0,0,10,3,9,15,12,11,10,1,68,1,2,1
1,9,9,11,12,0,19,0,0,1,1,1,11,2,8,16,15,11,9,1,79,1,1,1
1,14,8,5,8,0,10,1,1,1,0,0,12,1,13,12,14,9,12,1,69,3,2,1
0,7,9,0,9,0,10,1,1,1,3,1,9,2,10,10,12,8,9,1,126,1,2,1
1,8,6,0,13,0,8,1,1,1,0,1,7,3,9,17,14,9,13,0,71,1,2,1
0,15,5,1,14,0,18,0,0,0,12,0,9,3,10,20,14,14,12,0,98,1,1,1
1,9,10,0,11,0,16,1,0,0,0,1,12,3,13,13,15,9,10,1,107,1,1,1
1,8,8,0,9,0,12,1,0,1,11,0,8,3,9,13,11,9,12,1,74,1,1,1
1,11,9,0,15,0,13,1,1,1,0,0,9,2,12,12,13,6,8,0,132,1,1,1
1,13,9,0,9,0,16,1,0,0,5,1,11,1,10,13,14,13,14,1,107,1,1,1
1,8,8,1,12,0,17,1,0,1,2,1,11,2,10,15,10,12,12,0,101,1,2,1
0,16,8,0,14,0,13,0,0,0,0,1,11,3,7,18,15,13,11,1,57,3,2,1
0,12,5,2,14,0,14,1,1,1,0,1,9,1,8,16,13,12,14,1,97,1,1,1
0,13,7,2,12,0,12,0,0,0,3,1,8,3,9,12,13,12,15,0,75,1,2,1
1,9,11,0,10,0,14,1,1,1,1,0,8,2,9,12,11,10,9,1,136,1,1,1
0,16,8,6,12,0,12,0,0,0,1,0,9,3,15,18,14,10,13,0,105,1,2,1
0,11,10,0,14,0,10,0,0,0,0,1,12,1,13,18,15,13,13,1,78,2,2,1
1,11,6,0,11,0,15,1,1,1,0,0,9,3,8,12,10,12,10,0,65,1,1,1
1,7,6,0,11,0,11,0,0,1,6,0,11,2,11,12,13,7,9,1,78,1,2,1
0,9,8,4,13,0,10,0,1,1,0,1,9,1,9,13,13,10,11,1,133,1,1,1
0,11,10,0,9,0,13,1,1,0,1,1,6,3,8,12,11,9,11,0,79,1,2,1
1,5,4,21,11,1,13,1,0,0,1,1,9,2,7,12,11,12,11,1,94,1,2,1
1,10,4,0,10,0,8,1,1,1,0,1,10,3,9,18,8,5,9,1,69,1,2,1
1,8,8,3,13,0,13,0,0,0,0,1,11,2,8,13,13,13,12,1,69,1,2,1
1,6,9,7,11,0,15,0,0,0,4,0,9,1,8,13,12,11,10,1,115,4,2,1
0,12,10,0,12,0,12,0,0,1,5,0,10,2,13,11,11,8,11,0,84,1,1,1
0,4,7,2,11,0,9,1,1,1,0,1,9,2,8,14,15,10,11,0,135,1,1,1
1,11,10,0,12,0,14,0,0,0,0,1,10,2,8,15,11,10,13,0,136,1,1,1
0,13,8,1,8,0,5,1,1,1,0,0,5,2,5,13,9,9,7,1,69,4,2,1
0,9,10,0,8,0,9,1,1,1,1,1,10,2,11,10,12,5,6,0,105,1,1,1
0,8,5,2,12,0,6,1,1,1,0,0,7,1,9,20,14,13,12,0,85,1,2,1
0,11,10,0,12,0,12,0,0,0,6,0,10,1,11,13,11,7,7,1,82,1,1,1
0,11,8,2,9,0,11,1,1,1,0,0,9,2,8,10,9,8,9,0,79,1,2,1
0,12,11,3,12,0,8,0,0,0,0,0,12,2,9,17,14,8,12,1,79,1,1,1
1,10,5,1,10,0,6,1,0,1,0,1,9,1,8,14,12,8,8,1,69,4,2,1
1,5,6,0,11,0,11,1,1,1,0,0,8,3,8,9,8,9,7,1,106,4,1,1
0,5,7,0,8,0,10,0,0,0,7,1,7,2,8,11,9,8,10,1,83,4,2,1
0,12,8,10,9,0,11,0,0,0,8,0,8,1,7,11,8,9,8,1,71,2,2,1
0,7,8,1,11,0,8,0,1,1,0,1,9,2,9,14,11,9,12,0,70,1,1,1
1,10,10,2,11,0,12,0,0,0,0,0,11,2,8,18,13,10,10,1,82,1,2,1
0.5,8,5,16,8,0,9,0.49,0.44,0.47,0,0.47,9,2,8,13,12,12,12,0.5,114,1,2,1
0,9,4,0,11,0,10,1,1,1,0,1,10,3,7,11,12,7,12,0,111,1,1,1
0,4,4,0,9,0,17,1,1,1,0,1,10,3,9,19,8,6,8,0,136,1,2,1
0.5,4.73,4.82,0,7.48,2,9.41,0.49,0.44,0.47,11,0.47,6.54,2,6.35,8.46,7.81,6.89,6.99,0.5,77,1,1.59,1
0.5,7,12,0,12,0,11,0.49,0.44,0.47,0,0.47,12,1,7,13,11,7,9,0.5,65,1,1,1
1,4.73,4.82,0,7.48,0,9.41,1,1,1,14,0,6.54,1,6.35,8.46,7.81,6.89,6.99,1,36,1,1.59,1
1,12,8,0,11,0,11,0,0,0,0,0,8,2,9,17,14,11,9,1,78,1,2,1
0,4,8,0,10,0,10,0,1,1,2,0,9,3,8,12,12,9,11,0,136,1,2,1
0,8,5,2,15,0,5,1,0,1,0,0,10,2,11,13,14,5,14,1,88,2,1,1
0,11,5,0,9,0,9,1,1,0,0,1,8,3,10,13,15,5,8,0,64,1,2,1
1,10,4,0,10,0,5,1,1,1,0,1,8,1,5,14,13,5,13,1,73,1,2,1
0,8,8,7,12,0,11,0,0,0,3,0,4,2,11,7,9,9,10,0,92,3,1,1
1,9,7,2,7,0,12,1,1,1,0,0,5,1,8,10,10,8,9,1,74,4,1,1
0,6,4,10,7,0,10,1,0,0,10,0,11,2,8,12,9,9,8,1,134,1,2,1
0,10,4,17,9,0,8,1,1,0,1,0,12,2,12,11,9,7,13,1,136,1,1,1
1,4,5,1,7,0,15,1,1,1,0,0,9,3,7,13,11,10,8,1,77,1,2,1
0,4,4,0,11,0,12,0,1,1,0,1,9,3,8,11,10,12,10,0,75,1,2,1
0.5,4.73,4.82,0,7.48,0,9.41,0.49,0.44,0.47,8,0.47,6.54,3,6.35,8.46,7.81,6.89,6.99,0.5,136,1,1.59,1
1,4.73,4.82,1,7.48,0,9.41,0,0,0,9,1,6.54,3,6.35,8.46,7.81,6.89,6.99,1,69,1,1.59,1
0.5,8,8,5,9,0,10,0.49,0.44,0.47,0,0.47,10,1,11,15,12,8,12,0.5,136,1,1,1
1,8,9,1,9,0,10,0,0,0,0,0,8,3,8,11,11,8,8,1,130,4,2,1
1,8,5,1,10,0,14,1,0,1,0,0,8,2,8,17,13,10,12,1,77,1,1,1
1,8,9,0,12,0,13,0,0,0,0,0,9,3,8,14,12,11,10,1,136,1,1,1
